"","Median","low-CI","high-CI","p-value"
"Exidia glandulosa",-0.403778437465226,-0.47904606016909,-0.328847908248566,1.36011295475166e-25
"Schizopora paradoxa",-0.0974591806266886,-0.161541187306599,-0.0338954790265077,0.0026252501048282
"Fomitiporia mediterranea",-0.131478618667237,-0.191796292980867,-0.0709797578297086,2.14836087772323e-05
"Pyrrhoderma noxium",-0.589768548942367,-0.664209424319492,-0.514175685602512,5.85593048441616e-50
"Botryobasidium botryosum",-0.315384815676241,-0.39082800243134,-0.240146806157615,2.96794405005519e-16
"Rhizoctonia solani",-0.464565739590944,-0.524137347653011,-0.405109305206759,2.21566534851151e-50
"Peniophora sp. CONT",-0.431615866529196,-0.507914126827507,-0.35597547058049,2.99153741852666e-29
"Stereum hirsutum",-0.339689373508173,-0.403164290462921,-0.27566701188703,5.04793192784925e-25
"Heterobasidion irregulare",-0.732635344023131,-0.815424268787538,-0.65051744270071,1.48203546455771e-64
"Phlebia centrifuga",-0.521161774208087,-0.595730468113114,-0.44729419287329,1.63382548786669e-40
"Gelatoporia subvermispora",0.121252522510446,0.0534460715601974,0.189024549700277,0.000454815206335329
"Fomitopsis pinicola",-0.860895121083312,-0.979834840659621,-0.743803012926562,1.34734349149793e-47
"Daedalea quercina",0.0335931492232753,-0.0311360260649459,0.097824202079607,0.304361413268853
"Grifola frondosa",0.143037163835913,0.0672047403792068,0.218796834583979,0.000223310636405028
"Postia placenta",-0.398097836968306,-0.548789445150511,-0.259267171526848,1.12123491401874e-09
"Phlebiopsis gigantea",-0.267203551666099,-0.343747562840971,-0.190414978493077,1.10437202344242e-11
"Phanerochaete carnosa",-0.255502172190254,-0.329801454954687,-0.182194691259411,8.43814127081834e-12
"Phanerochaete chrysosporium",-0.102386372152923,-0.165547924305761,-0.0377885008300595,0.00177469438230985
"Wolfiporia cocos",-0.171951494537823,-0.257343328395802,-0.0862463596771628,8.03820107150631e-05
"Laetiporus sulphureus",-0.399886210293217,-0.469879632364206,-0.32943308825804,2.04247007144937e-28
"Ganoderma sinense",-0.631728514492972,-0.692061064762287,-0.571867094332027,5.37173558759377e-90
"Dichomitus squalens",-0.368156685283246,-0.444102438459274,-0.292269241663668,4.57615861925224e-21
"Trametes pubescens",-0.218485053086071,-0.289461696160631,-0.147463934496303,1.51012184840489e-09
"Trametes coccinea",-0.30778907030012,-0.380020231010227,-0.236821306173082,5.22085296688792e-17
"Trametes cinnabarina",-0.162194156783526,-0.249162850168761,-0.0758872026857924,0.000230948672519166
"Trametes versicolor",-0.255090131045451,-0.330352648037654,-0.180900127369252,2.67940624505535e-11
"Jaapia argillacea",-0.654201033832336,-0.720782268612134,-0.588485718259486,4.09198345810113e-76
"Plicaturopsis crispa",-0.0955598773795136,-0.158451686134056,-0.0325727740751454,0.00283995239175311
"Piloderma croceum",0.395362186255672,0.287912617486558,0.503722724464699,4.30290178649912e-13
"Fibularhizoctonia sp. CBS 109695",-0.497195712276919,-0.562897029714311,-0.431519187738085,3.04692224563245e-47
"Serpula lacrymans",0.040994844940797,0.0288585241687204,0.0531586288527229,2.17239281711751e-11
"Coniophora puteana",-0.291720450728756,-0.367207319481083,-0.21558213565966,3.55752884803355e-14
"Hydnomerulius pinastri",-0.330800035735887,-0.409172769822608,-0.253069930959656,1.27894040039399e-16
"Paxillus involutus",-0.575333821246908,-0.652738602450528,-0.498494936059137,4.11259779593818e-46
"Paxillus rubicundulus",-0.613220078277435,-0.691585788780283,-0.534130917805931,2.78969326600588e-50
"Pisolithus tinctorius",-0.048281119837713,-0.145051005792089,0.0505043175650427,0.336240476935501
"Pisolithus microcarpus",-0.302320816980892,-0.377420931660147,-0.227259421346286,4.77107513383206e-15
"Scleroderma citrinum",-0.0941015338194354,-0.16854759008937,-0.0198780723250317,0.012893271704794
"Suillus luteus",-0.594347618271775,-0.675603939447689,-0.513436670866068,3.62548580362636e-42
"Rhizopogon vinicolor",-0.0592049128967983,-0.144365687021603,0.0265972695675648,0.175356028282237
"Rhizopogon vesiculosus",-0.422566154069376,-0.522083243119768,-0.323770154988003,1.7349787004751e-16
"Schizophyllum commune",-0.573739292334098,-0.652010722019109,-0.495499310425836,1.53588013430001e-45
"Amanita muscaria",-0.520309243406065,-0.601211068335997,-0.438962543778726,1.78209879875619e-33
"Amanita thiersii",-0.0733241196613519,-0.145173254887278,-0.0013593740672386,0.0459284375243042
"Hebeloma cylindrosporum",-0.756115144788457,-0.831882881347716,-0.680710651360662,1.41064080964213e-81
"Fistulina hepatica",-0.570531443539236,-0.645028109214837,-0.496975509547674,2.94200864082677e-53
"Laccaria bicolor",0.00121273227352143,-0.0790699953821707,0.0801010819215947,0.974950617252644
"Laccaria amethystina",-0.484457415487751,-0.558036168441309,-0.410461186340388,2.89678774336551e-36
"Pleurotus ostreatus",-0.351103118356802,-0.428452563070509,-0.27534602570697,1.4114628013018e-19
"Coprinopsis cinerea",0.215908489124574,0.145605184988299,0.286586184256437,2.3315690359077e-09
"Moniliophthora perniciosa",0.689677403900765,0.592805642027779,0.789054194273309,1.14230235273316e-45
"Moniliophthora roreri",-0.592227118754524,-0.664363641865114,-0.520516539807823,1.54769721575545e-54
"Hypsizygus marmoreus",-0.293087465246921,-0.365348199389775,-0.220471459886993,7.73283428665963e-15
"Termitomyces sp. J132",-0.348608352406776,-0.412934492884118,-0.284386053904885,5.12454375550762e-26
"Gymnopus luxurians",-0.279872127226021,-0.346341352026949,-0.214182627627961,6.67509480673521e-17
