"","N.count","P.count","Missing","pvalue","2014_ZellerG-Median","2014_ZellerG-p-value","2015_FengQ-Median","2015_FengQ-p-value","2016_VogtmannE-Median","2016_VogtmannE-p-value","2019_Thom-Median","2019_Thom-p-value","2019_WirbelJ-Median","2019_WirbelJ-p-value","2019_Yachida-Median","2019_Yachida-p-value","2021_JunY_1-Median","2021_JunY_1-p-value","2021_JunY_2-Median","2021_JunY_2-p-value"
"Candida dubliniensis",6,2,0,8,-0.151748691746071,6.76005045831233e-11,0.371399481101776,5.38343556267487e-22,-0.123849447581686,0.0028979603515701,0.734483757753261,4.25019700568711e-38,-0.405150363403144,7.13076349737062e-13,-0.0552219059749506,1.41424985465692e-08,-0.4968564853453,2.55596486544085e-74,-0.145678120103538,2.66761522856263e-15
"Candida maltosa",5,3,0,7,-0.703219485001329,6.86634692871377e-153,0.136384385576158,9.89407622205525e-05,0.252221855034077,4.4541448277951e-13,-0.00914738430267893,0.873092298639192,-1.56234277670137,5.91012014911417e-98,0.0771175076274532,2.74626399232885e-16,-0.550859619964811,4.35742673915044e-81,-0.328229622138659,4.75191471919354e-68
"Candida parapsilosis",7,1,0,7,-0.357201630876029,2.93107261360122e-26,-0.640382932959992,5.2748428153319e-41,-0.26286480188907,4.16970351384354e-06,0.42327867735032,3.8254980952706e-07,-2.87326659924318,1.24739091997456e-69,-0.121737442830087,5.254698962962e-27,-0.00844716079792253,0.759742560420724,-0.488772286303412,9.81474863350601e-111
"Candida orthopsilosis",6,2,0,7,-0.521765101121304,5.11425494302911e-70,-0.00739922194110455,0.864375392501505,0.220709810350432,3.35655874888501e-06,0.863729030623955,2.86545448982868e-46,-1.20614214217947,4.82302689523891e-43,-0.068888701669565,1.16380480445101e-08,-0.309412485372001,1.2146738571746e-18,-0.219249129256385,1.4081219320242e-21
"Candida tropicalis",6,2,0,6,-0.485906302356527,2.78962880678929e-91,-0.0232636594166748,0.439011644621416,-0.0527504358957519,0.191317510997969,0.146763219646504,0.0015699339588206,-0.640263613983301,2.67106696950669e-18,0.214216476821592,1.12864905206565e-101,-0.491694394859859,2.17584535549447e-83,-0.338480563504875,6.66795074678103e-90
"Candida albicans",2,6,0,7,-0.503032080917043,5.67444046836779e-51,0.452742332455648,9.95212255387411e-46,0.60734112937347,1.94872092271134e-24,0.914779108711816,1.30080725907315e-27,0.273472387056244,0.0025580483894885,0.0118121352602874,0.419125669560405,0.615738543296149,7.54278456397584e-142,-0.198806864704416,7.10278924698857e-19
"Saccharomycetaceae sp. 'Ashbya aceri'",5,3,0,6,0.143964787346707,8.9738966106078e-06,-0.0382616069571499,0.399320312205284,-0.607046147192642,1.66990531713242e-38,0.820764249516801,6.50208688430427e-36,0.043197182867097,0.673754298500152,-0.13348497058011,3.77217145005399e-12,-0.713364929865932,9.34689395585792e-67,-0.286690314706425,8.41847113746539e-26
"[Candida] glabrata",6,2,0,6,-0.0200257823905653,0.479016380734689,-0.241752588066082,1.87580797134189e-12,0.0672050865878989,0.136819210966282,0.301852809760249,3.05754926616218e-12,-0.988548677944803,2.81284577911997e-40,-0.212166087941951,1.54208515993715e-106,-0.3752374388957,4.33613920626961e-30,-0.171413242013853,2.18033441967983e-15
"Kazachstania africana",5,3,0,8,-0.499195984443251,2.32045624231813e-57,-0.196152201854146,4.80754230346926e-05,0.125032619905427,0.00246942364052614,0.612187925239208,1.22488553629715e-23,-0.987631568729611,1.25786929410863e-44,0.231676202558492,7.98150705095141e-62,-0.592416843606414,5.74772754380671e-73,-0.347886293435677,3.38835822236654e-60
"Kazachstania naganishii",6,2,0,6,-0.448035512804986,1.77080812539177e-18,0.571452839930804,1.70249621200121e-11,-0.119830900988318,0.0417116598883647,0.000481637948042825,0.996578871175515,-0.114428646250056,0.243663031416573,-0.133992451534412,4.99760412736141e-15,-0.224816434674857,6.09965429522995e-06,-0.508778956182212,9.87234447275401e-92
"Eremothecium gossypii",4,4,0,6,0.193994700303984,0.0531558576850254,5.36699984599907,3.27892318065249e-31,-0.360759108087527,7.23122345062727e-06,1.2844304229471,5.47493525154152e-12,0.94787008196614,7.87310546825165e-14,-0.117568757095141,0.00287714084075116,-0.368764821159431,5.85248246949069e-07,-0.0660149755417256,0.236060393616062
"Eremothecium cymbalariae",4,4,0,7,0.0817474414001374,0.0295102771698865,-0.561971401854011,4.32230675162893e-19,-0.108746717041393,0.0792840930728949,0.808996721391498,5.70361032759168e-25,-1.49592124416491,5.95655319172498e-22,0.338686348984675,2.78021142693084e-75,0.36601749159888,1.59083835777602e-17,-0.531585675918559,3.17974093915026e-70
"Eremothecium sinecaudum",7,1,0,8,-0.649897959564664,2.48707115298152e-70,-0.539676599497421,1.69437336819856e-18,-0.378350399830569,2.5378349800837e-11,0.482698899513241,1.80677281000839e-07,-2.79159172734803,7.77617881745585e-76,-0.739480835290588,6.39464018703588e-290,-0.501972869376045,8.11707709888248e-31,-0.670483839105599,3.29038145390759e-161
"Torulaspora globosa",7,1,0,7,-0.419266570450182,8.64218280620799e-31,-0.121890908927506,0.0168493155314831,-0.195725120183047,1.854001247654e-05,0.0343896486033558,0.5933098670978,-1.76836889152918,5.10725010820679e-87,-0.575693028676961,0,-0.846118013315549,1.02487122892329e-118,-0.938507150720186,0
"Torulaspora delbrueckii",7,1,0,8,-0.84795511462976,5.1129538274371e-139,-0.878975475782291,9.25927875606145e-72,-0.270913479116337,1.47307923431194e-16,-0.41784224851666,2.25306868039628e-09,-2.31145681026789,3.67204869883488e-54,0.0317869075504656,0.0126385885406431,-0.836029397491702,4.23404641617172e-132,-0.861734297309264,1.32601304789062e-287
"Zygotorulaspora mrakii",7,1,0,8,-1.08765784745646,3.867463339437e-156,-0.478647145446395,7.5969726114404e-33,-0.54253146242378,5.25033092523827e-26,0.761570544007451,5.04543494802413e-27,-0.854402805977662,1.19914917590387e-15,-0.191282545664263,1.27485396754971e-42,-0.956344083646809,3.38040669449314e-175,-0.413163292720469,2.69694050560357e-65
"Pachysolen tannophilus",5,3,0,7,-0.885479173141399,9.8090660167874e-236,0.168323581304172,2.71591850207943e-05,-0.0374452453740835,0.34219814218981,0.335608735282086,8.28807839749633e-10,-0.899798171717729,4.47590891440341e-29,0.191609664290629,4.10159730891718e-103,-0.486026054363924,7.56018895499762e-62,-0.412085203169107,1.20202025259755e-121
"Naumovozyma castellii",6,2,0,7,0.000910062916826462,0.976886304735658,-0.0905933101321762,0.0435524674255772,-0.466918839765333,5.31663831675301e-15,0.653355983007991,3.4125733588934e-19,-0.976008607595877,8.52539977632161e-19,-0.192160318314772,1.27625118814779e-48,-0.169425184685683,4.38195319437523e-07,-0.645124784492249,8.74280556850444e-205
"Naumovozyma dairenensis",5,3,0,6,-0.720346731817271,2.13034346949961e-127,-0.682031302757436,3.52813578105687e-62,0.0741320800801499,0.0704706764519086,0.0607682963180185,0.239078583004221,-0.862781158820693,1.23562581587823e-34,0.12387151996396,5.19639808286054e-56,-0.715899929112417,2.76303842798885e-150,-0.62797548104326,3.5651251978824e-232
"Zygosaccharomyces bailii",6,2,0,7,-1.43248782931992,1.86264079817841e-50,-0.540687608087821,1.83254344432273e-10,-0.0334407890473936,0.552434741808416,2.48764808051946,3.49844988652716e-53,-4.50221991360715,4.32999334581756e-79,-0.0696189333686569,0.00216790563642271,0.417366209914373,4.57761530121304e-117,-0.949456446379776,9.77231923321742e-97
"Zygosaccharomyces parabailii",6,2,0,6,-1.75367035913348,1.10184452694782e-60,-3.32192809488736,1.23500946988278e-11,0.329621259358105,0.899775090240202,3.79195449463163,1.44211191928037e-19,-3.95282064356196,5.8469914635517e-20,-0.389311764115052,1.35309158970993e-62,-0.10282409389643,0.616247369377001,-0.458025978667765,6.10439141326134e-07
"Zygosaccharomyces rouxii",4,4,0,6,0.0684128981980675,0.0662650914918289,0.0240659719976223,0.671345684867509,-0.440913444225842,3.99764635759852e-09,0.897182179767677,5.30689017194114e-30,-1.50854762721857,2.82904686920732e-39,0.0824156733039349,2.4459406726291e-07,-0.611586690414935,2.30335155052288e-47,-0.960927430490067,1.8988212412428e-209
"Vanderwaltozyma polyspora",5,3,0,7,-0.424486618731066,7.71995584387406e-76,-0.268423345257969,1.40982413081985e-16,0.0388324383104509,0.177814854262144,0.470061074626173,2.09177668490746e-25,-0.583708358078899,3.45607424562643e-26,0.33733778533245,0,-0.694101124580034,1.04577345133201e-137,-0.51971394571831,2.0396841816638e-211
"Lachancea mirantina",4,4,0,6,0.751778667533786,1.35529642176089e-87,0.116338260722447,0.098642024402498,-0.582452780243569,8.56453635471899e-22,0.546450315967628,2.30322329601099e-17,-0.327013321914448,0.00545149595071195,0.520329957795432,7.72291694304972e-180,-0.0658159069805108,0.0823629228797813,-0.248491798424849,1.51946019678172e-25
"Lachancea thermotolerans",4,4,0,5,0.0281017436316943,0.458113399048807,-0.0355768138857517,0.579332446226832,-0.348754210046746,1.26316375291275e-08,0.472323407662015,1.71820122905144e-13,-1.65031134812397,7.44276073733868e-80,0.364071174575642,2.86047184906914e-99,0.0611430509608709,0.121211046073841,-0.714192618802376,4.54343417741782e-108
"Lachancea dasiensis",3,5,0,8,0.36361332801773,1.01158294858172e-17,0.341539352994474,4.6655816754515e-09,0.401870061376268,1.55292573020753e-12,0.570269132922391,7.92935544722328e-18,-1.33967647487758,2.37675819492527e-48,0.177955168204439,4.06323606116426e-32,-0.54477811413984,6.10736480321274e-46,-0.105240869892759,4.23072236200227e-05
"Lachancea meyersii",4,4,0,8,-0.417693218548646,5.46313907820479e-34,0.488949551181854,3.01392343116955e-17,0.28829576403812,1.6254136448065e-10,0.398940541733932,3.58875145799209e-11,-1.43383616465873,8.70192216714958e-26,0.260258040296045,1.97729754942756e-96,-0.268729651165198,1.1773781894553e-19,-0.270514564723593,1.45659922864038e-36
"Lachancea sp. PJ-2012a",5,3,0,8,0.357958311880109,1.17981840434778e-15,-0.224418305751331,0.0100960666664413,-0.444177041479023,4.59333641169224e-15,0.424815021437293,7.58375524891056e-05,-1.02790606910273,6.729481058106e-22,0.272233148133843,2.49841757453353e-75,-0.793380017063948,2.15955080749165e-101,-0.723563940855496,1.92859676439637e-183
"Lachancea quebecensis",5,3,0,7,0.179148729905005,3.79412860931099e-05,-0.131263436990931,0.0492706818729242,0.100258073638768,0.0823732008478015,0.308079420398446,1.14065099689533e-07,-1.63810146303423,1.27674312630726e-60,-0.145353105432205,2.83474194247178e-14,-0.86236084375159,1.49030587535039e-81,-0.426268818235459,9.75073141477358e-45
"Lachancea fermentati",7,1,0,6,-0.270154778619061,7.58133377414804e-17,0.128948660482916,0.00112803227317744,-0.0741653568382269,0.0846896901233154,-0.396657444947553,6.95686158053576e-12,-0.945344466558155,2.69485437155672e-23,-0.0273047526882858,0.054324695447052,-0.31304390874572,5.11738613528546e-20,-0.455308474009847,1.5590611173852e-103
"Lachancea nothofagi",4,4,0,8,0.541486191287807,9.71826430717193e-52,1.09464540751442,2.30292368407218e-38,-0.0795674795807607,0.0276434312188,0.810597632742315,9.6480246223559e-42,-1.84777507270001,9.67864963576526e-68,0.164406677406276,3.98616097915608e-40,-0.490971347660095,4.89983836256858e-28,-0.257493062023978,1.35976367934094e-20
"Kluyveromyces lactis",5,3,0,7,-0.745475543208747,4.82723506737552e-93,0.0723397491849894,0.0697231842733152,-0.420888095299325,1.06959134965094e-17,0.336162489884932,4.70273002789133e-06,-2.74620549567044,3.2371275276293e-99,0.314450187615475,1.35877773451141e-107,-0.66561753054253,6.62114137138903e-86,-0.638028578399278,2.26555613426502e-150
"Kluyveromyces marxianus",4,4,0,7,0.243063694998933,3.49490088679603e-13,0.58368889824286,1.73382409984252e-30,-0.204997639705764,3.02445820060676e-06,-0.380236386734776,7.28177972395056e-09,-0.866434803726087,1.19084366584661e-33,0.0163518661140914,0.294849797802273,0.259563885035323,6.41392772198187e-15,-0.206475969047566,4.32068554383293e-21
"Kluyveromyces dobzhanskii",3,5,0,6,0.135181687771092,1.35959455814491e-05,0.0290471445421999,0.552220836916974,0.387093644381543,6.51238641016322e-17,0.0391634313779785,0.550757412493997,-2.03264434668562,2.23698376695838e-92,0.186777461776889,5.50024129429366e-34,-0.49287942187174,1.84407425848843e-39,-0.61896218862229,2.09468865767964e-101
"Tetrapisispora phaffii",5,3,0,7,-0.331488156436098,1.22488617222347e-41,-0.154120860985336,5.23035610303147e-05,0.2742210752019,8.30903719004023e-17,0.0221379090214466,0.51246363360038,-0.783705759300275,1.38686748880047e-45,0.174737656832117,1.08065165173925e-85,-0.615134539068874,6.85234188718288e-109,-0.117712379336813,4.66349206755314e-13
"Tetrapisispora blattae",6,2,0,8,-0.577634256300462,7.45673300145996e-111,-0.109368445534568,0.00229816421056067,-0.365080871434164,6.04982926039679e-22,0.744083078034577,1.69899943906286e-47,-1.43138643973762,2.08515364342884e-55,0.477365807848061,0,-0.191840805608675,1.33839527967929e-13,-0.410070916455525,5.31107145621075e-119
"Saccharomyces sp. 'boulardii'",3,5,0,6,0.820333101725002,1.61025421192276e-19,0.480747683147007,2.74850954867705e-06,-0.195902242106288,0.0540282522111972,0.138320349971864,0.00863756903439305,0.103763056212381,0.346727893314189,-0.867308160612571,6.43646162086854e-62,-2.66732407291653,9.65224975061588e-165,1.34827577757245,2.42448759693944e-48
"Saccharomyces cerevisiae x Saccharomyces kudriavzevii",6,2,0,8,0.320990585615769,1.16454124203391e-16,-0.318526326023844,2.12754807185782e-06,-0.633808704920494,8.09691751107439e-15,0.70236453180681,1.77859060990656e-09,-1.42334782638704,2.29184816291983e-37,-0.0531673218321249,0.0443712223158521,-0.223026912436027,3.04140880921512e-05,-0.493435632584882,3.59623675178943e-56
"Saccharomyces kudriavzevii",5,3,0,6,-0.106816098366099,0.165098849976879,-0.296826281224464,0.00518303786442464,-2.14347155187572,4.04243127200496e-60,0.526585404364163,2.23175315088547e-09,-1.83835096483969,3.96757692305216e-18,0.0449164909579612,0.10312357528969,-1.19817277202921,2.36104996707334e-51,0.589158180471591,2.92576364660086e-30
"Saccharomyces paradoxus",5,3,0,6,0.0291661801039441,0.303203624557762,-0.444741973066065,5.27153160548027e-29,-0.0687241168919566,0.127204935831708,0.271660588791064,0.000119733789775124,-1.9494009477246,2.46423664812635e-84,0.129553509443665,2.24278679878544e-21,-1.26776354529636,3.65423743578314e-237,-0.368501796216732,5.76448652157681e-78
"Saccharomyces arboricola",6,2,0,8,-0.102255792553333,2.61565453985962e-05,-0.0971089469381887,0.0111895416249048,-0.279532795256456,1.74853630343194e-08,0.455869717747847,5.84531737572342e-12,-2.3671172325876,5.49291489547458e-139,0.28531411190826,4.7843069655741e-116,-0.971546264095079,2.92059766184615e-266,-0.43946979649262,5.23426180147379e-94
"Saccharomyces eubayanus",6,2,0,8,-0.442637438336922,1.26853359730022e-39,-0.154827794326403,0.000224977476843815,-0.435189971305164,1.37647361975715e-19,0.77685539988095,1.48854845239998e-45,-1.5577401043181,3.80885651724114e-51,0.170497947603048,3.00724400750029e-61,-0.966966193681609,2.33217645641868e-181,-0.546723592968508,1.71383135170263e-177
"Saccharomyces cerevisiae",7,1,0,7,-0.328471161572624,5.05565888001263e-14,-0.308186116387545,7.52870250318332e-09,-0.447685076254237,1.28076155189363e-16,0.321302203748795,0.00132815304645207,-0.0980449007266024,0.426295689312043,-0.362108832440711,7.27043142759235e-82,-2.18619900513849,0,-0.537935619672906,7.64755981604303e-66
"Drechslerella stenobrocha",6,2,0,6,0.367871219501164,6.05757269655364e-44,-0.0587501771120958,0.285152011163509,-0.420885294776793,8.01841305533381e-25,-0.690832827454366,2.08889124776765e-43,-1.0785794723736,3.5531204899181e-37,0.124614445855061,5.22951749545355e-24,-0.224564488412131,2.14905229433688e-13,-0.000806473603860677,0.966247843631178
"Arthrobotrys oligospora",5,3,0,7,-0.271222604223236,3.51488798585237e-43,0.158584266520854,7.64691835735711e-09,-0.273728688807372,2.65343091133366e-22,0.059567846358999,0.08692634355073,-0.861422632604348,1.71020005900625e-43,0.0840562788644637,2.35240721888e-26,-0.396209856007335,3.94495886324689e-49,-0.317179701470653,6.80464837597997e-92
"Dactylellina haptotyla",5,3,0,7,-0.09729273402378,2.46028936236739e-06,-0.0944514066220032,0.00779595982536405,0.0188172632547953,0.448571835086065,0.162571696949335,1.34405112204239e-07,-1.13469970163995,2.00056022695322e-75,0.192835575129136,7.87175802573301e-133,-0.333381839760016,2.85866150445172e-31,-0.055382199462723,0.000139222631082599
"Tuber borchii",6,2,0,8,-0.46416868464232,1.94673798652511e-145,-0.198079638761369,1.87034226332416e-12,-0.264763533718166,1.69641802111876e-32,0.284849069995117,1.10226270052219e-25,-0.503154284121504,2.69427813780782e-25,0.0621930820619327,6.03233902382439e-25,-0.470080624723267,9.46595232904012e-83,-0.407794020365693,7.18915791501424e-197
"Tuber magnatum",7,1,0,6,-0.347983188699189,1.17087973264787e-74,-0.43253994716634,1.421646623556e-82,0.0256332981522377,0.324822456938674,-0.0532586930432112,0.0426516523672436,-1.16266668130832,4.48450292409363e-113,-0.00770407191449218,0.229474415347694,-0.359214058692723,3.38288298555518e-53,-0.377596154048601,9.54958923613652e-178
"Umbilicaria pustulata",5,3,0,7,-0.350323013123372,1.48262478152637e-44,0.0281999103653907,0.421774284973159,-0.306214624391074,2.43744442344433e-18,0.171707389866355,7.43648713463226e-05,-0.87625025285549,4.75093836699645e-49,0.361772905103915,0,-0.0601874946989458,0.0191182493771732,-0.235140469962564,5.15969769189147e-46
"Xylona heveae",5,3,0,7,0.0777996704066575,0.00502770550578201,-0.075318660328402,0.107544801953441,-0.493835552102299,5.59577278109192e-45,0.178426534677525,1.04734527592582e-06,-0.877396396254543,1.32628552041551e-40,0.199343784664002,2.40275780689724e-114,-0.482311249888356,1.18484016245151e-54,-0.129235088868538,2.17204684248371e-12
"Coniosporium apollinis",6,2,0,8,-0.200678034615249,6.80498536039238e-17,-0.277080987671783,2.06627906938295e-10,-0.259138323704246,8.91209241315091e-14,0.284431785050325,9.74651562403952e-12,-0.737895496487228,2.51502890599727e-40,0.379966320881767,4.5580860687317e-294,-0.321962763592757,5.11568905538453e-33,-0.0942922875378191,1.37615958327765e-07
"Diplodia seriata",6,2,0,7,0.266036492335337,1.99064544607507e-42,-0.159229828198744,2.157150867607e-10,-0.118993148104226,1.14471253928245e-05,-0.0136930040708823,0.660184667373391,-0.630380706952945,3.28483575998661e-35,0.239641505890104,4.21166954861704e-265,-0.217277689007455,4.90500705926432e-18,-0.186717120098967,2.66175996071252e-45
