"","2014_ZellerG-Median","2014_ZellerG-low-CI","2014_ZellerG-high-CI","2014_ZellerG-p-value","2015_FengQ-Median","2015_FengQ-low-CI","2015_FengQ-high-CI","2015_FengQ-p-value","2016_VogtmannE-Median","2016_VogtmannE-low-CI","2016_VogtmannE-high-CI","2016_VogtmannE-p-value","2019_Thom-Median","2019_Thom-low-CI","2019_Thom-high-CI","2019_Thom-p-value","2019_WirbelJ-Median","2019_WirbelJ-low-CI","2019_WirbelJ-high-CI","2019_WirbelJ-p-value","2019_Yachida-Median","2019_Yachida-low-CI","2019_Yachida-high-CI","2019_Yachida-p-value","2021_JunY_1-Median","2021_JunY_1-low-CI","2021_JunY_1-high-CI","2021_JunY_1-p-value","2021_JunY_2-Median","2021_JunY_2-low-CI","2021_JunY_2-high-CI","2021_JunY_2-p-value"
"Rhizoclosmatium globosum",-0.442785380178863,-0.480966953949856,-0.404694877409738,1.42539045135226e-110,-0.484329587928296,-0.540874133445771,-0.428298903739701,1.68816855496497e-63,0.0169590826409867,-0.0456232250532898,0.0786904823833717,0.594788723413358,-0.205092997883365,-0.266829962317699,-0.143701316264818,1.00787592000486e-10,-0.721539606466107,-0.809772226805135,-0.632629186747635,3.08780457665246e-47,0.10269857738712,0.0892493083354144,0.116160168356831,2.34459093099795e-50,-0.301834777934143,-0.348669790592825,-0.255008171626309,4.47215070747115e-36,-0.398806143284205,-0.427105972609344,-0.370488640508191,1.16299583634138e-160
"Anaeromyces robustus",-0.810557841941171,-0.855334606822025,-0.766678204068202,4.93140573517036e-283,-0.228937473083241,-0.276431573093854,-0.181661736173261,1.58923939952843e-20,-0.168584642533584,-0.215594833242376,-0.121349174959295,6.01722715354167e-12,0.350606252337072,0.284587207122163,0.417347932340144,2.87496294203612e-25,-0.540418463193403,-0.641807936071481,-0.440193340300244,2.80031673744804e-25,0.124367724159498,0.11252732487107,0.136182020215676,1.22168559258125e-93,-0.453801440378467,-0.497291577664217,-0.410262982026961,2.13590528717683e-89,-0.354633193851777,-0.379910352497348,-0.329327364729004,9.80994950851669e-158
"Piromyces sp. E2",-0.823236441194805,-0.873766492727613,-0.773097604993717,3.70920275640957e-231,-0.0177827566085873,-0.0686997996852398,0.0325814603076694,0.491170697787286,-0.327087632882232,-0.379205271347475,-0.275023263907461,5.87987852118804e-33,0.659139008098063,0.594305360811465,0.724410243460133,4.08703191936383e-81,-1.05318529534797,-1.15331934030726,-0.955433653095524,8.79423736593559e-86,-0.152691609629063,-0.165200338705341,-0.140173606813683,4.17043706445791e-125,-0.68774633795254,-0.739186936101001,-0.6364363919299,2.02318863208875e-141,-0.376006131532282,-0.405620236529868,-0.346389481037252,1.13252366265065e-130
"Piromyces finnis",-0.685268336073153,-0.728893010018062,-0.6415034791502,1.87160117599702e-195,0.068521514366737,0.0157601058707333,0.120832904976069,0.0111645915315297,0.055626266469951,0.00539012582063038,0.106483905059892,0.0298526279373068,0.183767003367137,0.108978284718834,0.258526456449999,1.3128548779267e-06,-0.236512390946032,-0.350622202563888,-0.123794988421101,3.70570628629015e-05,0.157797855928969,0.145676563402416,0.169921941409417,7.39295012736031e-143,0.00965672630859567,-0.0357568532135097,0.0552377196327382,0.673691020241034,-0.198786026033473,-0.224364933772906,-0.173208666239546,2.44947317460216e-52
"Neocallimastix californiae",-0.807092419035372,-0.850869604857902,-0.763367814421656,1.21867922781326e-265,-0.182297111868023,-0.238062477795973,-0.127324623681164,8.48466862699664e-11,-0.289090258066703,-0.332616351235835,-0.245096498804356,7.51299507507924e-35,0.276105109433796,0.214321021103241,0.338342563601016,7.47144882129906e-18,-0.575111225062133,-0.681864386749106,-0.469318056175646,6.99293005366891e-26,0.0228268986078084,0.0124465360483689,0.0332195801346217,1.68342344103927e-05,-0.410375461140054,-0.456834421602368,-0.364248573471048,8.74829878893856e-66,-0.262374309243956,-0.286588368169993,-0.238033337200765,3.76624157168516e-97
"Mortierella elongata",-0.248339587682709,-0.286785026824582,-0.209772154816226,2.02038452548241e-35,-0.208121767831966,-0.261936949891214,-0.154723670971967,3.80818182909921e-14,-0.338502581664018,-0.393483185575873,-0.283870680808602,4.3781038237272e-34,0.130570194335868,0.0685279642911288,0.192879840441253,3.8516904731129e-05,-0.947299106753714,-1.0457543243247,-0.848157405954704,1.00457343324143e-62,0.220897632450276,0.206376383934087,0.235409216088262,3.29362590189219e-193,-0.13047390768927,-0.176376968815372,-0.0845780186616473,2.59486229077013e-08,-0.22445759845043,-0.253033755206216,-0.19585325629275,1.45676138153865e-52
"Mortierella verticillata",0.0763009056157462,0.0365368338034754,0.115852004222971,0.000170324508133757,-0.0522207775755808,-0.117544049198756,0.0129659692163657,0.118615541874838,-0.272732916320116,-0.331594070057584,-0.213831559727303,4.46054191140517e-19,0.165519600742981,0.113395423545545,0.218440644706729,3.67112016688384e-10,-0.0624192789662008,-0.147037929881083,0.0238386726593475,0.152635482510975,0.0540465372056986,0.0388594691173864,0.0692353191819978,3.02703419513682e-12,0.0960237301507293,0.073677543237842,0.118424904719459,3.69777432395806e-17,0.195395707891107,0.175753811438234,0.215002383303319,2.7672414870266e-83
"Rhizophagus irregularis",-0.96803560134773,-1.01638527849799,-0.920634395220575,0,-0.166501851748465,-0.216731941412318,-0.116399287078915,1.34320095328936e-10,-0.329237689668518,-0.375401894332254,-0.283323929167042,1.87909038540586e-42,0.302120962420953,0.243347866390635,0.360836651041264,2.25376415419512e-23,-1.49761846652367,-1.67667178238926,-1.33402806501482,1.76136873956334e-79,-0.308047103944388,-0.318288947804383,-0.297787309799156,0,-0.421962184126244,-0.467156843949362,-0.376848993013346,2.36541317185322e-71,-0.482524185145727,-0.504394128221942,-0.460685893726948,0
"Rhizophagus clarus",-0.857401520680136,-0.900217934343006,-0.815274607792398,0,-0.385112966370212,-0.430047999535676,-0.340181012616298,8.35288319711424e-60,-0.151073346108419,-0.188871060728077,-0.113388980160165,7.15325644798224e-15,0.148244399259015,0.0895623396608403,0.206723256552569,7.19224776921137e-07,-0.996127944837437,-1.08789789729329,-0.906357717887602,4.70886109889062e-92,0.0784997847156878,0.0692931993733319,0.0876925620158178,1.41764495512537e-62,-0.765259614356492,-0.810098915733125,-0.720879173184035,1.20914523936544e-220,-0.430688394241681,-0.454172111024197,-0.407277372382643,2.05823246554113e-271
"Bifiguratus adelaidae",-0.157503585758961,-0.219267145206237,-0.0960449465321284,5.9894670923568e-07,-0.32964926003264,-0.41798409301905,-0.239932580382294,1.92888004240513e-12,-0.120595211225904,-0.194644296742174,-0.0476616926859655,0.00112153684046025,0.437972611274341,0.3346145731944,0.544805727492748,1.75072300332265e-17,-0.973619813079366,-1.14727202536141,-0.805298710749282,4.10653521465157e-31,0.236043831844392,0.211051405785844,0.261034653258393,9.57651866577639e-77,-0.247448320967289,-0.313822849185401,-0.18083309478035,3.87279565966737e-13,-0.490387324587314,-0.528519835666145,-0.452333355501497,1.27617306916361e-136
"Syncephalastrum racemosum",-0.291216926462359,-0.332307196360776,-0.250123895363828,1.21002454915531e-42,0.27119976652802,0.202405351136417,0.338621016024518,7.35866857343626e-14,-0.483083860028585,-0.551411373817839,-0.414134515771087,8.61310397833208e-42,-0.00738700550019718,-0.0740749788754264,0.0590302933132806,0.829047555715683,-0.806343024937115,-0.90860892096357,-0.701859602138356,2.71456204629031e-47,0.166960564891505,0.145297887705616,0.188624908069116,4.18242484480701e-51,-0.397674085594949,-0.446023942096235,-0.349198343813939,3.14411752621168e-56,-0.707015079652715,-0.73822882314332,-0.675819892454344,0
"Lichtheimia corymbifera",-0.27795184219429,-0.321361803707332,-0.234813864759842,8.86038366923625e-36,0.203817166258033,0.1401151758855,0.267916107509391,3.82983148112695e-10,0.0763311549493091,0.0130369486005676,0.13962950619578,0.018163276437913,0.32426130884248,0.238439902198595,0.408355586821928,4.06142025973568e-13,-0.349249313146133,-0.461656039383971,-0.236974146422386,1.56297088518876e-09,0.424193555954326,0.4037423943023,0.444678023223573,0,-0.0346579111369976,-0.0532200933911558,-0.0160749538908579,0.000271668631758741,-0.0779954520457439,-0.101950376715915,-0.0539326136037186,2.3712935506637e-10
"Lichtheimia ramosa",-0.531613240302191,-0.578247014620101,-0.485219534087479,1.31842320870822e-107,0.261537692601803,0.193620093545674,0.327734306843701,9.31108328626519e-14,-0.0820385127926005,-0.138594380080318,-0.0243922260912966,0.00546204247825978,-0.120096569811823,-0.189415009861266,-0.052172037636719,0.000515856733672139,-1.25925230426028,-1.4034561459337,-1.12118671198687,6.35853303338924e-76,-0.0228798394705927,-0.0356681636170957,-0.0101013972449755,0.000447406578676418,-0.34738171521793,-0.398971172160362,-0.295882334525167,3.04420905613706e-39,-0.400615063210281,-0.428006525250697,-0.373268987041328,3.96139074994489e-173
"Phycomyces blakesleeanus",-0.334039441543949,-0.368847565495938,-0.299293807528834,3.21096585108863e-76,-0.169786498927419,-0.216423189255604,-0.123465663242333,1.13893171835697e-12,-0.176382676442555,-0.233828761130295,-0.118461857890092,2.72179984681692e-09,0.462991153196701,0.398227422886863,0.527388362299051,8.19443625939407e-41,-0.644976299884712,-0.749432185208224,-0.541334583030235,2.19570530201073e-32,0.0293611603257978,0.0161245941788349,0.0426325720625866,1.39545796108323e-05,-0.332017742821282,-0.376624302816874,-0.287665952766787,1.73263130207187e-47,-0.412148662339554,-0.439440001449516,-0.384813554970258,1.44655420573559e-183
"Hesseltinella vesiculosa",0.25778719274884,0.204839009515944,0.310416737721915,8.11801405409771e-21,0.194776963761585,0.114315943811744,0.275533037542578,2.65319080382242e-06,0.173518532181913,0.113326581480255,0.233800478387715,1.49766462124512e-08,0.279713700922471,0.18369846000823,0.377541255376961,6.91150968581373e-09,-0.596359712953265,-0.714049404300926,-0.478703776063456,1.40166784065047e-21,0.150080056978231,0.129609621806691,0.170602083636323,1.07882523628814e-46,-0.277427720735196,-0.332642754203722,-0.222548579377419,5.34708947299992e-23,-0.312032459280091,-0.351450453846382,-0.272609103104634,1.55347664960005e-53
"Absidia glauca",-0.322511159799934,-0.360174488989376,-0.284677983688882,7.13745706572125e-61,0.0561882393785043,-0.00586956428655001,0.118107523165891,0.0758537079628544,-0.446483109667902,-0.509703753753266,-0.384122626264973,6.64052712089273e-47,0.443697166775889,0.37242201836214,0.515382950034252,6.71379913645544e-35,-0.599185759560172,-0.730482011549841,-0.474109902457028,3.71055390929327e-23,0.0041612684610092,-0.0112350938362509,0.0195439447237967,0.596807407480934,-0.378685309425066,-0.429701229737424,-0.327429035501938,3.84645788234344e-46,-0.436664522925926,-0.470318409779223,-0.402977457010654,5.94676306569086e-137
"Absidia repens",-0.397258213855941,-0.436627988203096,-0.358042338820604,1.48504589764994e-85,0.206264951233889,0.150981156592399,0.261739587543131,2.59659662478067e-13,-0.0470159087331191,-0.107120503413636,0.0132889489249404,0.126032574797138,0.342384452183421,0.288787670442725,0.395691807009616,1.95412643990439e-35,-0.767035562185223,-0.879603566741106,-0.657032479101163,1.30541498929816e-44,0.160578116154671,0.147725027492348,0.173420976654458,8.19705376653438e-131,-0.469331696954086,-0.515275924479615,-0.423234403670143,3.58482125351113e-85,-0.333233415228335,-0.360028791991196,-0.306488593510085,1.33241358824401e-128
"Choanephora cucurbitarum",-0.694543287274184,-0.737851059758322,-0.651134159216803,2.46723383501441e-197,0.17210119077936,0.114928431819005,0.229442146526692,3.96966845519641e-09,-0.257379815067219,-0.31012849381108,-0.204426388247944,1.41497205407686e-21,0.207453340563172,0.130406496540059,0.284303151734634,1.54470420143406e-07,-1.14272432492257,-1.25298547315256,-1.03500931629285,1.51792895527945e-88,0.156742015073022,0.143894057906703,0.169608945088207,7.21973248253861e-126,-0.685417715617635,-0.731513889945826,-0.639420933818775,1.50077219587357e-173,-0.393755431454686,-0.418884085642909,-0.368626117548189,1.24236437684485e-197
"Mucor ambiguus",-0.355847225971352,-0.405618741814427,-0.305850815577278,9.3759762217434e-43,0.140715761937253,0.0716570879595518,0.209503219809915,7.07229012223067e-05,0.0323611021648807,-0.039128376698267,0.103901850601457,0.376941175710836,-0.319610837448268,-0.390624956482801,-0.248669125553805,2.5586227294771e-18,-0.772745295746533,-0.892844681241902,-0.65489537910585,6.14202372224788e-38,0.141133629461318,0.126110619742742,0.156184726431098,1.79149602280241e-75,-0.258473556828314,-0.310327372692787,-0.206614891960407,3.66906283455416e-22,-0.341965816038566,-0.374329696172709,-0.309598604402306,4.04422290012471e-93
"Mucor circinelloides",-0.359408737979342,-0.392612900560067,-0.326561535462132,6.53579860535497e-103,-0.0249223893954384,-0.0729024093591756,0.0226726217025519,0.304569240548891,-0.169081287560581,-0.211462385995547,-0.127112055932255,2.40745063022351e-15,-0.106726176426957,-0.153777053779049,-0.059412424399716,9.8693040074116e-06,-0.985886027145236,-1.0745420876538,-0.898063707556511,1.97373858045662e-93,0.117976775223861,0.105879330284021,0.130115170652537,6.44537981674876e-81,-0.610671153977543,-0.654799877802317,-0.566438162025117,3.30098274608717e-147,-0.384557108443965,-0.41053374135667,-0.358663906074765,1.36576876830396e-181
"Rhizopus microsporus",-1.06898529549739,-1.30942609948001,-0.89827451383802,6.65860688618571e-46,0.146362141601901,-0.0365837277545053,0.340184222674637,0.0834360808243925,-1.61659793337809,-2.26934035619146,-0.753408325749686,1.89564239386717e-18,0.88685210599416,0.640326677765118,1.26858156754083,8.46526485897789e-17,-0.533144549756502,-0.903878227352071,-0.226055213367463,0.000970863319907118,0.0552597809350907,0.0224331684887401,0.0972582007487383,0.000542025829068959,-3.60340046905058,-3.91482187888278,-3.27501732909176,1.92263091964995e-143,-0.228240202009386,-0.336517393838331,-0.148949912118623,6.21200899456929e-09
"Rhizopus delemar",-0.663419475149029,-0.7068097969798,-0.620186882436856,7.57586160661771e-186,0.311151118969498,0.250457601075383,0.371582444113913,1.36991056893706e-21,0.0456278447617264,-0.00650606699031263,0.0972042985079327,0.0874864745499219,0.362164935591842,0.297124312404821,0.426973170935218,9.31813508789187e-28,-0.836002622798561,-0.938605263368141,-0.735528883000323,3.228346412974e-57,-0.000682752139765016,-0.0141847459078709,0.0128146842374597,0.921078063784233,-0.74498626755167,-0.798102143283495,-0.692042488573052,1.82537991431845e-151,-0.449145172071714,-0.478523386242569,-0.419727745548472,1.12162055653768e-183
"Trachipleistophora hominis",-0.469364966282873,-0.546313497551288,-0.394518597100819,2.1798904414921e-37,0.548072980888743,0.410846659968979,0.687696737571288,4.20212477933934e-15,-0.515142618872532,-0.602030069990209,-0.429204783660947,1.29927427804884e-31,0.617646136151423,0.472691367403063,0.771163861265649,7.47066079347258e-16,-0.330864792261061,-0.581560149753026,-0.0939284304015635,0.00594424273037432,0.0978347236912183,0.0697208548763215,0.125914252506947,9.07852265091417e-12,-0.730433106111965,-0.793745291657566,-0.667446532420978,2.99227227592251e-113,-0.071420841294647,-0.11347321128467,-0.0290000493269315,0.000975743737751729
"Vavraia culicis",-0.887123564924403,-1.00198108123753,-0.778388104625502,5.35077607758494e-73,0.195581913456108,0.0370356849128958,0.349304497088405,0.0151502408378372,0.67874805452033,0.536559197715993,0.828752735515709,4.66057675041392e-22,-0.102556757330811,-0.257373469208029,0.0725828403877965,0.284996570892156,-3.7719645259081,-4.02959693666952,-3.50439806571947,1.39630626562809e-80,0.22622226627071,0.180009597128774,0.272681442310134,7.56693764113333e-22,-0.368049171018076,-0.464749386908237,-0.271938524446017,6.30076724451754e-14,-0.985821328770657,-1.06222351366033,-0.91029058666155,1.51476768149949e-141
"Anncaliia algerae",-0.834072681232917,-0.88817763981046,-0.780230326996899,1.69753629665366e-208,-0.303838336910929,-0.368373399666704,-0.240099380912313,5.91727852067706e-21,0.132418719702185,0.0565387179605051,0.208384670942922,0.000666997112374968,1.05023274071606,0.96569011579623,1.13433438486099,6.08291872650228e-132,-0.663649377084451,-0.765057164897687,-0.559831542675418,5.59168052472759e-34,0.0175263367606489,0.00271008161985564,0.0323030738859577,0.0202471312818475,0.0119585899238518,-0.0189413139640076,0.042916119535474,0.448513702881413,-0.0536460135849483,-0.0706436967369758,-0.0366267323404519,7.52723620540752e-10
"Amphiamblys sp. WSBS2006",0.287389621545911,0.181467821033014,0.394413418758467,1.3038783740571e-07,0.406737245618419,0.196448504891623,0.627455810785084,0.000142560386540165,-0.108533959735489,-0.218806069590391,3.3943754627887e-05,0.0501311775776575,2.65798593341609,2.35839814858549,2.91121744490608,1.72752054481549e-90,-2.52449175602729,-2.83087387413776,-2.20157470975721,3.39401223771678e-58,0.177119706647284,0.133104801592431,0.219505281388316,4.31718987674501e-15,-0.613840454141726,-0.725340071559759,-0.503098086998563,1.40296717295774e-27,0.341732935453584,0.269163109213687,0.414303218546848,1.76341111826512e-20
"Ordospora colligata",-0.330712812348624,-0.471843019358004,-0.197596484517095,1.30193441480076e-06,-0.344379395520862,-0.618597024449909,-0.113871057943244,0.00416065588240089,-0.453325418927602,-0.671869436035926,-0.232029125996699,3.83054028057163e-05,-0.290748666015777,-0.445236708071814,-0.0655798422151275,0.00912657224776886,-1.25521797988321,-1.63255763764289,-0.94500164635934,6.46600363662219e-20,-0.0270734513438319,-0.0819550365792705,0.0267949672468182,0.330894595416499,-1.97203541973282,-2.10629094742372,-1.83619863097552,1.79728775317944e-183,-0.144701750874173,-0.22467489642369,-0.0622036077841357,0.000525265807899409
"Pseudoloma neurophilia",-0.63419527143805,-0.699960766844303,-0.568738273033202,8.55892151259841e-79,-0.77710456675505,-0.891635872439099,-0.665883500209759,1.45694468209856e-44,-0.499248032260859,-0.584426713758993,-0.414692699921397,6.3049073556366e-31,0.104362563736926,-0.00849402838939798,0.218722286546517,0.0696642441725651,-1.28858565932716,-1.42333715856396,-1.15986306655017,3.04010129849649e-86,0.256339935149155,0.228646031755372,0.284095367076054,4.44361969170189e-73,-1.37276593028122,-1.44165178466356,-1.30411745289985,2.90275070751087e-290,-0.63692736286915,-0.682822449779912,-0.591144873813178,4.7050064314925e-152
"Nematocida parisii",1.34856926405411,0.885046396010656,1.69590716197674,3.51476590313834e-21,-1.68355219963104,-3.38591131497813,-0.477152456091489,3.49545548515263e-09,4.72056741116496,4.72043883087077,4.72056432644265,6.41670452773483e-20,3.32192809488736,NA,NA,9.60561568078733e-13,-5.19279123574311,-5.58624390632698,-4.95630378068612,1.49621988861146e-23,-0.0803288274781575,-0.135091714743679,0.0591459056983517,0.117346056156633,-3.6334087609007,-3.94473247105445,-3.32194463319308,3.02317887057961e-20,-0.922054948754296,-1.60010817259662,-0.834271503075656,4.22125081924662e-30
"Nematocida displodere",-0.308375447130196,-0.45986377153523,-0.175491148389699,1.26078018351335e-06,-0.804261149004701,-1.04098300032301,-0.597015035783981,2.70573736177736e-18,0.0137713584289299,-0.17632831516749,0.184182347590366,0.795667382286306,0.792450158062299,0.567956080508572,1.10559970215104,2.3080486317989e-14,-1.18457232222831,-1.71401564043455,-0.731048604827914,5.76105692826273e-12,0.17673867157331,0.126252967309989,0.228689215525355,6.35554731457411e-12,-0.420336163491451,-0.597674130729275,-0.267683147114456,4.70785008208273e-08,-1.45338266178743,-1.56502416126983,-1.3474726885971,7.23699114866851e-189
"Nematocida sp. 1",-0.414811421235095,-0.553741209537193,-0.281829428989016,2.15083506878205e-10,-0.226696740785536,-0.370927927239807,-0.0889768889905794,0.00153971070065951,-0.223639989224091,-0.377619830358894,-0.071395671551244,0.00387160110087521,0.829689612371553,0.621685700141426,1.05322204657548,1.84146534624888e-20,-1.5962457117424,-2.00329307504159,-1.21934247296075,3.07941367817937e-21,-0.619487066739915,-0.672478973376653,-0.567271706085338,5.69782577042375e-119,-0.70145055407292,-0.809795277330619,-0.593507904086454,9.00618265672961e-36,-1.32186568502853,-1.39935100451308,-1.24581213423712,1.34314953880433e-284
"Nematocida sp. ERTm5",-1.92261282477399,-2.10057009808609,-1.75420718542511,4.8551994731208e-178,-0.412513893484384,-0.624574329219921,-0.222876512319484,1.12115100744973e-05,-0.582534714456038,-0.799233686193852,-0.357081316234581,8.03789413020633e-08,1.10172794890834,0.81370738415793,1.47791324104066,3.49550928732706e-19,-1.6669615635755,-2.10549369418943,-1.25766158815889,1.87698684179727e-19,0.0890369679158945,0.0400260184626343,0.138382259770567,0.00021173730591161,-0.576480267690217,-0.687221725833165,-0.464668317604413,1.02395412661267e-23,-0.574527499513196,-0.649647409723266,-0.500909034295644,8.3912085833245e-53
