"Gene1","Gene2","CRC_cor","CRC_pVal","adenoma_cor","adenoma_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes"
"Albugo candida","Colletotrichum salicis",0.0157747814036358,0.737465270226297,0.0683404856277555,0.202149545685235,0.737604995283093,0.460754519019834,0.378025793650794,0.546542681624035,"0/0"
"Phytophthora capsici","Edhazardia aedis",-0.0867065590733726,0.0649118058654994,-0.0343398937129363,0.521957263228081,0.736209397959715,0.461603273785233,0.378621031746032,0.546542681624035,"0/0"
"Rhizophagus clarus","Thielaviopsis punctulata",-0.147082263811422,0.00167575017487387,-0.0954828136502148,0.0744224176739268,0.733560593667096,0.463216585226005,0.380257936507936,0.547709183900496,"-/0"
"Aspergillus kawachii","Thielaviopsis punctulata",-0.0253474718425632,0.590105452464594,0.026985616729757,0.614865649627457,0.733039485982702,0.463534346654453,0.380555555555556,0.547709183900496,"0/0"
"Moniliophthora perniciosa","Phytophthora capsici",0.00230547638561882,0.960928809025996,-0.0498650340356102,0.352303322253149,-0.731174629576317,0.464672494522833,0.381994047619048,0.547709183900496,"0/0"
"Colletotrichum salicis","Tuber magnatum",-0.00197713219615105,0.966489765335866,0.0500383355711638,0.350630243944235,0.729009464535925,0.465995873037127,0.383085317460317,0.547980219968556,"0/0"
"Debaryomyces hansenii","Choanephora cucurbitarum",-0.00836268665674835,0.85896019145363,0.0430125772113894,0.422446346199941,0.719832908587403,0.471627880350682,0.387847222222222,0.550205848569694,"0/0"
"Naumovozyma dairenensis","Phytopythium vexans",-0.06561223763208,0.162814425843451,-0.0143297143373954,0.789362061125023,0.719467757591146,0.471852761334205,0.388144841269841,0.550205848569694,"0/0"
"Cordyceps sp. RAO-2017","Hyaloscypha variabilis",0.0243707525992129,0.60451426796534,-0.0261332356509503,0.626086617758398,-0.707407911049628,0.479313022084819,0.394196428571429,0.552580064252135,"0/0"
"Pichia kudriavzevii","Choanephora cucurbitarum",0.0496116109164144,0.291505943392436,0.0997059987070311,0.0624199177649514,0.705604824267174,0.480433923314458,0.394890873015873,0.552924790257067,"0/0"
"Phytophthora capsici","Naumovozyma dairenensis",-0.0964081073863714,0.0400419247078518,-0.04699451527801,0.380744079768715,0.695708285721204,0.486611535505812,0.399355158730159,0.552924790257067,"-/0"
"Pneumocystis murina","Pseudocercospora musae",0.184748659206323,7.50200007497703e-05,0.231707025127215,1.19185422526868e-05,0.687565462611596,0.491726463708082,0.404166666666667,0.552924790257067,"+/+"
"Pseudocercospora musae","Albugo candida",0.164925160363794,0.00041774725250221,0.212251339776725,6.27166902378296e-05,0.687348141412994,0.491863368626132,0.404166666666667,0.552924790257067,"+/+"
"Pseudocercospora musae","Colletotrichum salicis",0.0611760705363327,0.193217091716485,0.109877818584577,0.0399276459091884,0.687184946401094,0.491966189344505,0.404265873015873,0.552924790257067,"0/+"
"Edhazardia aedis","Choanephora cucurbitarum",0.137325757145842,0.00336924246942027,0.185090651180718,0.000500551152662343,0.686894377456289,0.492149290319503,0.404315476190476,0.552924790257067,"+/+"
"Aspergillus ochraceoroseus","Tuber magnatum",0.00591519105452554,0.899977120816728,0.0542808402314384,0.31124386148582,0.678058635308592,0.497734516456639,0.408581349206349,0.552924790257067,"0/0"
"Aspergillus ochraceoroseus","Leucoagaricus sp. SymC.cos",-0.0370285481486265,0.431239495088581,0.0113020496307295,0.83312736524237,0.677064781046624,0.498364853249931,0.409027777777778,0.552924790257067,"0/0"
"Phytopythium vexans","Baudoinia panamericana",0.0782117727528328,0.0960253191241849,0.0301654725058227,0.573807080013597,-0.674952880861533,0.499705701827744,0.410019841269841,0.552924790257067,"0/0"
"Rhizophagus irregularis","Edhazardia aedis",0.297092291892443,1.05268682659698e-10,0.340288619201852,6.1671334705693e-11,0.673473090869722,0.500646362509865,0.410813492063492,0.552924790257067,"+/+"
"Sphaerulina musiva","Pichia kudriavzevii",-0.0612936688764642,0.192360893934429,-0.0133366572304659,0.803651249204134,0.672655434655669,0.501166525837184,0.411111111111111,0.552924790257067,"0/0"
"Aspergillus kawachii","Hyaloscypha variabilis",0.0298246426548154,0.526165005865647,-0.0181872879681972,0.734561624253213,-0.67251023402365,0.501258927157482,0.411160714285714,0.552924790257067,"0/0"
"Hyaloscypha variabilis","Edhazardia aedis",0.202313561485563,1.39996082633154e-05,0.155986077595627,0.00343657827991883,-0.670422084943574,0.502588759946646,0.41264880952381,0.552924790257067,"+/+"
"Moniliophthora perniciosa","Coniochaeta ligniaria",-0.0305038115384074,0.516783036171136,0.0170145506768414,0.751093857049928,0.665601881632726,0.505665603386284,0.415525793650794,0.553675402630023,"0/0"
"Aspergillus kawachii","Albugo candida",0.00370728289960428,0.937211904003715,0.0505631491297422,0.345594276716093,0.65677286316479,0.511326975570651,0.420436507936508,0.557157474316521,"0/0"
"Pseudocercospora musae","Cordyceps sp. RAO-2017",-0.0300806523307879,0.522618354021832,0.0166087240917392,0.75684189121657,0.65398572941613,0.513120999656352,0.422271825396825,0.557558436972941,"0/0"
"Trichoderma atroviride","Schizosaccharomyces pombe",0.118650984125295,0.0114029073853019,0.0725101366931628,0.175905567023785,-0.652234206826532,0.51425009611604,0.423511904761905,0.558148008715791,"+/0"
"Leucoagaricus sp. SymC.cos","Tuber magnatum",0.107629636090645,0.0218112747195551,0.0617612466315717,0.249150919688483,-0.647098722870415,0.517568051815186,0.426488095238095,0.558148008715791,"+/0"
"Pneumocystis murina","Leucoagaricus sp. SymC.cos",0.0582988759792109,0.215041808347549,0.0122103505272271,0.819936970177956,-0.646341235032391,0.518058388736677,0.426785714285714,0.558148008715791,"0/0"
"Aspergillus kawachii","Phytopythium vexans",-0.0620505485527689,0.186916721807269,-0.0160550957313993,0.764704945913529,0.645218020482595,0.5187859097915,0.427281746031746,0.558148008715791,"0/0"
"Phytopythium vexans","Schizosaccharomyces pombe",0.00580637899819236,0.901807704136403,-0.0401414710411818,0.454102282704588,-0.643756031483162,0.519733649549709,0.428125,0.558148008715791,"0/0"
"Debaryomyces hansenii","Colletotrichum salicis",-0.0369101744943589,0.432714796075906,0.00874575104497974,0.870490227376914,0.639602831944858,0.522430840892885,0.43015873015873,0.559843730056876,"0/0"
"Pichia kudriavzevii","Coniochaeta ligniaria",0.0105105724936614,0.8232705505839,-0.034814769961724,0.516214575160844,-0.634937850645853,0.525468949613397,0.432936507936508,0.560032586912161,"0/0"
"Rhizophagus irregularis","Naumovozyma dairenensis",0.13934171444036,0.00292668644732097,0.183449875596656,0.000562518359826569,0.634327120812541,0.525867360611954,0.433234126984127,0.560032586912161,"+/+"
