"","all-Median","all-low-CI","all-high-CI","all-p-value"
"Albugo candida",-0.45234539017713,-0.48450795222928,-0.42033230475678,6.94808875972853e-166
"Albugo laibachii",-0.151457691177831,-0.179716852983026,-0.123192699564458,1.57336332302692e-25
"Aphanomyces invadans",0.26266228905798,0.232006838191162,0.293473873396035,1.40837901494695e-63
"Aphanomyces astaci",0.0230528163517083,-0.00262313953795757,0.0486343382771745,0.0786364652684887
"Saprolegnia diclina",0.193639023509129,0.161985128769902,0.22525942590576,2.28680469399749e-32
"Saprolegnia parasitica",-0.0858724988034258,-0.120167854553335,-0.0514947149202569,9.94209408185959e-07
"Phytopythium vexans",0.275483509075995,0.24693203997776,0.304023596553338,1.85532900257463e-77
"Globisporangium ultimum",0.015901925274421,-0.00485285189740371,0.0366850276795778,0.132533431885569
"Pythium irregulare",0.218549596335232,0.191654815159018,0.245492434604398,9.38839256387479e-56
"Pythium arrhenomanes",0.138330237932421,0.109893899692156,0.166749643421296,2.11940242072481e-21
"Pythium iwayamai",0.13062632540152,0.105289578992416,0.156041222660786,7.5265086655737e-24
"Pythium aphanidermatum",-0.107717799766691,-0.140667408645535,-0.0746574679959951,1.76822171733544e-10
"Hyaloperonospora arabidopsidis",-0.180296367623397,-0.207133305262854,-0.153566752022511,9.14191778535822e-40
"Phytophthora parasitica",0.257877085194816,0.233742812789165,0.282016734146956,2.07644040290343e-92
"Phytophthora palmivora",-0.0613321733906005,-0.0827675063945043,-0.0398970463221848,2.09990626824681e-08
"Phytophthora capsici",0.392506944456951,0.365914716037832,0.418899314144723,6.966202041901e-172
"Phytophthora ramorum",-0.249847954476915,-0.280441795359613,-0.219401951738957,1.49869376355644e-58
"Phytophthora cinnamomi",0.290170648710307,0.265419575016896,0.31510337398549,2.25204379870771e-112
"Phytophthora infestans",-0.125402923417637,-0.1519810368596,-0.0988355273226855,2.26696458391766e-20
"Phytophthora sojae",0.286367258402718,0.254832692048391,0.317999207883017,7.34438253687439e-71
"Catenaria anguillulae",0.296309498420159,0.2656174267008,0.327035172012679,7.93718704558026e-79
"Allomyces macrogynus",0.137589212767128,0.108572360762197,0.166692372909767,1.50185942075666e-20
"Paramicrosporidium saccamoebae",-0.142305285116862,-0.193293343008958,-0.0909595264710983,6.30385673847485e-08
"Rozella allomycis",-0.332306925329343,-0.367353830546866,-0.29724705165443,2.04148710652553e-76
"Basidiobolus meristosporus",-0.108258236943871,-0.13060733391439,-0.0859267889633948,3.71202199938705e-21
"Conidiobolus coronatus",-0.114036433905547,-0.145942566897015,-0.0823640994203337,1.57835748054434e-12
"Gonapodya prolifera",-0.050877639748439,-0.077479690271768,-0.024141545004529,0.000185886784914794
"Spizellomyces punctatus",-0.0918545392690115,-0.124094115150358,-0.0597168996820409,1.94862830069033e-08
"Batrachochytrium salamandrivorans",-0.478319345541165,-0.507947597609455,-0.448683480892363,1.2508111429665e-210
"Batrachochytrium dendrobatidis",-0.236978566903854,-0.306609764852172,-0.166457276783954,7.0837528861978e-11
"Rhizoclosmatium globosum",-0.308821443785387,-0.332729921234919,-0.284824215244173,6.65418776124136e-136
"Anaeromyces robustus",-0.47600887899287,-0.501818479062002,-0.45036648133866,2.18275693481358e-278
"Piromyces sp. E2",-0.360957157639002,-0.390531186244152,-0.33136206958053,4.65502587810093e-128
"Piromyces finnis",-0.247991746093168,-0.27673240204872,-0.219452421788694,7.38216850866149e-65
"Neocallimastix californiae",-0.379408422601972,-0.40768417759061,-0.351091680951564,6.44849296214981e-149
"Mortierella elongata",-0.171597374173686,-0.194619865182907,-0.148495696681702,1.61943314230029e-46
"Mortierella verticillata",0.102974927285765,0.0772130164610828,0.128812795148509,4.88779298701409e-15
"Rhizophagus irregularis",-0.430184872692861,-0.454609957900787,-0.405896309872158,2.18569142886636e-261
"Rhizophagus clarus",-0.539861353835309,-0.563999374954406,-0.515791630842796,0
"Bifiguratus adelaidae",-0.253894390467477,-0.292894633867847,-0.215086677272473,9.26517526389355e-38
"Syncephalastrum racemosum",0.0867245080835803,0.0580343068851247,0.115467530279724,3.03378045987363e-09
"Lichtheimia corymbifera",-0.107071216732535,-0.135257153566743,-0.0789556572540761,9.38867847971784e-14
"Lichtheimia ramosa",-0.00972870566188641,-0.0404166797279582,0.0209170630762471,0.531758664125794
"Phycomyces blakesleeanus",-0.253587001435128,-0.275291684715538,-0.231828664466083,2.30628514062307e-110
"Hesseltinella vesiculosa",0.182421793748613,0.149508698562978,0.21504556668769,4.45798085306549e-27
"Absidia glauca",-0.048752618688376,-0.0764721300577986,-0.0208726214491091,0.000613163117695681
"Absidia repens",0.0454516841242381,0.0202023522215543,0.0707141187256791,0.000427457112632438
"Choanephora cucurbitarum",-0.340642759715515,-0.369060924886394,-0.312185301707929,7.13285184760644e-118
"Mucor ambiguus",0.0226747782628816,-0.00997919400522428,0.0552731797622638,0.172856603600216
"Mucor circinelloides",-0.111414658661977,-0.133400991626425,-0.0895793781716998,1.83851327829713e-23
"Rhizopus microsporus",-0.629014128788828,-0.706843286342625,-0.523736916689916,3.75126480815434e-51
"Rhizopus delemar",-0.259699253625219,-0.28839233309792,-0.230935158364987,2.39578160058455e-70
"Trachipleistophora hominis",-0.155637363778659,-0.207189646213612,-0.104176150475337,2.67586451873555e-09
"Vavraia culicis",-0.205692305848394,-0.266436317899311,-0.145153273526476,2.35051615184152e-11
"Anncaliia algerae",-0.439418822949897,-0.471148669491748,-0.407765176989009,3.3388276629442e-163
"Amphiamblys sp. WSBS2006",0.257469116557774,0.191235333324992,0.324050762825894,2.41658830655599e-14
"Ordospora colligata",-0.141200907942606,-0.212928184627413,-0.0752839020748063,1.42847998076172e-05
"Pseudoloma neurophilia",-0.266829998830057,-0.310718427848439,-0.222801580050916,2.06499769060515e-32
"Nematocida parisii",-0.0291877843388102,-0.0344040718756587,-0.0239942806086057,2.42170876436074e-28
"Nematocida displodere",-0.498505841959976,-0.568799175930608,-0.432213855412144,1.05122742168979e-52
"Nematocida sp. 1",-0.385331026667038,-0.453326585920749,-0.318190723494735,2.41154840714989e-31
"Nematocida sp. ERTm5",-1.18954873541099,-1.27947544434917,-1.10128786436695,7.22902970860428e-186
"Edhazardia aedis",-0.451997207006486,-0.478996117280332,-0.42489960552168,2.37637435539721e-228
"Spraguea lophii",-0.528482680892654,-0.579154844361164,-0.478114026780427,9.40643450432386e-93
"Encephalitozoon intestinalis",0.280592449533983,0.204212263845639,0.351830362394263,3.68198435833819e-21
"Encephalitozoon cuniculi",-0.0373595405030225,-0.0607899346471076,-0.014558979345962,0.00133985620756626
"Encephalitozoon hellem",-1.69625648464621,-1.8388736307711,-1.53362261120381,1.36516840029703e-288
"Encephalitozoon romaleae",-0.390926843750806,-0.4764723419395,-0.304818857009251,2.17749052245514e-19
"Vittaforma corneae",-0.1084660118884,-0.18383487151026,-0.0331323692204182,0.00484509707147256
"Nosema apis",-0.707004918455833,-0.7491898970801,-0.664928833246638,1.3613067881468e-232
"Nosema ceranae",-0.319481043570282,-0.370710676777569,-0.268044166527718,1.06831230862059e-33
"Nosema bombycis",-0.503309263252546,-0.545263945925578,-0.461339661480097,1.15433247088019e-119
"Enterospora canceri",-0.752419221778773,-0.835866525967683,-0.67068459450834,1.51547146445105e-80
"Hepatospora eriocheir",-0.352549354456834,-0.398846031297434,-0.306509950360915,1.3883977784577e-50
"Enterocytozoon hepatopenaei",-0.433333148046506,-0.493813558284697,-0.373024467695659,1.79295932796584e-44
"Enterocytozoon bieneusi",-0.568452571784201,-0.597414591309502,-0.539438340875066,3.22127416731501e-294
"Wallemia mellicola",0.0682107264155571,0.0230261017992236,0.113296944857104,0.00317808751341869
"Wallemia ichthyophaga",-0.782188378836916,-0.823372708385094,-0.741289145812178,4.35322380320087e-284
"Mixia osmundae",0.192587436479998,0.144381559347217,0.241221995398606,3.14904901009881e-15
"Microbotryum intermedium",0.231032279319181,0.187686274071602,0.274449312720763,2.71734618995629e-25
"Leucosporidium creatinivorum",0.193421668918079,0.156188437029162,0.230515924813421,4.24380191147305e-24
"Rhodotorula taiwanensis",0.565504118901771,0.523595320429063,0.607734798128687,1.62873255084343e-148
"Rhodotorula graminis",0.257238714405249,0.223264693237002,0.291311696585707,2.97897214913937e-50
"Rhodotorula toruloides",0.32378014954851,0.289592949158283,0.357882690632082,4.9203678184944e-75
"Rhodotorula sp. JG-1b",-0.129728188169899,-0.171178393908531,-0.0881667088943529,8.34993049445825e-10
"Puccinia coronata",-0.259578504102732,-0.27872187717204,-0.240419809870708,3.04646306316357e-146
"Puccinia striiformis",-0.00597606010310784,-0.0359102751425041,0.0240254569481319,0.695878035065109
"Puccinia graminis",-0.374373593466475,-0.4007630354563,-0.347976148524726,6.05770508495706e-159
"Puccinia sorghi",-0.295239414879459,-0.323314575118291,-0.267241479923212,1.90494811124451e-93
"Malassezia globosa",0.224138392748463,0.180136366248648,0.26804763557023,9.48234021606866e-24
"Malassezia restricta",-0.304219795804122,-0.373199009038636,-0.235632916892789,2.02919165348381e-18
"Malassezia sympodialis",0.346054462728204,0.299058757726643,0.393127656584729,2.50102488437334e-47
"Malassezia vespertilionis",0.0350183417702363,-0.00197472624277059,0.0720378851816738,0.0634057452465623
"Tilletiaria anomala",0.0322321475014241,0.00434287487871467,0.0603123109050879,0.023507681436988
"Ceraceosorus bombacis",-0.0834114815321838,-0.123939851045983,-0.0427604094851382,5.62503776852209e-05
"Tilletia controversa",1.39149187047509,1.26364681836462,1.5231865840934,2.24496966042233e-198
"Tilletia walkeri",0.206243024038367,0.139133744610562,0.273968656336019,1.57496285789358e-09
"Tilletia indica",-0.276499889718795,-0.32035856681112,-0.232441242976813,2.7287855552131e-34
"Tilletia caries",-0.098458455747407,-0.161603206000326,-0.036813255310267,0.00177231422307232
"Violaceomyces palustris",-0.103441221126121,-0.137418837328467,-0.0695820317829537,2.07721577460299e-09
"Testicularia cyperi",0.443441111700093,0.398534086835995,0.488524156471281,2.80442584479484e-81
"Pseudozyma hubeiensis",0.208367674154987,0.166601299435682,0.250208361851965,2.97729075111817e-22
"Kalmanozyma brasiliensis",0.288958967833578,0.254172726420743,0.323613963051734,7.20948497295517e-60
"Moesziomyces aphidis",0.186953031475955,0.106351031353489,0.266694801709211,6.10480239413307e-06
"Moesziomyces antarcticus",0.453815530169081,0.395737236211838,0.511757927686184,5.90879812838806e-52
"Ustilago hordei",0.0535179836965812,0.0113376314934744,0.0956961706988166,0.0128896330777746
"Ustilago bromivora",0.529280508067214,0.456798315685542,0.601958407698905,3.87725956627417e-48
"Ustilago maydis",0.282885199528044,0.248240054203311,0.317376235512071,5.60474332171559e-56
"Anthracocystis flocculosa",0.299119629780495,0.261266088240175,0.336926457985546,1.77709026775794e-53
"Sporisorium graminicola",-0.112467553882253,-0.152256340048695,-0.0726507141969572,3.24792000687134e-08
"Sporisorium reilianum",0.415857316322463,0.378777401730347,0.452941656301743,1.27208963967868e-104
"Dacryopinax primogenitus",0.272699189718152,0.233234304014905,0.312218362898931,1.95702433997773e-41
"Calocera viscosa",0.432998706127412,0.398264439692352,0.467863950636707,6.50861562945974e-124
"Calocera cornea",0.148721507423304,0.120624891148449,0.176748487963985,7.84311651630663e-25
"Xanthophyllomyces dendrorhous",-0.0399722345135318,-0.0730314630777642,-0.00684278435560141,0.0180868271199375
"Trichosporon asahii",0.433135864676877,0.391972512570422,0.474342875273489,5.58485417950861e-92
"Naematelia encephala",0.10754769220347,0.0586285990015894,0.156547898769521,1.5991099880631e-05
"Tremella mesenterica",0.028315416315564,-0.00583066286458361,0.0623822764699368,0.104093023381638
"Kwoniella heveanensis",0.458578435308145,0.416967780819183,0.500419369696715,2.44711617146339e-101
"Kwoniella bestiolae",-0.2779257902613,-0.312045913295614,-0.243876810864402,2.51550798987513e-57
"Kwoniella dejecticola",0.235114066610088,0.194030693104838,0.27631909386858,2.06887999593355e-29
"Kwoniella pini",-0.226753090110069,-0.257663013802572,-0.195704401288408,1.19313096385971e-45
"Kwoniella mangrovensis",0.162100658676223,0.100858334119814,0.225136101561736,6.84757271375425e-08
"Cryptococcus wingfieldii",0.0316172391125867,-0.0302674040423006,0.0936853735533455,0.316960225284287
"Cryptococcus amylolentus",0.121720312063961,0.0745887192407432,0.182325876508082,1.67744927557223e-08
"Cryptococcus gattii VGII",0.0988741273440269,0.071309828919459,0.129400373753666,2.23654060046842e-14
"Cryptococcus gattii VGIII",0.0013192176247109,-0.0481566015449267,0.0505486466330356,0.957466419174389
"Cryptococcus gattii VGIV",-0.160454075187245,-0.244762790377263,-0.0766346417320327,0.000174767638688328
"Cryptococcus gattii VGI",-0.131279172592115,-0.157550338299427,-0.109063477775052,2.2587061703077e-47
"Cryptococcus depauperatus",-0.0291936411794701,-0.0710751278163309,0.012669930944862,0.172681111061697
"Cryptococcus neoformans",0.00112392713605251,-0.0380146551174975,0.0403147321976239,0.954300822686315
"Sphaerobolus stellatus",0.0507552390200605,0.0321189641449929,0.0693595774454168,1.08287283515865e-07
"Punctularia strigosozonata",-0.153006950950995,-0.183202681855808,-0.122766498970446,6.24271517323811e-23
"Gloeophyllum trabeum",0.0138289611933601,-0.0200683688827022,0.0477350174698699,0.424163038113869
"Neolentinus lepideus",-0.127731146176798,-0.159845503432644,-0.0955099199735955,9.76658559022123e-15
"Sistotremastrum niveocremeum",-0.134478346597076,-0.181880675698109,-0.0871171132747825,2.41324201875107e-08
"Sistotremastrum suecicum",0.332892207080572,0.282319627133336,0.383742160890936,2.04018188991486e-38
"Serendipita vermifera",-0.195269682090879,-0.22732438527612,-0.163179569705714,3.55953558614698e-33
"Serendipita indica",-0.200119580639409,-0.2332055501571,-0.167050994602353,3.06282775787912e-32
"Exidia glandulosa",0.0283370303538416,0.00302918317595733,0.053644707118624,0.0283504577308495
"Schizopora paradoxa",-0.111758768518598,-0.140900519544772,-0.0826980358040057,4.27447861782359e-14
"Fomitiporia mediterranea",-0.138278703430124,-0.164936857954602,-0.111750305109875,4.43873936019742e-24
"Pyrrhoderma noxium",-0.00935170573349731,-0.0430375910769318,0.0243643815351537,0.58591841305202
"Botryobasidium botryosum",0.0262437400870737,-0.00259347195485847,0.0552073816039204,0.074501085171763
"Rhizoctonia solani",-0.0692046760682754,-0.0873212690740187,-0.0511174184629443,8.56118878107915e-14
"Peniophora sp. CONT",0.393386298517366,0.364290899078066,0.422532446053618,7.82188565510811e-150
"Stereum hirsutum",-0.0617822485145648,-0.0889002260451398,-0.0344838200266823,1.01929781689289e-05
"Heterobasidion irregulare",0.0333962087604144,0.00232088876370895,0.0646092715378641,0.0352111997971811
"Phlebia centrifuga",-0.135269336872082,-0.173097081863345,-0.0975860152700735,2.30738147206122e-12
"Gelatoporia subvermispora",0.351294013695002,0.312477973536664,0.390151961048066,4.06301537552727e-69
"Fomitopsis pinicola",0.096179359963679,0.0580091536720079,0.13429897071998,8.1825010158898e-07
"Daedalea quercina",0.233559620036675,0.198743805569949,0.268558168244258,2.47040077458645e-39
"Grifola frondosa",0.266061469674419,0.233759889671781,0.298304376980327,7.23048598024343e-58
"Postia placenta",0.305080071408835,0.254612598227081,0.357322853170824,1.69603069493434e-35
"Phlebiopsis gigantea",0.41648393352504,0.383189645148887,0.449761655198933,8.18863614489737e-128
"Phanerochaete carnosa",0.209266322775189,0.180964916803277,0.237680736917801,1.10958320974095e-46
"Phanerochaete chrysosporium",0.255068556069729,0.221425510328022,0.288911495969616,6.59881093357243e-50
"Wolfiporia cocos",0.170831219184454,0.139435215840517,0.202291299646427,2.68078302336941e-26
"Laetiporus sulphureus",-0.0250992259698842,-0.0533172815640395,0.00310246104600488,0.0807715418384087
"Ganoderma sinense",-0.0808930923302638,-0.108450539497834,-0.053380673819952,8.52820308460378e-09
"Dichomitus squalens",-0.0822626447752352,-0.110829921457602,-0.0537063950404423,1.62825559928383e-08
"Trametes pubescens",-0.109741368865996,-0.142063573427582,-0.0774391168353682,3.44481493314365e-11
"Trametes coccinea",-0.134709993833183,-0.166841734517959,-0.102527730476571,3.0314751699492e-16
"Trametes cinnabarina",0.180064155670132,0.139177100471264,0.22097414165722,5.92841979704718e-18
"Trametes versicolor",0.167582586480733,0.131796804272537,0.203355050211186,6.05997198161947e-20
"Jaapia argillacea",-0.0180373931235445,-0.0470857420956383,0.0109624237966551,0.221957335992862
"Plicaturopsis crispa",-0.0140214323749984,-0.0479633565499941,0.0198546256860583,0.415095785227886
"Piloderma croceum",-0.119281241659732,-0.150829246578119,-0.0877043550169896,1.16315727184467e-13
"Fibularhizoctonia sp. CBS 109695",-0.0291826962172466,-0.0580676072662909,-0.000179994563618421,0.0485001352801559
"Serpula lacrymans",-0.0540911264153756,-0.0690361836172571,-0.0397838532966395,2.01510684401761e-14
"Coniophora puteana",-0.147984381781273,-0.175840670394584,-0.120265783804558,1.91552982675617e-25
"Hydnomerulius pinastri",0.177402369904692,0.135583011156331,0.219430584476388,1.07150978000084e-16
"Paxillus involutus",-0.210080783774214,-0.241934878527012,-0.178166549449113,9.35018666469443e-38
"Paxillus rubicundulus",0.193646862756982,0.166257036663853,0.220981892415711,2.45829017997346e-43
"Pisolithus tinctorius",0.0348652687812791,0.00798603530498036,0.0617647467176301,0.0110288076939045
"Pisolithus microcarpus",0.152627035593836,0.115983961126838,0.189247942753916,3.53791770861011e-16
"Scleroderma citrinum",-0.331418681483174,-0.358207978157636,-0.304568965159284,8.68141237524642e-127
"Suillus luteus",0.00728561157250168,-0.0222877246226786,0.0368419244304649,0.6292042518205
"Rhizopogon vinicolor",0.239534888593991,0.198779766149745,0.28008875683156,1.87629443325429e-30
"Rhizopogon vesiculosus",-0.563787581621292,-0.609519854821515,-0.518168899186885,8.87022009350844e-122
"Schizophyllum commune",0.0598691672802018,0.030123180022011,0.0895712595217005,8.07976315563271e-05
"Amanita muscaria",-0.571182145503313,-0.611217759064397,-0.531584541441372,6.47123458831939e-171
"Amanita thiersii",-0.172129961413464,-0.198917931965521,-0.145522012427461,6.16843916239935e-37
"Hebeloma cylindrosporum",-0.0704954541630417,-0.101922116745091,-0.0391265405920598,1.06063636029164e-05
"Fistulina hepatica",-0.240663239799316,-0.27401842930542,-0.207357966532188,5.54368857527579e-45
"Laccaria bicolor",0.310700730342454,0.282706207517174,0.33866565855226,6.11859899279235e-102
"Laccaria amethystina",-0.0671614255551492,-0.10196390875185,-0.0323040115551617,0.000154826611837238
"Pleurotus ostreatus",-0.180082215024907,-0.213784131002843,-0.14623038451264,1.58687746493957e-25
"Coprinopsis cinerea",0.230337865074373,0.197850654206314,0.26294666786393,6.49040019366693e-44
"Moniliophthora perniciosa",0.790524341271007,0.751821130462539,0.829444060282626,0
"Moniliophthora roreri",-0.287712625554644,-0.313037069071158,-0.262439970393202,5.23643669041699e-106
"Hypsizygus marmoreus",-0.0422173344015759,-0.0734056707779073,-0.011041092436028,0.00800321806643228
"Termitomyces sp. J132",-0.082120200376166,-0.10739348255301,-0.0567505572582776,2.22330616973546e-10
"Gymnopus luxurians",-0.0664789223963018,-0.0927265618643431,-0.0403503352886603,6.15447511220375e-07
"Lentinula edodes",-0.378544125445792,-0.407710165486121,-0.349473790027312,2.49354674111605e-139
"Cylindrobasidium torrendii",-0.0980674891966448,-0.13110813957938,-0.0650057637241281,6.4472294808871e-09
"Armillaria solidipes",0.0501965567027241,0.0134790998667808,0.0871294652603309,0.00735427077679358
"Armillaria ostoyae",0.0406009842976687,0.000121823091715946,0.0811038631957806,0.0493116489204707
"Armillaria gallica",-0.143923308841604,-0.169547044424374,-0.118325698632518,8.47297621110854e-28
"Hypholoma sublateritium",0.190925196656921,0.167714142607682,0.214208298198315,8.63551034066405e-58
"Galerina marginata",-0.312504271701934,-0.34285587690522,-0.282135474253294,1.69171534411139e-88
"Agaricus bisporus",-0.158918265949388,-0.198236509131467,-0.11954734524442,1.93845455571626e-15
"Leucoagaricus sp. SymC.cos",-0.473149691290698,-0.500914247464826,-0.445471887744614,3.6859384917754e-232
"Protomyces lactucaedebilis",0.66797914153517,0.599973052896435,0.736896535566897,2.41583793698794e-89
"Neolecta irregularis",-0.213948856683814,-0.256542078662157,-0.171468842352797,7.72429362940409e-23
"Saitoella complicata",-0.370775639122967,-0.420330458200435,-0.321309895027365,5.38944108852706e-48
"Schizosaccharomyces pombe",-0.631998685124204,-0.667235745167517,-0.59657875508203,9.84450615302451e-247
"Pneumocystis jirovecii",-0.48498578780152,-0.540188196345556,-0.43002614198517,4.45745589252917e-65
"Pneumocystis murina",-0.608233637717083,-0.646727121687705,-0.569754127042088,1.08751517239212e-203
"Pneumocystis carinii",-0.17574154656526,-0.216305951547804,-0.135039963618167,3.67241052456536e-17
"Tortispora caseinolytica",-0.118404537385051,-0.155331217687972,-0.0815546955521498,3.36762155571777e-10
"Yarrowia lipolytica",0.184148390787738,0.12985625280959,0.23901552153264,2.56006786861247e-11
"Sugiyamaella lignohabitans",-0.723170101286233,-0.766320052432977,-0.680367414043406,4.80111752439313e-239
"Lipomyces starkeyi",-0.28566757903596,-0.322902875752712,-0.248436003002037,8.13246355842571e-50
"Metschnikowia bicuspidata",-0.155000652789854,-0.188096698329559,-0.121915507221412,1.31536881753341e-19
"Clavispora lusitaniae",-0.0830155331853457,-0.123361684977453,-0.0425643476674153,5.72291056933092e-05
"[Candida] intermedia",0.0874825383132356,0.0465677226692124,0.128379034388695,2.87304795307296e-05
"Kuraishia capsulata",-0.284741970728053,-0.324025413640713,-0.245418123973375,3.36971575715634e-44
"Nadsonia fulvescens",0.106773528890507,0.0693207308116179,0.144351193993657,2.56635445392115e-08
"Ascoidea rubescens",-0.566743809472266,-0.604005076580295,-0.529578172494535,8.79539249571185e-181
"Komagataella phaffii",0.0683961991682962,0.049146040794177,0.0898403667571724,2.28836836613126e-14
"Komagataella pastoris",-0.624547394103958,-0.667009978713379,-0.582248594892267,7.40001680623645e-173
"Wickerhamomyces anomalus",0.146578892722994,0.113411054695523,0.17981098188684,3.97989778514045e-18
"Cyberlindnera jadinii",0.289684024175261,0.251832532985561,0.327503743035996,3.57838570346426e-50
"Cyberlindnera fabianii",-0.767919182597412,-0.807802613162892,-0.728097497496771,1.08288110140887e-288
"Hanseniaspora osmophila",-0.158448415896088,-0.200006517696526,-0.116794521871685,1.20903497553851e-13
"Hanseniaspora opuntiae",-0.322716332949291,-0.371263114646574,-0.274031374093977,4.16471024347018e-38
"Hanseniaspora uvarum",-0.291492680251771,-0.33725236382268,-0.245676664111271,2.99764797775098e-35
"Hanseniaspora guilliermondii",-0.653404198015356,-0.69136051525042,-0.615473515097683,6.64113232744344e-231
"Hanseniaspora valbyensis",-0.114856789431928,-0.156381677431084,-0.0733750348166141,5.51737419291889e-08
"Brettanomyces nanus",-0.312539912409212,-0.342448961332869,-0.282637872664381,1.11778465958145e-89
"Brettanomyces bruxellensis",-0.443355381411986,-0.47986220372916,-0.406896883762975,2.36019086412485e-123
"Ogataea parapolymorpha",0.165754424138058,0.120392954595239,0.211339295213629,6.28270807052062e-13
"[Candida] arabinofermentans",-0.658293049206348,-0.693803519062515,-0.622901040174038,1.06485132657779e-273
"Pichia membranifaciens",0.121038060345504,0.0904317016987256,0.151575515974713,1.12058037715064e-14
"Pichia kudriavzevii",-0.530097914034211,-0.564756041767301,-0.495510792409508,6.26429344291705e-194
"Millerozyma farinosa",-0.0512309617312105,-0.0837898780663201,-0.0188278833038024,0.00196925927187799
"Yamadazyma tenuis",-0.261327862399231,-0.297030203992986,-0.225739977083988,9.37856656565835e-47
"Scheffersomyces stipitis",0.090087848492878,0.0620534670362212,0.118186076093829,3.33188106655724e-10
"Debaryomyces hansenii",-0.46786602624936,-0.515889673367682,-0.419535383270174,1.66948428242758e-77
"Suhomyces tanzawaensis",-0.0538426969358621,-0.0961098252992763,-0.0115129805648906,0.0124968398427121
"Babjeviella inositovora",-0.144901596472322,-0.17690550781036,-0.112977594292081,7.45435682564599e-19
"Meyerozyma guilliermondii",-0.184959154783149,-0.233791672565406,-0.136301549035101,8.86115604283656e-14
"Hyphopichia burtonii",-0.47675153447471,-0.513278582013627,-0.440458618343661,2.21268249125718e-141
"Spathaspora passalidarum",-0.168663374686463,-0.200188760850331,-0.137170810743709,2.0076061839413e-25
"Lodderomyces elongisporus",-0.133385663963167,-0.162179747917707,-0.104508354129839,2.41498392224712e-19
"Candida dubliniensis",0.240421951937312,0.204690349288452,0.276044908477192,3.23957125613923e-40
"Candida maltosa",-0.153407880980783,-0.188584868220563,-0.118333412858812,1.54805549566953e-17
"Candida parapsilosis",-0.215860727987148,-0.256276888420935,-0.175701443652353,1.5057854063261e-25
"Candida orthopsilosis",-0.15234018559579,-0.189019412735831,-0.1158944353533,2.85691300608208e-16
"Candida tropicalis",-0.323017630681603,-0.35098739725646,-0.295103096463235,6.22214287032866e-111
"Candida albicans",-0.139459007929311,-0.175304604992077,-0.103594072128742,2.1040513581594e-14
"Saccharomycetaceae sp. 'Ashbya aceri'",0.0611585029137118,0.0205316499226223,0.101818161046881,0.00320796842603416
"[Candida] glabrata",-0.111207493268949,-0.145638500298779,-0.0766249044559862,3.83447566737664e-10
"Kazachstania africana",-0.0529931190545241,-0.0932238424284623,-0.0126781620639222,0.0100704132828417
"Kazachstania naganishii",-0.0149393538475621,-0.0781844206307718,0.0485594496965649,0.641777374523241
"Eremothecium gossypii",0.936342819653183,0.899748606797487,0.965223027051513,1.3327523779044e-119
"Eremothecium cymbalariae",0.00945359048194444,-0.0385923370579726,0.0573438822837608,0.697782614533949
"Eremothecium sinecaudum",-0.66708619398035,-0.717946925820784,-0.616147252819403,5.69177408267142e-138
"Torulaspora globosa",-0.487051716066491,-0.531031709976833,-0.443202341692477,1.86302566292752e-101
"Torulaspora delbrueckii",-0.884237574808451,-0.927096762197673,-0.841484962730442,0
"Zygotorulaspora mrakii",-0.737764679827985,-0.784165809714125,-0.691542530710474,1.39511119066923e-204
"Pachysolen tannophilus",-0.335462193238419,-0.372693729443477,-0.298202434199044,2.55039622724559e-68
"Naumovozyma castellii",0.0386334930497777,-0.00228336164946589,0.0797623266531873,0.0643001530966752
"Naumovozyma dairenensis",-0.673235566895366,-0.711565313384836,-0.635011546265379,1.91471954533017e-257
"Zygosaccharomyces bailii",-0.838325763522296,-0.931175788841788,-0.743821076365868,8.84635540075583e-68
"Zygosaccharomyces parabailii",-1.09561945957837,-1.13187512507788,-1.04773189122128,3.66460276389057e-124
"Zygosaccharomyces rouxii",0.209161530551804,0.159639357818197,0.258587085157797,1.68080281505294e-16
"Vanderwaltozyma polyspora",-0.239180916040547,-0.26861280784693,-0.20985144407772,7.74621792029812e-57
"Lachancea mirantina",0.548545198540542,0.499321293317054,0.597295309632365,3.14922621391298e-104
"Lachancea thermotolerans",0.0697032203492626,0.0189390813327079,0.120469720676529,0.00714760785208831
"Lachancea dasiensis",0.302261148925342,0.255585618476028,0.349352718377423,2.69830847514907e-37
"Lachancea meyersii",0.0964697519173222,0.0489819632377296,0.144795638047911,6.35546281782993e-05
"Lachancea sp. PJ-2012a",0.136974272479728,0.0807507446370184,0.193045413885022,1.7282748889559e-06
"Lachancea quebecensis",0.103519888925897,0.0448561997231209,0.162430297201575,0.000535327321605831
"Lachancea fermentati",-0.0192016203057904,-0.0573319873290259,0.0189246964586581,0.32386372879793
"Lachancea nothofagi",0.335120468992101,0.284504062758507,0.386051347219949,1.88875371500891e-38
"Kluyveromyces lactis",-0.132395556891027,-0.17553723161396,-0.0889446620682617,3.17000414485602e-09
"Kluyveromyces marxianus",0.281453537217199,0.234642886132684,0.328368866943431,3.93942426893044e-32
"Kluyveromyces dobzhanskii",0.0745017007388064,0.0298530598355465,0.119450037035483,0.00109507099264248
"Tetrapisispora phaffii",-0.151879235029985,-0.18406727209694,-0.119833721417572,1.48117134897485e-20
