"","2014_ZellerG-Median","2014_ZellerG-low-CI","2014_ZellerG-high-CI","2014_ZellerG-p-value","2015_FengQ-Median","2015_FengQ-low-CI","2015_FengQ-high-CI","2015_FengQ-p-value"
"Penicillium digitatum",-0.0103096802373168,-0.0188132677151573,-0.0018660011070438,0.0168429940619901,0.0292555233493827,0.0118358420575784,0.0477114907199721,0.000826780431844776
"Penicillium roqueforti",-0.23545097564589,-0.332225166981977,-0.141100740070606,1.14936349451248e-06,-0.292240813679573,-0.461628470611344,-0.119946295373406,0.00107825953334247
"Penicillium nordicum",-0.337790356068208,-0.395976897683949,-0.280310308783463,5.28304818032797e-32,-0.841270949000993,-0.9455646432265,-0.735347980828351,1.13466601887517e-53
"Penicillium nalgiovense",-0.739348340434948,-0.810902253352319,-0.6672963212788,2.57035679854928e-78,-0.713209515903494,-0.823033043090503,-0.604846066673839,1.69354162499603e-35
"Penicillium sp. 'occitanis'",0.0869206425900256,-0.000125458518769394,0.175094965915996,0.0503727783647323,0.200376860176857,0.0616219252375125,0.339033107716235,0.00471867700334369
"Penicillium griseofulvum",0.0163701936257448,-0.0497171644955742,0.082140626704223,0.623923851927903,-0.431961573415081,-0.527013694963831,-0.339135097745965,7.96900776828385e-20
"Penicillium antarcticum",-0.553913850521164,-0.615551067753528,-0.492031271252592,5.37135036187457e-68,-0.458063101582906,-0.545424774661235,-0.373688711950766,1.87861710739914e-26
"Penicillium brasilianum",-0.0293900825952997,-0.0737399488277805,0.0152863911259033,0.199022802681678,-0.0937608568874599,-0.162227003653341,-0.0243851166698657,0.00801092943752366
"Penicillium vulpinum",0.0848206074338635,0.0283387558248499,0.141464475508843,0.00338319046840623,-0.115472456192802,-0.194377387074606,-0.035898352236315,0.00475802478171831
"Penicillium freii",-0.368881218152963,-0.443239209925031,-0.294386626924203,9.75731357429823e-23,-0.320167832381368,-0.443714356387363,-0.201349799841869,1.16589975863064e-07
"Penicillium camemberti",0.334974113414194,0.193449178104994,0.476162190033302,3.21712875526395e-06,-0.0735235862030726,-0.222633760484693,0.0789230946020964,0.344716410640685
"Penicillium polonicum",-0.837920144710733,-0.910382317428904,-0.766150696491607,2.4288277816872e-109,-0.192177390325817,-0.297838376294586,-0.0837121126477117,0.000541886176741232
"Penicillium decumbens",0.319850997706522,0.253936248482777,0.385429371440732,3.34695880648231e-21,0.889498200972832,0.795555560953184,0.985834399777756,3.61244185048606e-77
"Penicillium italicum",-0.412346001920424,-0.471572280590408,-0.353458312398956,2.68842187156186e-41,-0.335049144342025,-0.434801974239121,-0.237212614503715,1.67408744067785e-11
"Penicillium coprophilum",-0.107941156031591,-0.168601003049242,-0.0467012842262952,0.000516632995236687,-0.422060283420714,-0.511938097459072,-0.333248567050026,1.19798716971878e-19
"Penicillium oxalicum",-0.116036988112334,-0.17214900950631,-0.0601258742382634,4.95956111106453e-05,-0.431620285279972,-0.514437769455652,-0.348278452232425,7.18279581594476e-23
"Penicillium steckii",-0.217229397793862,-0.260754429817748,-0.173632059985475,2.36226175140015e-22,-0.473409638451454,-0.55217661539191,-0.394421960171009,3.84495019410941e-28
"Penicillium subrubescens",-0.189422595943558,-0.241199024374863,-0.137485176268223,8.35570428870073e-13,-0.238105735249672,-0.302493620587584,-0.173626485333433,2.80537696702383e-12
