"","2014_ZellerG-Median","2014_ZellerG-low-CI","2014_ZellerG-high-CI","2014_ZellerG-p-value","2015_FengQ-Median","2015_FengQ-low-CI","2015_FengQ-high-CI","2015_FengQ-p-value"
"Encephalitozoon romaleae",-0.808385765597549,-0.959280079705904,-0.671255829202352,5.96142039937064e-32,0.173159579885789,0.00404428933901497,0.372810609215515,0.0446155010266439
"Vittaforma corneae",-0.693375027512974,-0.859473167295628,-0.539349976991375,1.63609912451576e-21,0.661839948923585,0.41591556052583,0.915518997964012,1.37107466505443e-11
"Nosema apis",-1.17935423002583,-1.25919958018246,-1.10053794226955,2.47315392594939e-169,-0.0284830193211631,-0.104235295852307,0.0476578746336514,0.462134509727051
"Nosema ceranae",-0.820076470472255,-0.906823710597064,-0.732700123551319,4.05137651111e-72,0.392832981785687,0.266187972252916,0.520681443255734,7.00096057159889e-10
"Nosema bombycis",-0.853451987818187,-0.933452170676296,-0.774426186187848,2.3126185992625e-95,-0.0721190345883157,-0.155347157397156,0.0118594664062034,0.0932066840412958
"Enterospora canceri",-1.16166150571903,-1.30973963145935,-1.02056083458945,2.36321811179038e-69,-0.355548937990544,-0.568290565081876,-0.162265968851284,8.95026149061888e-05
"Hepatospora eriocheir",-0.563275400783381,-0.642098466068082,-0.484788279338214,1.15286087105894e-43,-0.0781864196590752,-0.190610853779734,0.0337369553128306,0.169963903891961
"Enterocytozoon hepatopenaei",-1.07559792683463,-1.18695748670058,-0.966618323773218,1.03901629396982e-87,0.397890787603008,0.257041347389471,0.540172758810672,1.78902676320851e-08
"Enterocytozoon bieneusi",-0.530524040924805,-0.579363758891712,-0.481930621955994,3.88353282730258e-95,-0.493933288111216,-0.56511192346925,-0.422307207480773,7.39677115924234e-39
"Wallemia mellicola",-0.0429069572641567,-0.111996658222261,0.0261422987246347,0.224924171365887,-0.0924663965654167,-0.211681403761209,0.0232050905549662,0.117290183568328
"Wallemia ichthyophaga",-0.604917980924744,-0.669354211235608,-0.540746896244699,2.33142984230135e-72,-0.962978080221917,-1.07248653856454,-0.853785682057043,1.45446482557601e-59
"Mixia osmundae",0.396975200269479,0.328757339739238,0.465024077360642,9.21171821479559e-30,-0.401797556729767,-0.53672756104199,-0.266480435461659,2.66607436084355e-08
"Microbotryum intermedium",0.494354170930884,0.428658773936204,0.560706894442093,2.52311574858717e-48,-0.503828068429051,-0.632315311320918,-0.377432114278458,5.21377506562202e-15
"Leucosporidium creatinivorum",0.348339697609525,0.281360998659376,0.415331892522928,7.79186489686966e-24,-0.153893668224376,-0.239378790007158,-0.0681465058243262,0.000435023406576847
"Rhodotorula taiwanensis",0.798936749680606,0.732016354549917,0.86554581111617,6.00621079288898e-111,-0.0449754236929637,-0.150464254145653,0.063238831249615,0.405892033575584
"Rhodotorula graminis",0.651862679129252,0.592750056944461,0.711534165234772,1.60240310621792e-99,-0.206468059270403,-0.282844586358761,-0.129876821426229,2.42527255132279e-07
"Rhodotorula toruloides",0.38118120550371,0.328613491570459,0.434386922207074,3.59333998088692e-43,0.106926650589695,0.0125431745194171,0.201598198395401,0.0261210231678784
"Rhodotorula sp. JG-1b",0.310458786818716,0.247827527213352,0.373060791322655,5.2165774134501e-22,-0.656609130859563,-0.766939850532978,-0.544562126293162,1.69838672817996e-29
"Puccinia coronata",-0.304021551553914,-0.336121231314225,-0.271973206184302,1.66365764130563e-71,-0.198843612801683,-0.245391422937869,-0.151495127857068,8.94233456435936e-16
"Puccinia striiformis",-0.0405578512563176,-0.086601718177302,0.00527004635629652,0.0821532376384013,0.208939916945429,0.127144731324734,0.289750720618941,3.99260466253685e-07
"Puccinia graminis",-0.20948089962423,-0.251547277850337,-0.167497109282574,5.20469027330932e-22,-0.403063088086026,-0.466395447563294,-0.339777819023112,2.02211581995221e-33
"Puccinia sorghi",-0.427362670165731,-0.479272785493398,-0.375667080232934,3.70747949473501e-58,-0.192813492217111,-0.250687128510708,-0.134867228596047,1.15611548371059e-10
"Malassezia globosa",-0.504496869116361,-0.568178744757051,-0.43992758603309,2.13845672674791e-47,1.25983125559924,1.14725159162681,1.372413215923,8.25764538742221e-90
"Malassezia restricta",-0.215383147464031,-0.317220789590296,-0.113167579114108,4.29318769248148e-05,-1.68820589272064,-1.96343872033621,-1.40992633219339,6.0928092751753e-43
"Malassezia sympodialis",0.341248259639084,0.258691595929939,0.42448675688559,6.23088800979925e-16,0.378063807123089,0.267051393245985,0.490130363213113,2.08405152499272e-11
"Malassezia vespertilionis",-0.0394852590961905,-0.0998167091392821,0.020530963444478,0.195649445309267,0.105896148548972,0.0117067853749604,0.200219539580914,0.0273104786218699
"Tilletiaria anomala",0.217411662961473,0.168674105209646,0.265309649656393,2.37610580655741e-18,-0.237073361694959,-0.299134596476069,-0.174112218877943,1.32374985528203e-12
"Ceraceosorus bombacis",0.240842257020421,0.188378811244886,0.293243559388674,4.26395576405737e-19,-0.472285912381133,-0.599524666540752,-0.345490409512028,9.15429050125822e-13
"Tilletia controversa",0.951556063340868,0.786718474524987,1.14779785686419,5.17162479053336e-42,2.7064337748485,2.46129383160959,2.93494906964012,1.02339243337428e-111
"Tilletia walkeri",-0.11497701977929,-0.225083048343487,-0.00395273133616606,0.0424151217166833,0.372365285274354,0.204248980462758,0.541117950212348,8.91073126967495e-06
"Tilletia indica",-0.162008976914626,-0.232555119628924,-0.0917262264442318,6.11565854102167e-06,-0.565151203322583,-0.684925120408232,-0.444683648676536,5.57288404056693e-19
"Tilletia caries",0.0143959195768865,-0.0651192796709207,0.103031316405142,0.724712980070886,-0.48742997371189,-0.70481431147988,-0.235708138964771,1.73528983081072e-05
"Violaceomyces palustris",-0.0688730764570486,-0.131548305730813,-0.00634725698456237,0.0305634922617946,-0.136308715800686,-0.213667762342304,-0.0580839159128032,0.00060463495180605
"Testicularia cyperi",0.703974746583616,0.635992569045915,0.772315929140648,2.31640793058055e-86,-0.0908219616843977,-0.217863931814207,0.0348465457995193,0.156132735070524
"Pseudozyma hubeiensis",0.33870577164499,0.271813767076463,0.405880293393383,1.29524843162118e-22,-0.21407808985855,-0.324352101229373,-0.104746950220022,0.000147027026797091
"Kalmanozyma brasiliensis",0.155814803953694,0.0945474722458953,0.21742936877895,6.07901998929193e-07,0.355870024665896,0.282702385351851,0.429393454234293,1.17070819622297e-20
"Moesziomyces aphidis",0.450767858006287,0.333195555803373,0.56823115883997,2.11260572460404e-13,-0.358682781105636,-0.577290191155505,-0.138189483904533,0.00136348004098283
"Moesziomyces antarcticus",0.836239802683245,0.738508166392136,0.935493570595296,1.46830334743532e-59,-0.263870788623698,-0.406797045959678,-0.122821095960196,0.000242796802386434
"Ustilago hordei",-0.0666693448580041,-0.140931913635184,0.00700075432524699,0.0764036114974527,0.330910975805913,0.233635222408149,0.427910876850413,3.56685113907843e-11
"Ustilago bromivora",0.602469216239855,0.491295565158509,0.716320501070654,5.81192803729928e-28,0.132509928381529,-0.0634673447991769,0.333990059836246,0.185922490036855
"Ustilago maydis",0.380056295587939,0.325128189697197,0.434203993578862,3.15818557529477e-39,0.0941596726217066,-0.000976754955692794,0.187586412441237,0.0524931740087369
"Anthracocystis flocculosa",0.648602918085862,0.590723113151749,0.706917120572038,6.63527937001763e-96,-0.228132219520842,-0.33194060100714,-0.124405097588223,1.88850810860031e-05
"Sporisorium graminicola",0.0186088654408718,-0.0444490807854808,0.0817365815368622,0.561012004061307,-0.447448378220493,-0.561065418450429,-0.335707129338705,3.7971643500523e-15
"Sporisorium reilianum",0.788975140834611,0.731967326630308,0.845736963856886,1.15752710549398e-137,-0.201950193655374,-0.299183962669483,-0.101865657730274,8.71906858907394e-05
"Dacryopinax primogenitus",0.360324281023593,0.299579842698029,0.420803272029839,1.87428803226462e-30,0.0494273931524665,-0.0615484684354308,0.163226214800237,0.384445946080969
"Calocera viscosa",0.649104498855384,0.591745653394239,0.706366376456338,7.31442581389712e-97,-0.0125802298254519,-0.103188703953135,0.0745746844531166,0.783194684076391
"Calocera cornea",0.121776816912352,0.0746592093075265,0.168698416912334,4.66694130155538e-07,0.125758888792278,0.0551219318631109,0.195162066574537,0.000490525699620525
"Xanthophyllomyces dendrorhous",0.134888678316281,0.0763877532451102,0.19384402887148,5.87268086843539e-06,-0.295037754983071,-0.378258072776282,-0.212611780998133,2.39905151841354e-12
"Trichosporon asahii",0.707782190766835,0.648238238135179,0.76757427200626,1.71844519745336e-100,-0.0517106872513431,-0.170803530312582,0.068881937562998,0.396577870395853
"Naematelia encephala",0.0790993216830251,-0.00788028383661699,0.16704958484719,0.0746857570728779,0.133622471650761,0.0158281935106367,0.251952169966117,0.0267497051931777
"Tremella mesenterica",0.227105308610024,0.169058949828502,0.2846241243222,3.15272941607901e-14,-0.375561655843367,-0.463426023205578,-0.289248179872221,3.7658146439729e-18
"Kwoniella heveanensis",0.441119925107555,0.366759358422858,0.5158538479352,2.77057288764263e-30,0.371501051395724,0.277620321564483,0.468449174217833,2.75218272698814e-15
"Kwoniella bestiolae",-0.448813560482402,-0.507714425896884,-0.390300797118941,1.62355560753105e-49,-0.148482755846887,-0.235562566079404,-0.0621566225111208,0.000758195047849651
"Kwoniella dejecticola",0.0711280023003449,0.00828108850602358,0.133972097300768,0.0261917548654229,0.222941397762497,0.120717297617284,0.324197023756879,1.67475476538709e-05
"Kwoniella pini",-0.449800143213291,-0.507156693686887,-0.39316973305353,4.83031872655303e-52,0.00765973596094888,-0.0582538371328858,0.0740291722620556,0.823466433753115
"Kwoniella mangrovensis",0.12237694856741,0.0361945512323458,0.227979118619405,0.00384180620620688,0.14839542837464,0.0498988609410165,0.280367521385705,0.00215377967480099
"Cryptococcus wingfieldii",0.218860672737525,0.117451942723209,0.321608945084154,2.45476389347014e-05,-0.110535444728422,-0.267052081479165,0.0437733082820607,0.160191048611205
"Cryptococcus amylolentus",0.228055471985481,0.163263781305292,0.335564477104513,3.95066994923764e-26,-0.0231458025152663,-0.0565183028347455,0.00949136923863175,0.163260545124839
"Cryptococcus gattii VGII",0.0384298548022733,0.000385338811856801,0.0779127026302947,0.0478275970926111,0.177835524061059,0.115696318144393,0.297354632530354,3.8940010881639e-12
"Cryptococcus gattii VGIII",-1.09710038369659,-1.41992950633075,-0.848843485268798,5.74336075025363e-51,0.116214778174289,0.0712140491113567,0.178443245480844,1.53212777625549e-08
"Cryptococcus gattii VGIV",-0.203499727585558,-0.351832007824495,-0.0612417730181022,0.00447156118490681,0.0802049642343829,-0.123711423886419,0.307327126445289,0.44643529054909
"Cryptococcus gattii VGI",-0.00187293006924262,-0.0118717016450987,0.00809936838717837,0.712474206206833,-0.0399094599705168,-0.0545561451034371,-0.0254010875697889,6.64444134403781e-08
"Cryptococcus depauperatus",-0.256755560607478,-0.323214656688621,-0.191414509445156,5.12673601451753e-15,0.214957137664923,0.0969371268295976,0.33682529744958,0.000303436519517302
"Cryptococcus neoformans",-0.0400253967716645,-0.103229849823607,0.023832666833729,0.22359227986324,-0.0881578863590553,-0.192731826362293,0.01788112980926,0.101677521988273
"Sphaerobolus stellatus",-0.103120912886921,-0.135350900037618,-0.0710530193968423,2.57748877263949e-10,0.183766113056268,0.143997402513883,0.223743249421561,1.33918833489547e-18
"Punctularia strigosozonata",-0.0277569383584497,-0.0808967129502438,0.0255535998008606,0.308197688906057,-0.356711929040168,-0.424371556779923,-0.287193156267141,1.59422764030022e-21
"Gloeophyllum trabeum",0.126113682726802,0.0711530279988031,0.181614762409221,6.56419333221288e-06,-0.29260888978865,-0.379831799447991,-0.205039757027911,1.5294915835385e-10
"Neolentinus lepideus",-0.217755671880135,-0.266281632341988,-0.169011415698307,2.01545106348334e-18,-0.0671864854361068,-0.157085402596046,0.0236010501081924,0.1468919520187
"Sistotremastrum niveocremeum",-0.0513050299418576,-0.129958536071346,0.026950855039261,0.198613757518165,-0.201181645740062,-0.318446293542488,-0.0836187685625292,0.000794951455107229
"Sistotremastrum suecicum",0.0341335262871658,-0.0355527082468352,0.103537821212261,0.334937358861267,0.559334175836032,0.405088163358505,0.720386951666498,3.34665032896307e-13
"Serendipita vermifera",-0.110828168241621,-0.163562554134091,-0.0587183416032216,2.96949928982706e-05,-0.368457681205311,-0.452931976448807,-0.283998841213203,1.22371006099545e-17
"Serendipita indica",-0.273652360901716,-0.333066811757213,-0.214584043876179,1.8145852952618e-19,-0.0812374083853779,-0.156214351775924,-0.00587034424344872,0.0347265497286483
"Exidia glandulosa",0.280414039127464,0.239654713962028,0.320946047210355,2.47704644970716e-39,-0.30971028570036,-0.372549854236805,-0.246879816596723,3.78217710036614e-20
"Schizopora paradoxa",-0.396014312969707,-0.442875440273563,-0.349480481206013,1.18619288147131e-59,0.251143186534629,0.175434086965219,0.328169663656767,1.21116149635518e-10
"Fomitiporia mediterranea",-0.46667007572211,-0.510472269464874,-0.422781327967743,7.16675671163873e-90,0.229374130622288,0.166810857971923,0.291591196801619,6.91951125266656e-13
"Pyrrhoderma noxium",-0.151729566053872,-0.209673064437826,-0.093148593909875,3.47943730063308e-07,-0.0346717478349309,-0.105741365079142,0.0375890102193624,0.349582662675149
"Botryobasidium botryosum",0.255243039837389,0.202095659280215,0.308220483575331,1.23858731654152e-20,-0.29200977447154,-0.352434530617206,-0.229986357890478,4.21903616411704e-19
"Rhizoctonia solani",-0.101652462249369,-0.132488554768924,-0.0707014937834358,1.37073260400673e-10,-0.0329958809812335,-0.0765198582378504,0.0099775771778506,0.133223717277465
"Peniophora sp. CONT",0.462871965913241,0.413455088768292,0.512438869358449,9.56022983298776e-70,0.277005298374503,0.202728226216813,0.352301916888887,2.42710873768638e-13
"Stereum hirsutum",0.0440911972588549,-0.00373527276404676,0.0923749611110809,0.0702018697139687,-0.212364296689489,-0.27507025196045,-0.148363475343501,9.97579643188593e-11
"Heterobasidion irregulare",0.169997392347155,0.116406784753808,0.223344994305452,5.11472187228478e-10,-0.124548596187953,-0.201568064038839,-0.0485758699301943,0.00136704455408562
"Phlebia centrifuga",-0.155627706041257,-0.21655586086613,-0.0945645414536926,5.54084012871739e-07,-0.231351369762713,-0.325554406874654,-0.136815155280542,2.65191823052945e-06
"Gelatoporia subvermispora",0.17817608114187,0.114143460625138,0.242403007749635,5.56029583175813e-08,0.500296078411693,0.401619597978273,0.5973668101404,3.19560328567788e-23
"Fomitopsis pinicola",0.476525331942907,0.413617308950927,0.539259147993153,3.5695601751908e-48,-0.453696951231445,-0.5488288491205,-0.359218962483445,1.0384209718042e-19
"Daedalea quercina",0.321177045161382,0.263862005926487,0.378474022369207,4.70667572209879e-28,-0.00223721523239283,-0.0921484907522436,0.0865341652431394,0.962392244722537
"Grifola frondosa",0.14979564027745,0.0966933686741757,0.203299025055311,4.30453975780934e-08,0.271996768688821,0.19676652885841,0.346650453023051,2.97194149676826e-12
"Postia placenta",-0.0256935962703166,-0.0810700386448206,0.0292169855736431,0.358377352249215,0.818933850840606,0.548132654100339,1.12029710045253,5.08591986617995e-15
"Phlebiopsis gigantea",0.357520269696818,0.30543265311304,0.409588023083358,1.58312715158557e-40,0.309942208225614,0.217252591750734,0.40237439319358,1.16852860491234e-10
"Phanerochaete carnosa",0.043238578059574,-0.00343297385815766,0.090628416632151,0.0694465237847921,0.383751341812674,0.311870970641956,0.45718801150832,4.61120913742854e-25
"Phanerochaete chrysosporium",0.265654632080695,0.208894178441775,0.32298220223152,9.39429680416734e-20,0.163255064626183,0.0842587242851643,0.245206808249787,5.75597029057936e-05
"Wolfiporia cocos",0.437130728192726,0.383269982358805,0.491099490384617,1.44964054317657e-55,-0.239347342627357,-0.316365050321557,-0.161119272613029,1.56732222587012e-09
"Laetiporus sulphureus",-0.053512823927104,-0.105204643775404,-0.00183232257857444,0.0424939806308332,-0.0278737925845276,-0.0886419437737533,0.0334236983601639,0.372481750618349
"Ganoderma sinense",0.0116269740305307,-0.0373229212877575,0.0604060929899439,0.64082476576476,-0.245173366920073,-0.306835836787558,-0.183051635389852,3.30962019158943e-14
"Dichomitus squalens",0.0537314424384826,0.00474986723435046,0.102385360384766,0.0316395667987528,-0.367628151350317,-0.436565613181571,-0.297377479850399,3.33765059194286e-23
"Trametes pubescens",0.170653911700279,0.110069111106849,0.231241095021898,3.39492269389495e-08,-0.419773323900638,-0.486150007411164,-0.352493247340063,2.58276951574744e-32
"Trametes coccinea",0.0903355384126159,0.0352591831102157,0.145620636831284,0.00135437163460031,-0.476565682534404,-0.553066942115305,-0.400088409025542,8.30532503455443e-31
"Trametes cinnabarina",0.464297041506864,0.394295276628916,0.534318206928122,1.44622180256381e-39,-0.384005721357714,-0.486548827383522,-0.282115385817893,1.98276888820357e-13
"Trametes versicolor",0.393922788437455,0.339450788990947,0.448655736233682,4.93582778803685e-44,-0.33022854952042,-0.431197754093004,-0.229406768184027,2.01986515334199e-10
"Jaapia argillacea",-0.149704228924634,-0.200818211556943,-0.0987502496136389,8.04562082118525e-09,0.146646100960361,0.0776945305359659,0.215916119047526,3.6216133145623e-05
"Plicaturopsis crispa",0.0442432530828911,-0.00654078002498848,0.0950326787447366,0.0874554238935053,-0.135693961900803,-0.236365764289788,-0.0343262115197228,0.0084380291818044
"Piloderma croceum",-0.294271310716684,-0.344438494314205,-0.244807322356748,2.28540488791737e-31,-0.0152287380959933,-0.0914784933064983,0.0605295458122109,0.700304770151166
"Fibularhizoctonia sp. CBS 109695",0.0547836251087577,0.00974695097149036,0.0998072496544992,0.0168793646968227,-0.0927584650519869,-0.169942285830144,-0.0169213775510335,0.0171862433460959
"Serpula lacrymans",0.0169511543045133,0.00822690163037062,0.0257158621185812,0.000136078383278892,0.016035087614526,0.00405810466378972,0.0284712524422257,0.00873742364763575
"Coniophora puteana",0.129953585425131,0.0790529480395595,0.180567400717435,6.25769563625763e-07,-0.441000179696409,-0.504504978206099,-0.378862659881097,6.96211297105439e-43
"Hydnomerulius pinastri",0.0980915990146509,0.0375249673109607,0.159373191090357,0.00152727993321331,0.166473453883082,0.035782158608217,0.296703415893867,0.0120955814935214
"Paxillus involutus",-0.186203343779639,-0.242273848650804,-0.130267362043994,8.89140100548128e-11,-0.305286695806692,-0.383817057507543,-0.227188192458066,1.48846703890338e-14
"Paxillus rubicundulus",0.196418150474179,0.15180897975754,0.241044006238459,6.09203663073578e-18,0.163057350377678,0.0926054052841868,0.233576521995482,6.87476653832781e-06
"Pisolithus tinctorius",0.146170203059685,0.0955392310015909,0.196324683804667,1.45010907957751e-08,-0.0717300413052322,-0.129108585766873,-0.01423139552327,0.013961302172074
"Pisolithus microcarpus",-0.122022006010518,-0.181236761117497,-0.0628803619592433,5.66742061686064e-05,0.189630920885305,0.108114207198569,0.269947448948909,5.94903726519331e-06
"Scleroderma citrinum",-0.21747032579738,-0.266630039971328,-0.167718647200501,8.48787510215875e-18,-0.464340097971614,-0.523734761764989,-0.404886010591318,1.26620796078471e-50
"Suillus luteus",0.0025598736776353,-0.0476029031138608,0.0525119511769523,0.920901479259743,-0.145156399951577,-0.214328492319892,-0.0746339250261616,6.13203638177619e-05
"Rhizopogon vinicolor",0.154803211657346,0.0869489500357742,0.223428785777138,8.76811485821755e-06,0.204169517526793,0.104252521955257,0.302335650251088,6.62113475440425e-05
"Rhizopogon vesiculosus",-0.646286987991483,-0.721650061510304,-0.570862180308946,8.3313843409331e-61,-0.490674661779969,-0.606781011090776,-0.374299752787406,1.63137760943863e-15
"Schizophyllum commune",0.303532029739627,0.250803468074078,0.356177262568347,1.38368709288564e-28,-0.325053665928863,-0.392180565032419,-0.259012602235226,3.90823594516702e-21
"Amanita muscaria",-0.463289111035696,-0.531457348344885,-0.396551858433451,1.91536307619264e-41,-0.798957488840613,-0.898511962653907,-0.700832719484212,4.12081670615599e-54
"Amanita thiersii",-0.309913506523017,-0.352722150022438,-0.267813921808702,1.95487637690676e-47,-0.0107731550759245,-0.0806531848573152,0.0600537367233918,0.762914470118945
"Hebeloma cylindrosporum",0.0349875302838972,-0.018356338564349,0.0882677052244675,0.197559381102213,-0.201155192329254,-0.279205649897817,-0.122737331672616,6.47020476199666e-07
"Fistulina hepatica",-0.363113157872772,-0.419730884412614,-0.306657783180534,5.06720694226032e-35,-0.158159667356431,-0.245030541875424,-0.0721398008798088,0.000287649643509847
"Laccaria bicolor",0.219472324449181,0.174462461651705,0.264347372209942,3.99863799437599e-21,0.31186900775904,0.243396461802071,0.379814330291768,1.40785700029751e-18
"Laccaria amethystina",-0.182517858570936,-0.235504758358305,-0.130251729124443,6.18781413767364e-12,0.138307776811384,0.0413998398812893,0.234181600009795,0.00500310640980051
"Pleurotus ostreatus",-0.0201569670662815,-0.0765150319004031,0.0365092807845408,0.483565345173245,-0.364459060770275,-0.446386159457659,-0.282184235324422,1.43566928369415e-17
"Coprinopsis cinerea",0.0994921715939494,0.0439718459447248,0.155269763946838,0.00044951612075894,0.248154148921797,0.174003373758152,0.32293736709239,4.98254928479716e-11
"Moniliophthora perniciosa",1.13807804142361,1.0702063928924,1.20642913815684,1.15446134918397e-194,0.226280132490179,0.142535981567737,0.310432198679441,1.08939346466337e-07
"Moniliophthora roreri",-0.357606653656533,-0.40161122039101,-0.313858936415379,1.36359068537305e-54,-0.115767064775442,-0.176332018593602,-0.0558713815367016,0.000156021002567732
"Hypsizygus marmoreus",0.0190548108843556,-0.0358439914747053,0.0739204943424066,0.494979168012923,-0.0736232161717176,-0.147637124692576,-0.000129539823475737,0.0495163799729293
"Termitomyces sp. J132",-0.327764852649637,-0.368622039409697,-0.287119688004967,4.09209268648742e-54,0.173113832019496,0.110810555329149,0.235567029327419,5.6105805794157e-08
"Gymnopus luxurians",-0.0246732393168499,-0.0692752110521458,0.0202311255506155,0.282208100008067,-0.128758805222814,-0.193505974524835,-0.0661564195482806,6.86258816281553e-05
"Lentinula edodes",-0.21294875957557,-0.25815241766094,-0.168612935632373,1.11055058811715e-20,-0.42686656508034,-0.50124942141626,-0.354669647617819,5.25366893199028e-29
"Cylindrobasidium torrendii",-0.196680689701048,-0.249450080500905,-0.144411563040031,2.17782293222608e-13,-0.170864933835313,-0.249807081162516,-0.0926800545219413,2.61466206901164e-05
"Armillaria solidipes",0.1397513691394,0.0740173826767621,0.206040543421084,2.85015030565393e-05,-0.0855578423424702,-0.167440148153806,-0.00195634789487729,0.0452833059119116
"Armillaria ostoyae",0.0222413958228328,-0.0487636760392665,0.092824010948685,0.537120997143273,0.0414842570357755,-0.0517177602973866,0.133936997702487,0.394743492152556
"Armillaria gallica",-0.255950465344468,-0.301720173001138,-0.210113399128163,3.80059798496455e-27,-0.00724005925344776,-0.0665095065486294,0.0517793326645381,0.810568164613983
"Hypholoma sublateritium",0.141190602752253,0.103790738700041,0.178470656656929,1.2038296403174e-13,0.230979234886147,0.168092417675114,0.294138702167435,7.86839860046572e-13
"Galerina marginata",-0.173145660085255,-0.219335135738101,-0.126975803228757,3.04193203988517e-13,-0.221085584810191,-0.294042226066644,-0.147981566599062,3.96092047660466e-09
"Agaricus bisporus",-0.25151473249211,-0.318738481747745,-0.184341139472206,2.15799478586508e-13,-0.189115457691993,-0.285348520184347,-0.092664932697476,0.000126794872850302
"Leucoagaricus sp. SymC.cos",-0.498314891474215,-0.541932161502756,-0.454639497727563,6.19852863807815e-104,-0.291982896394443,-0.363096529115461,-0.220593786538249,4.00795677681833e-15
"Protomyces lactucaedebilis",0.386398774004528,0.264704398621443,0.511507114184751,2.09986671061554e-10,0.805533737820314,0.648946929968134,0.968805792064201,5.94102258391346e-26
"Neolecta irregularis",-0.555354503749178,-0.623126665628874,-0.48785791059083,7.07491743371324e-57,0.15981935042141,0.0457209848752159,0.274271502705115,0.00636681190603542
"Saitoella complicata",-0.649507162473667,-0.733988723808409,-0.565136641597993,1.85143728347978e-49,0.00681422860487585,-0.116703781190559,0.134126651924634,0.918620254921469
"Schizosaccharomyces pombe",-0.836285604390017,-0.896209346079928,-0.776953773644652,1.27379145557954e-144,-0.365623537661196,-0.450923819735862,-0.280658096718208,1.60941729379719e-16
"Pneumocystis jirovecii",-0.40131780070001,-0.488712531883319,-0.314879513388,9.38807157985008e-20,-0.413172980645662,-0.539005334166471,-0.285688551191451,3.01219943678498e-10
"Pneumocystis murina",-0.979882437537752,-1.05144621258208,-0.908748791713074,3.6151801083068e-155,-0.0688842243775544,-0.150664966533812,0.0122699308658585,0.0965476567946364
"Pneumocystis carinii",-0.607176451756098,-0.675172554473209,-0.538684839077357,1.90579906878143e-64,0.294606442601564,0.198160281236699,0.391642439020074,1.90516810654731e-09
"Tortispora caseinolytica",0.000752612655796007,-0.0563861006431672,0.0577889909087962,0.979780176356032,-0.352689906210346,-0.455098646621253,-0.249874767991073,3.0311854442861e-11
"Yarrowia lipolytica",-0.232790000585328,-0.330770837369623,-0.144565233634843,3.96605628302663e-08,0.575560306377222,0.377486054519469,0.804861530332853,3.02556811899609e-16
"Sugiyamaella lignohabitans",-1.17348610110697,-1.25847717999035,-1.08918787482741,6.00398449962665e-156,-0.290606694107341,-0.367573374109464,-0.21390277471364,2.59145513075913e-13
"Lipomyces starkeyi",-0.646049457140178,-0.709131319735827,-0.582536081066195,1.83148527944513e-79,0.0639002061401793,-0.0198343292366702,0.146628781294837,0.134740560823139
"Metschnikowia bicuspidata",-0.24624034478495,-0.30282108851064,-0.190181651566558,1.13516817373432e-17,-0.217495049580529,-0.296948036475669,-0.13588646254377,3.18071244399936e-07
"Clavispora lusitaniae",-0.273641600971851,-0.338034574832395,-0.209761399269885,5.78664407386117e-17,-0.140990869032824,-0.243178980357979,-0.0387461121400074,0.00688038230381406
"[Candida] intermedia",-0.251177224523078,-0.314474182036348,-0.187931199627754,7.29453097070822e-15,0.18524520114011,0.093649873381706,0.275842403036755,8.00653213306137e-05
"Kuraishia capsulata",0.133240980084533,0.0662401849727021,0.200957469618172,9.55573694009603e-05,-0.606227052851837,-0.693435860555469,-0.518862973993506,3.39153819970254e-38
"Nadsonia fulvescens",-0.130526468449915,-0.19334650805212,-0.0682442388032775,4.06953912836106e-05,0.176001079840982,0.089893531869676,0.262028330186048,7.20449967541078e-05
"Ascoidea rubescens",-0.841002645886004,-0.895620882092759,-0.785811540122135,3.24800213591877e-161,-0.152593879328572,-0.261997225265846,-0.0446301626781859,0.00558509627563832
"Komagataella phaffii",-0.0922528909300059,-0.104413011065094,-0.0807300153811817,1.10040868711085e-67,0.0172151073486409,0.00170783430287513,0.0335710812675034,0.0293580900724557
"Komagataella pastoris",-0.806322683251642,-0.880221006867257,-0.733524277980357,2.19451066096782e-105,-0.485266806930562,-0.584430808146241,-0.38535256158742,9.62589515240754e-19
"Wickerhamomyces anomalus",-0.138189583936718,-0.193488988123312,-0.0828293762334969,1.04326984599352e-06,0.519653526195861,0.439035372442398,0.600078604661208,1.07099385800189e-35
"Cyberlindnera jadinii",0.243198007806235,0.18164553301545,0.304679477161438,1.79387810341765e-14,0.0571423625684172,-0.0315905251449761,0.148085256059172,0.202859942079363
"Cyberlindnera fabianii",-0.803126305566244,-0.859133774856214,-0.747195760629867,2.59849184329934e-152,-0.558100020845553,-0.674640592421339,-0.440148469423102,6.60332394569161e-20
"Hanseniaspora osmophila",-0.414599945858255,-0.479175483400085,-0.349921131836391,2.07041749079012e-34,-0.0207695639888656,-0.129259321104338,0.0876429163306881,0.703780007163906
"Hanseniaspora opuntiae",-0.569639510398731,-0.660899660140253,-0.478407284830241,1.29198634648805e-32,-0.215518836041374,-0.304549063985627,-0.126059759508581,2.01554107140314e-06
"Hanseniaspora uvarum",-0.801281133906631,-0.88105141357211,-0.722896573911719,1.97593626573744e-86,0.351113624925568,0.239598621133661,0.464627067110155,2.93999755826221e-10
"Hanseniaspora guilliermondii",-0.969076747318952,-1.04089248620309,-0.898099413309208,7.05349820435284e-140,-0.199918513857015,-0.277961529366402,-0.121005744034371,9.85988591839363e-07
