"","2014_ZellerG","2015_FengQ","2016_VogtmannE","2019_Thom","2019_WirbelJ","2019_Yachida","2021_JunY_1","2021_JunY_2","Mean_Index","Larger0.6_Counts"
"Aspergillus_kawachii",0.562421082422606,0.593611111111111,0.579307007355788,0.590233496417557,0.578197178805802,0.595350572986356,0.573719534826178,0.568570489648373,0.580176309196721,0
"Pneumocystis_murina",0.558382679496669,0.582078373015873,0.576553426248548,0.590340158137594,0.576154146545894,0.615593967031667,0.56673471070972,0.566441012159054,0.579034809168127,1
"Debaryomyces_hansenii",0.568119475769582,0.583253968253968,0.569875145180023,0.591680385837179,0.57991637378442,0.615657682750335,0.565250113406738,0.554965494577719,0.578589829944996,1
"Streptococcus_milleri",0.591343013889494,0.580967261904762,0.568737901664731,0.560340390010898,0.572058557400158,0.565750070542403,0.584091096540064,0.587045678606638,0.576291746319894,0
"Trichoderma_atroviride",0.568217442417381,0.567728174603175,0.583676926054975,0.581468685510237,0.576858968863998,0.615202570474136,0.571683368386325,0.541544528425896,0.575797583092015,1
"Pseudocercospora_musae",0.566165585405146,0.568085317460317,0.573156213704994,0.584445938739073,0.571482317531979,0.622174890545498,0.563616025403109,0.557114689451199,0.575780122280164,1
"Cordyceps_sp_RAO_2017",0.550539905081203,0.579325396825397,0.583130081300813,0.580063533285413,0.573782514691735,0.571875881780035,0.584426161903584,0.566986526454157,0.573766250165292,0
"Rhizophagus_clarus",0.551476030826838,0.568606150793651,0.57165602013163,0.589357015326825,0.567477212332486,0.621646960305107,0.557409583900367,0.561445941505094,0.57363436439025,1
"Bifidobacterium_bifidum",0.567901772107807,0.569404761904762,0.576306620209059,0.57329283279616,0.573187225571716,0.584309549165779,0.565080003299105,0.565737758790667,0.571902565480632,0
"Pichia_kudriavzevii",0.555193320851657,0.571780753968254,0.575053232675184,0.598237762886359,0.570582240382509,0.595505311160263,0.559925151552641,0.54444298389747,0.571340094671792,0
"Paracoccidioides_brasiliensis",0.558377236905125,0.578655753968254,0.571220480061943,0.57348296890579,0.562572029983522,0.593712168792041,0.555852818672935,0.558744659875123,0.569077264645592,0
"Albugo_candida",0.556597509470109,0.568159722222222,0.575217770034843,0.580944651842233,0.568258231657952,0.592956682413551,0.555832199265949,0.549865264541571,0.568479003931054,0
"Aspergillus_ochraceoroseus",0.554561980232507,0.560228174603175,0.558439798683701,0.56339184269715,0.563005400462897,0.627709055824072,0.561059218936863,0.555635885639172,0.568003919634942,1
"Prevotella_intermedia",0.564761396786694,0.551210317460317,0.570804297328688,0.569527210332274,0.569467859149832,0.581942965329547,0.565074848447359,0.570200460072297,0.567873669363376,0
"Naumovozyma_dairenensis",0.558115992510994,0.559375,0.573243321718931,0.580833352656109,0.568324904039394,0.592965784659075,0.552893933770465,0.554630299046993,0.567547823550245,0
"Lipomyces_starkeyi",0.550806592066879,0.57234623015873,0.577821331784746,0.571730006724326,0.562838719509291,0.594868153973585,0.555342488350035,0.553374958922116,0.567391060186213,0
"Colletotrichum_fioriniae",0.582702899812775,0.55686755952381,0.562458865660085,0.566770236742644,0.564965092246002,0.591290971482665,0.555731679656893,0.550026289845547,0.566351699371303,0
"Phytopythium_vexans",0.55512256716158,0.571393849206349,0.56678281068525,0.564430635100981,0.568491584992999,0.561499321882708,0.571961730380634,0.565678606638186,0.565670138256086,0
"Leucoagaricus_sp_SymC_cos",0.548972438716419,0.560540674603175,0.566947348044909,0.570737588981381,0.563814993666124,0.622302321982833,0.548589632562168,0.539638514623727,0.565192939147592,1
"Coniochaeta_ligniaria",0.549413288631515,0.568472222222222,0.5715737514518,0.562501449208153,0.568953529350135,0.559496827867435,0.574874221617386,0.561583963194216,0.564608656692858,0
"Baudoinia_panamericana",0.532062306788,0.55172619047619,0.575890437475803,0.568762028427667,0.565948509872275,0.613172769722291,0.551533052909398,0.557305290831416,0.56455007331288,1
"Candida_arabinofermentans",0.54772064266121,0.566170634920635,0.56099012775842,0.576641083312078,0.563319713118267,0.601148703385125,0.550734050888696,0.549286887939533,0.564501480497996,1
"Colletotrichum_salicis",0.582389950798972,0.561845238095238,0.557438056523422,0.564031813017367,0.565005571906163,0.57603560798449,0.554966184172543,0.553697009530069,0.564426179003533,0
"Hyaloscypha_variabilis",0.542686245482649,0.561994047619048,0.567344173441734,0.561509031465207,0.56131001704908,0.613190974213338,0.558141572848365,0.54910943148209,0.564410686700189,1
"Schizosaccharomyces_pombe",0.541205860582575,0.560138888888889,0.560607820363918,0.579432837897373,0.560038479488718,0.605563292464251,0.554084704523898,0.5449753532698,0.563255904684928,1
"Thielaviopsis_punctulata",0.557495537074934,0.558725198412698,0.564067944250871,0.558068031627519,0.561686239772933,0.606118529441213,0.543079096045198,0.554229378902399,0.562933744440971,1
"Tuber_magnatum",0.558709234989333,0.550863095238095,0.569836430507162,0.576107774711897,0.555442847482165,0.580295458889708,0.556234277702173,0.553762734143937,0.562656481708059,0
"Edhazardia_aedis",0.537069491008839,0.566309523809524,0.568423344947735,0.570923087624922,0.561571944261889,0.61450169756879,0.544254402243391,0.5350246467302,0.562259767274411,1
"Streptococcus_thermophilus",0.542446771454696,0.544751984126984,0.563492063492063,0.584459851137339,0.564395995847263,0.585556556802563,0.55513113942843,0.555629313177785,0.56198295943339,0
"Choanephora_cucurbitarum",0.539943179344277,0.56859623015873,0.560607820363918,0.561304982957312,0.555604766122811,0.604634863420806,0.549965977978473,0.554735458429182,0.561924159846939,1
"Bifidobacterium_adolescentis",0.560684895719946,0.558794642857143,0.563985675571041,0.562227838708929,0.559686068329666,0.588387355160518,0.554383685925193,0.528708511337496,0.559607334201242,0
"Adlercreutzia_equolifaciens",0.574035572778334,0.556225198412698,0.55316008517228,0.56534885338651,0.561410025621244,0.552788472916268,0.552110396305002,0.555583305948078,0.558832738817552,0
"Ruminococcus_bicirculans",0.550229677363173,0.556165674603175,0.561043360433604,0.568135970505716,0.556261965311312,0.54295804775038,0.544579157903419,0.563575418994413,0.555368659108149,0
"Bifidobacterium_longum",0.54638176514129,0.554107142857143,0.560152922957801,0.555600899668421,0.557228714842225,0.576927628045839,0.542475978390861,0.549582648701939,0.55530721257569,0
"Escherichia_coli",0.564320546871598,0.548874007936508,0.551751838946961,0.549303220720198,0.557181091712623,0.566105058117838,0.557115757350819,0.539342753861321,0.554249284439733,0
