"","2014_ZellerG-Median","2014_ZellerG-low-CI","2014_ZellerG-high-CI","2014_ZellerG-p-value","2015_FengQ-Median","2015_FengQ-low-CI","2015_FengQ-high-CI","2015_FengQ-p-value","2016_VogtmannE-Median","2016_VogtmannE-low-CI","2016_VogtmannE-high-CI","2016_VogtmannE-p-value","2019_Thom-Median","2019_Thom-low-CI","2019_Thom-high-CI","2019_Thom-p-value","2019_WirbelJ-Median","2019_WirbelJ-low-CI","2019_WirbelJ-high-CI","2019_WirbelJ-p-value","2019_Yachida-Median","2019_Yachida-low-CI","2019_Yachida-high-CI","2019_Yachida-p-value","2021_JunY_1-Median","2021_JunY_1-low-CI","2021_JunY_1-high-CI","2021_JunY_1-p-value","2021_JunY_2-Median","2021_JunY_2-low-CI","2021_JunY_2-high-CI","2021_JunY_2-p-value"
"Sistotremastrum niveocremeum",-0.0513050299418576,-0.129958536071346,0.026950855039261,0.198613757518165,-0.201181645740062,-0.318446293542488,-0.0836187685625292,0.000794951455107229,-0.222820965610567,-0.370248701382542,-0.0760460463569368,0.00300105572040873,0.220176479652998,0.0309116564839022,0.417310520210789,0.0225278729676734,-2.01101776959834,-2.25435090582688,-1.78321518341128,5.54767844418404e-61,0.0506852315531249,0.0250817663926481,0.0762084026024483,0.000102369880991211,-0.748970871719807,-0.851583994125044,-0.647986294508422,1.1106204446422e-50,-0.24822965362306,-0.310143246350828,-0.186702367001391,2.78518180059391e-15
"Sistotremastrum suecicum",0.0341335262871658,-0.0355527082468352,0.103537821212261,0.334937358861267,0.559334175836032,0.405088163358505,0.720386951666498,3.34665032896307e-13,0.148309342987526,0.0390928267045865,0.255406140378613,0.00733259954759128,0.330925728854789,0.150999550823211,0.512742953733448,0.000313313508486026,-1.25529174710038,-1.616227574141,-0.961549383800865,1.17273992154154e-20,0.438223386571391,0.412681959001835,0.463898237091935,1.82627246496209e-243,0.179910087255487,0.0902553751111747,0.270086847371676,8.60371227931841e-05,-0.112461281225911,-0.15719541131415,-0.0677942562917803,7.52213404456568e-07
"Serendipita vermifera",-0.110828168241621,-0.163562554134091,-0.0587183416032216,2.96949928982706e-05,-0.368457681205311,-0.452931976448807,-0.283998841213203,1.22371006099545e-17,0.28098738314175,0.19989386388334,0.360847188865492,1.18948806148031e-11,-0.150482036852098,-0.323561796175313,0.026804115453518,0.0949935474620879,-1.23349459347401,-1.36639129281463,-1.10154533726554,2.88560912068141e-49,0.0328383531154578,0.0114881839826818,0.0542184800978544,0.00257539738593245,-0.0223067807635386,-0.100266972067336,0.054477124637756,0.564246500221833,-0.213269191742872,-0.247973830862278,-0.178614799749745,4.89836128027823e-33
"Serendipita indica",-0.273652360901716,-0.333066811757213,-0.214584043876179,1.8145852952618e-19,-0.0812374083853779,-0.156214351775924,-0.00587034424344872,0.0347265497286483,0.0962110393424267,0.0194256559166915,0.173329104125592,0.0139971997573969,0.357007975290308,0.202898511553737,0.524950538597355,5.14041258835027e-06,-0.915353307537856,-1.0974341974724,-0.747393508446512,9.95677927576168e-28,0.03443968969218,0.0114213894283169,0.0574448950558878,0.00333514533082499,-0.25903404300347,-0.33709475264029,-0.181075506741231,9.62712697103689e-11,-0.492196170817532,-0.532884423403878,-0.451431455367601,1.42485345923234e-117
"Exidia glandulosa",0.280414039127464,0.239654713962028,0.320946047210355,2.47704644970716e-39,-0.30971028570036,-0.372549854236805,-0.246879816596723,3.78217710036614e-20,-0.155960308125986,-0.224315775972124,-0.0879743756872185,5.17748807609741e-06,0.228383277379101,0.110728662851087,0.342943962301505,0.000136985326841809,-0.321074630492668,-0.445766261735948,-0.204047882527087,6.72139237414951e-08,0.243578430686033,0.225298276397474,0.261840812545083,1.13842321296828e-148,-0.403778437465226,-0.47904606016909,-0.328847908248566,1.36011295475166e-25,-0.223800137984162,-0.255221901603304,-0.192347129577706,3.887569229837e-44
"Schizopora paradoxa",-0.396014312969707,-0.442875440273563,-0.349480481206013,1.18619288147131e-59,0.251143186534629,0.175434086965219,0.328169663656767,1.21116149635518e-10,-0.0500160533346589,-0.158193913479208,0.0590432603096239,0.367768792489674,-0.160579928435514,-0.302065488192747,-0.0294812526736055,0.0153560271290479,-0.501246576990583,-0.630510167551895,-0.376755661844067,1.1057494675454e-15,-0.0325294157974895,-0.0535414189442062,-0.011527424190022,0.00243302459439132,-0.0974591806266886,-0.161541187306599,-0.0338954790265077,0.0026252501048282,0.0816152768568041,0.0461891479632284,0.117123611625094,6.20923520398353e-06
"Fomitiporia mediterranea",-0.46667007572211,-0.510472269464874,-0.422781327967743,7.16675671163873e-90,0.229374130622288,0.166810857971923,0.291591196801619,6.91951125266656e-13,-0.167967074028767,-0.249292950699474,-0.0867806835594886,5.27245752021029e-05,0.302072483963426,0.162035550480649,0.437633297408316,3.37095418422702e-05,-0.852217404304801,-0.975338182241541,-0.73127020091211,7.71303781439709e-31,0.105763027180785,0.0860273074257412,0.125492047860081,1.18166285290486e-25,-0.131478618667237,-0.191796292980867,-0.0709797578297086,2.14836087772323e-05,-0.177811951540687,-0.204371740957886,-0.151295120522216,8.7878602490527e-39
"Pyrrhoderma noxium",-0.151729566053872,-0.209673064437826,-0.093148593909875,3.47943730063308e-07,-0.0346717478349309,-0.105741365079142,0.0375890102193624,0.349582662675149,-0.56354265590797,-0.654479507064756,-0.471767511438476,1.43740197323285e-30,0.519407452654555,0.366175797492291,0.671058932130876,1.55447013318093e-10,-0.573384998170931,-0.711730309164674,-0.431650046959769,2.39602077819884e-14,0.121652069679164,0.100885736139891,0.142474086375642,2.80435865362216e-30,-0.589768548942367,-0.664209424319492,-0.514175685602512,5.85593048441616e-50,-0.47318798188588,-0.512143677912837,-0.434031796689425,1.2734736589012e-118
"Botryobasidium botryosum",0.255243039837389,0.202095659280215,0.308220483575331,1.23858731654152e-20,-0.29200977447154,-0.352434530617206,-0.229986357890478,4.21903616411704e-19,-0.0649195562696014,-0.130676022358146,0.00206235278749837,0.0586439619654857,-0.556397162029812,-0.697455479832166,-0.418697188855196,5.23906104739919e-15,-0.302639618014298,-0.426266865017594,-0.182928592692829,6.62649912364466e-07,0.132959333995166,0.112028651021154,0.153868486878804,1.97692184468262e-35,-0.315384815676241,-0.39082800243134,-0.240146806157615,2.96794405005519e-16,-0.211142784566868,-0.244624891350251,-0.177673863294803,6.47205413210347e-35
"Rhizoctonia solani",-0.101652462249369,-0.132488554768924,-0.0707014937834358,1.37073260400673e-10,-0.0329958809812335,-0.0765198582378504,0.0099775771778506,0.133223717277465,-0.143401181179861,-0.180242253419748,-0.105768734398378,1.94297180229646e-13,-0.0449011934736132,-0.116431691687238,0.0264336423625007,0.215439849810015,-0.0848179254761889,-0.168467935521299,0.000530395311389793,0.0515112309739965,0.0452993959116108,0.0325205291703484,0.0581112942320589,4.04087892925436e-12,-0.464565739590944,-0.524137347653011,-0.405109305206759,2.21566534851151e-50,-0.390135157882599,-0.411252648750993,-0.369050940984306,1.09637372332313e-271
"Peniophora sp. CONT",0.462871965913241,0.413455088768292,0.512438869358449,9.56022983298776e-70,0.277005298374503,0.202728226216813,0.352301916888887,2.42710873768638e-13,0.0520607973504095,-0.0148555248221683,0.118169778433684,0.126894786915226,0.398307334118615,0.28734289187598,0.511986325126117,2.98193625759627e-12,-0.576724269476072,-0.682244381710548,-0.471315544578834,1.08564795282011e-22,0.250947867597471,0.230971141187465,0.270866129291301,1.33223825442401e-130,-0.431615866529196,-0.507914126827507,-0.35597547058049,2.99153741852666e-29,-0.150859664634554,-0.183724206372135,-0.118340976101866,1.17394790541257e-19
"Stereum hirsutum",0.0440911972588549,-0.00373527276404676,0.0923749611110809,0.0702018697139687,-0.212364296689489,-0.27507025196045,-0.148363475343501,9.97579643188593e-11,-0.573669437799277,-0.656376329550056,-0.493393321401631,5.27953370604731e-41,-0.159724533578313,-0.286642881273888,-0.0267041020246018,0.019494814154456,-0.606311653292937,-0.728494144995823,-0.485925338674434,3.180601082944e-21,0.0825351508112634,0.0617333903949723,0.103281509235314,9.24029355196301e-15,-0.339689373508173,-0.403164290462921,-0.27566701188703,5.04793192784925e-25,-0.304262463270247,-0.335792477482072,-0.272805694175758,1.32901429984792e-78
"Heterobasidion irregulare",0.169997392347155,0.116406784753808,0.223344994305452,5.11472187228478e-10,-0.124548596187953,-0.201568064038839,-0.0485758699301943,0.00136704455408562,-0.0836806507174488,-0.192716462063301,0.0235583005345907,0.127009444265657,0.209538071262252,0.0524043983725644,0.374598767940565,0.00983555160125482,-0.139488243355314,-0.281421543653815,0.000855355936131583,0.0511689691950341,0.199918701874258,0.174551039592957,0.225231528955719,4.9530418144407e-53,-0.732635344023131,-0.815424268787538,-0.65051744270071,1.48203546455771e-64,0.306088444576642,0.266486663299921,0.345604465038211,2.23376539439898e-51
"Phlebia centrifuga",-0.155627706041257,-0.21655586086613,-0.0945645414536926,5.54084012871739e-07,-0.231351369762713,-0.325554406874654,-0.136815155280542,2.65191823052945e-06,0.290607754532287,0.207553146691635,0.375499945263957,9.97844240790014e-12,-0.0841785683460666,-0.206283004195405,0.0496070682413753,0.212189720135367,-0.152825953517941,-0.290024911440579,-0.025985523607716,0.0190926541359085,0.187565861884529,0.161694403145238,0.213427806789538,1.2263053031773e-45,-0.521161774208087,-0.595730468113114,-0.44729419287329,1.63382548786669e-40,-0.365021075904978,-0.401809692998903,-0.328321299603654,2.29312642551754e-83
"Gelatoporia subvermispora",0.17817608114187,0.114143460625138,0.242403007749635,5.56029583175813e-08,0.500296078411693,0.401619597978273,0.5973668101404,3.19560328567788e-23,-0.0473626911991603,-0.138532208197062,0.0441278965651478,0.307667526744917,-0.511216220016773,-0.719601851253091,-0.31434363245937,1.02800686093667e-06,-0.705612510558206,-0.844943388777876,-0.564436374416949,1.10319508189844e-21,-0.0319347180638788,-0.0572941104806977,-0.00662174351052235,0.0133555987818076,0.121252522510446,0.0534460715601974,0.189024549700277,0.000454815206335329,0.00300533519676042,-0.0300852330573689,0.0361410576607476,0.859094445772129
"Fomitopsis pinicola",0.476525331942907,0.413617308950927,0.539259147993153,3.5695601751908e-48,-0.453696951231445,-0.5488288491205,-0.359218962483445,1.0384209718042e-19,0.358055672536032,0.270099314911881,0.444883547446444,3.78774685690431e-15,0.155139116801076,-0.00960288418534165,0.324592925185868,0.0617850121326338,-0.502256498281372,-0.665841663497455,-0.338980605668415,3.32910129974036e-09,0.146872635630517,0.124233762679323,0.169522625781546,3.87426532532665e-37,-0.860895121083312,-0.979834840659621,-0.743803012926562,1.34734349149793e-47,-0.167513887013171,-0.21026831610433,-0.124636942905298,2.69377472932156e-14
"Daedalea quercina",0.321177045161382,0.263862005926487,0.378474022369207,4.70667572209879e-28,-0.00223721523239283,-0.0921484907522436,0.0865341652431394,0.962392244722537,0.0242600162079899,-0.0600448997887898,0.107784861565571,0.572068043014977,0.469541020767348,0.281771521508659,0.658611218581356,3.46421108949098e-07,-0.537952018239986,-0.70061091035063,-0.380186813299738,2.3152747665868e-11,0.157705902901705,0.129957005867487,0.185471117150041,1.69128296731114e-28,0.0335931492232753,-0.0311360260649459,0.097824202079607,0.304361413268853,0.0882351830451955,0.0490956486671247,0.12724934768491,1.00992295236101e-05
"Grifola frondosa",0.14979564027745,0.0966933686741757,0.203299025055311,4.30453975780934e-08,0.271996768688821,0.19676652885841,0.346650453023051,2.97194149676826e-12,0.012245962764464,-0.0915193462320439,0.117303995851253,0.817375330776034,0.616768236679927,0.503307940811021,0.726745342586087,1.36834316963027e-25,-0.370864944347063,-0.531863386193605,-0.213405014387123,4.82268460091107e-06,-0.0407445143731516,-0.0660766490841679,-0.0154367050494694,0.00160717170768782,0.143037163835913,0.0672047403792068,0.218796834583979,0.000223310636405028,-0.223443438274309,-0.256688928679358,-0.190209418570082,5.04343714392217e-39
"Postia placenta",-0.0256935962703166,-0.0810700386448206,0.0292169855736431,0.358377352249215,0.818933850840606,0.548132654100339,1.12029710045253,5.08591986617995e-15,-0.156092304980799,-0.243256414912609,-0.069504931504122,0.000426448719373041,-0.274615985920833,-0.443612673278928,-0.100035629972044,0.00186547359536767,-1.39200880455671,-1.65230085454324,-1.1859979966818,3.30568413174189e-41,-0.0525725161890931,-0.0814153664795042,-0.0238153087154899,0.000330209520834869,-0.398097836968306,-0.548789445150511,-0.259267171526848,1.12123491401874e-09,0.0369214900025694,-0.00526464801444638,0.0789076488481861,0.0858327406532771
"Phlebiopsis gigantea",0.357520269696818,0.30543265311304,0.409588023083358,1.58312715158557e-40,0.309942208225614,0.217252591750734,0.40237439319358,1.16852860491234e-10,-0.00582589018873199,-0.0695654990671383,0.0586475584704979,0.865778120363947,0.400022487762675,0.274904310447116,0.528352050609145,8.22512261819156e-10,-0.314792073349471,-0.420498262255882,-0.206160241030623,2.81880846388422e-08,0.360905313773041,0.339451833951126,0.382378727204252,3.26280998735487e-234,-0.267203551666099,-0.343747562840971,-0.190414978493077,1.10437202344242e-11,-0.0572082379534912,-0.0898307092692518,-0.0244452446214862,0.000625374696123362
"Phanerochaete carnosa",0.043238578059574,-0.00343297385815766,0.090628416632151,0.0694465237847921,0.383751341812674,0.311870970641956,0.45718801150832,4.61120913742854e-25,-0.361433657828784,-0.425711545529727,-0.297323867542237,1.70011686719142e-27,-0.128987951043357,-0.25183364637149,-0.001980517321671,0.046656178587012,-0.50001023463369,-0.611692073015342,-0.387455302812076,1.02645958771754e-16,0.278532286241142,0.259383425444762,0.297719851428089,3.33062868453839e-175,-0.255502172190254,-0.329801454954687,-0.182194691259411,8.43814127081834e-12,-0.634451178588113,-0.667184219511072,-0.601670366463073,1.25304914469143e-293
"Phanerochaete chrysosporium",0.265654632080695,0.208894178441775,0.32298220223152,9.39429680416734e-20,0.163255064626183,0.0842587242851643,0.245206808249787,5.75597029057936e-05,-0.0383925660789087,-0.127939054899536,0.0509504384530029,0.39568387656416,0.141259817124452,-0.0401971963729029,0.322841843045561,0.129013399958226,0.589001008954055,0.446869345589397,0.733233025959907,4.77182367667047e-15,0.147118601234735,0.123715879911259,0.170554830515758,5.59026370788674e-35,-0.102386372152923,-0.165547924305761,-0.0377885008300595,0.00177469438230985,0.230701304350722,0.194460826766713,0.266668984248809,5.45916168616055e-35
"Wolfiporia cocos",0.437130728192726,0.383269982358805,0.491099490384617,1.44964054317657e-55,-0.239347342627357,-0.316365050321557,-0.161119272613029,1.56732222587012e-09,-0.785164390982194,-0.877100254359428,-0.691421226299891,2.36307789166613e-51,-0.134524899892307,-0.284752389898285,0.00806898083978335,0.0638896699484742,-0.296521270472109,-0.490190083281154,-0.112816414916361,0.00122906109743189,0.225061316275497,0.198287555242211,0.251852441941607,9.84249248702947e-61,-0.171951494537823,-0.257343328395802,-0.0862463596771628,8.03820107150631e-05,-0.164020777404162,-0.202664884811469,-0.125347972869522,9.72069198000396e-17
"Laetiporus sulphureus",-0.053512823927104,-0.105204643775404,-0.00183232257857444,0.0424939806308332,-0.0278737925845276,-0.0886419437737533,0.0334236983601639,0.372481750618349,0.292762930269795,0.234667314596149,0.350643115217085,1.23213311425714e-21,-0.175600442717363,-0.263797409003949,-0.0866491588871092,0.000109796016175079,-1.02911403244084,-1.12069947023571,-0.935468268536298,1.199814550074e-64,0.0896004850083595,0.0736197738901516,0.105599596122501,5.23507868829568e-28,-0.399886210293217,-0.469879632364206,-0.32943308825804,2.04247007144937e-28,-0.0842624843599602,-0.113170542043215,-0.0554445425068371,9.63977846482715e-09
"Ganoderma sinense",0.0116269740305307,-0.0373229212877575,0.0604060929899439,0.64082476576476,-0.245173366920073,-0.306835836787558,-0.183051635389852,3.30962019158943e-14,0.0231821076066411,-0.0466789078758858,0.0925862454990113,0.508147555236674,0.235650273367762,0.15295338275436,0.317139917917426,1.09677864541108e-07,-0.602573046820353,-0.699947170265151,-0.507300857701415,3.31049094929489e-29,0.135245677679233,0.113365890209979,0.157135264929907,9.63634412758021e-34,-0.631728514492972,-0.692061064762287,-0.571867094332027,5.37173558759377e-90,-0.0907281046310986,-0.123562773303936,-0.0580736486835032,5.36903363183157e-08
"Dichomitus squalens",0.0537314424384826,0.00474986723435046,0.102385360384766,0.0316395667987528,-0.367628151350317,-0.436565613181571,-0.297377479850399,3.33765059194286e-23,0.221404555753562,0.133074523153633,0.308979207924221,1.00796605020202e-06,0.317425677139886,0.178015333825102,0.453891329789226,8.60579724951254e-06,0.425317130141123,0.330620333415463,0.520926257058345,1.81970121912732e-17,0.396373058301897,0.375345598705423,0.417426852714046,1.20584169453067e-289,-0.368156685283246,-0.444102438459274,-0.292269241663668,4.57615861925224e-21,0.111448702848546,0.0754263733621211,0.147472284689289,1.37814034739597e-09
"Trametes pubescens",0.170653911700279,0.110069111106849,0.231241095021898,3.39492269389495e-08,-0.419773323900638,-0.486150007411164,-0.352493247340063,2.58276951574744e-32,-0.0964153982295819,-0.176186441257695,-0.0174685252712836,0.0169712062231306,-0.247870305980518,-0.363289849854769,-0.123162270971398,0.000126811183434456,-1.03685742900634,-1.1375438774441,-0.935485896084945,5.56342775336756e-50,-0.114515622671689,-0.137445959403925,-0.0916217853433128,1.15653901575284e-22,-0.218485053086071,-0.289461696160631,-0.147463934496303,1.51012184840489e-09,0.261262737631079,0.226829326986299,0.295803491260129,7.32114800482599e-50
"Trametes coccinea",0.0903355384126159,0.0352591831102157,0.145620636831284,0.00135437163460031,-0.476565682534404,-0.553066942115305,-0.400088409025542,8.30532503455443e-31,-0.212255712731142,-0.297376533984766,-0.127693324985251,1.13171365368985e-06,0.396406248699059,0.239330940683704,0.552381927077693,6.37888524431907e-07,-0.39212086479438,-0.521420058937713,-0.261593636199199,4.61213871968723e-09,0.230454667700233,0.21032329434117,0.250601014294827,3.83005664373411e-110,-0.30778907030012,-0.380020231010227,-0.236821306173082,5.22085296688792e-17,-0.517347109712256,-0.555808473482787,-0.479047664240667,5.70158226512245e-150
"Trametes cinnabarina",0.464297041506864,0.394295276628916,0.534318206928122,1.44622180256381e-39,-0.384005721357714,-0.486548827383522,-0.282115385817893,1.98276888820357e-13,-0.0449587117849343,-0.137607470575828,0.0475840468343336,0.348120121620018,0.194975403125084,0.0142920697733132,0.376522531886183,0.0340692629970146,-0.364002714886126,-0.556644924982085,-0.173710237744018,0.000123699446492009,0.464741493774162,0.434681620480223,0.494761238300508,5.74296809361578e-197,-0.162194156783526,-0.249162850168761,-0.0758872026857924,0.000230948672519166,-0.0789886417419626,-0.127187840665384,-0.0309769567572565,0.00126329542351602
"Trametes versicolor",0.393922788437455,0.339450788990947,0.448655736233682,4.93582778803685e-44,-0.33022854952042,-0.431197754093004,-0.229406768184027,2.01986515334199e-10,0.248808807817954,0.154318898252676,0.342359085977002,1.91506003222553e-07,0.144696149435101,0.0178402540835663,0.270894003530474,0.0245240661313236,-0.297308297131758,-0.41964673582777,-0.166983519622987,1.00477224363412e-05,0.0606768825990246,0.0362200291951033,0.0851478041527294,1.13217027609e-06,-0.255090131045451,-0.330352648037654,-0.180900127369252,2.67940624505535e-11,-0.325116286234661,-0.364170427698746,-0.286154919268279,4.5102766374637e-59
"Jaapia argillacea",-0.149704228924634,-0.200818211556943,-0.0987502496136389,8.04562082118525e-09,0.146646100960361,0.0776945305359659,0.215916119047526,3.6216133145623e-05,0.0927688261199374,0.0117901866593309,0.173717166315678,0.0244844596213499,0.722805010792606,0.577898366827442,0.866474754304496,3.07359219148334e-21,0.605375047724194,0.465761290743214,0.743501108875527,1.02196951134985e-16,0.0420726769113665,0.0182050741430353,0.0659377761596961,0.000546889007476705,-0.654201033832336,-0.720782268612134,-0.588485718259486,4.09198345810113e-76,-0.441466437621964,-0.47878985096359,-0.404090986354381,1.02864209550146e-114
"Plicaturopsis crispa",0.0442432530828911,-0.00654078002498848,0.0950326787447366,0.0874554238935053,-0.135693961900803,-0.236365764289788,-0.0343262115197228,0.0084380291818044,-0.182301220759024,-0.266103704690364,-0.0974997368504668,2.51418936479896e-05,-0.337385302324998,-0.490583899329386,-0.180972271375016,2.91610364090556e-05,-1.21453155996491,-1.33131073242444,-1.10103475395802,1.65241570015703e-57,0.0743628960646929,0.051942078806602,0.0967856531894686,8.85379300945067e-11,-0.0955598773795136,-0.158451686134056,-0.0325727740751454,0.00283995239175311,0.163607821209594,0.131219882708044,0.19603756844072,5.50218779444238e-23
"Piloderma croceum",-0.294271310716684,-0.344438494314205,-0.244807322356748,2.28540488791737e-31,-0.0152287380959933,-0.0914784933064983,0.0605295458122109,0.700304770151166,0.267809202912159,0.189682137826297,0.346892207338877,1.22879584567069e-11,0.461332019342593,0.356589281221028,0.566661542612828,6.01608096203736e-16,-0.719438876819157,-0.842849332009428,-0.596626062128163,7.25537744861658e-27,-0.117930802223707,-0.135675208713201,-0.100191385803498,1.5500727948406e-38,0.395362186255672,0.287912617486558,0.503722724464699,4.30290178649912e-13,0.0669092273250405,0.0343344425252809,0.0995530328836838,5.67014392227698e-05
"Fibularhizoctonia sp. CBS 109695",0.0547836251087577,0.00974695097149036,0.0998072496544992,0.0168793646968227,-0.0927584650519869,-0.169942285830144,-0.0169213775510335,0.0171862433460959,-0.18243802277516,-0.242328756843805,-0.121936113522668,9.58249072137176e-09,0.0874054206151454,-0.0166819146544864,0.19342474049228,0.100349755597275,-0.344456087090607,-0.457402588662261,-0.234626270084748,4.99567743027676e-09,0.159539417407471,0.143222539057575,0.175822106791236,1.71886605998363e-81,-0.497195712276919,-0.562897029714311,-0.431519187738085,3.04692224563245e-47,0.0621702570671567,0.0314984752744671,0.0928768133339727,7.30817080402676e-05
"Serpula lacrymans",0.0169511543045133,0.00822690163037062,0.0257158621185812,0.000136078383278892,0.016035087614526,0.00405810466378972,0.0284712524422257,0.00873742364763575,-0.0622902073403623,-0.0786948153315499,-0.0463407817237873,1.96570188032033e-14,-0.00737598679048579,-0.0315834390099437,0.0169950934790767,0.546849652383559,0.0090749873581604,-0.00737295888430362,0.0257105227515536,0.277735424023998,-0.00280672630579185,-0.00633061332868144,0.000697384368891016,0.118897409523513,0.040994844940797,0.0288585241687204,0.0531586288527229,2.17239281711751e-11,0.00132438601937469,-0.00417340628548717,0.0067612166200208,0.636672374751122
"Coniophora puteana",0.129953585425131,0.0790529480395595,0.180567400717435,6.25769563625763e-07,-0.441000179696409,-0.504504978206099,-0.378862659881097,6.96211297105439e-43,0.0652511199375176,-0.00752891800708312,0.137527942267005,0.078117708439745,0.129785483923388,-0.0171272235072337,0.277576462993303,0.0856698673255586,-0.232951739064479,-0.328205979114186,-0.136153103246004,3.03897892926405e-06,0.324311601843825,0.303773446172658,0.34481594233121,5.42255727164587e-205,-0.291720450728756,-0.367207319481083,-0.21558213565966,3.55752884803355e-14,0.0678979559369319,0.0342430440617112,0.101461455387074,7.58720330824453e-05
"Hydnomerulius pinastri",0.0980915990146509,0.0375249673109607,0.159373191090357,0.00152727993321331,0.166473453883082,0.035782158608217,0.296703415893867,0.0120955814935214,-0.35329224182184,-0.436326953997922,-0.269219348026285,9.72167612398649e-16,0.472766582442784,0.342342043033506,0.608832928732771,8.23519161346343e-12,-0.720500520448972,-0.950749249009015,-0.505164687264763,6.43138073472475e-11,0.0847343081129744,0.0630362648975624,0.10643033938853,2.03399293008571e-14,-0.330800035735887,-0.409172769822608,-0.253069930959656,1.27894040039399e-16,0.105501039017547,0.0697477009446331,0.141481349498651,8.29089323030678e-09
"Paxillus involutus",-0.186203343779639,-0.242273848650804,-0.130267362043994,8.89140100548128e-11,-0.305286695806692,-0.383817057507543,-0.227188192458066,1.48846703890338e-14,0.0444331588041857,-0.0303260341508592,0.119058562879525,0.243340846402135,-0.0626218758223121,-0.215580150251597,0.0925154162117328,0.402853684445234,0.156511302259605,-0.0299736623542157,0.350354226986536,0.102097289242679,0.0995228936300828,0.0768305742139754,0.12226311889795,8.25160228179873e-18,-0.575333821246908,-0.652738602450528,-0.498494936059137,4.11259779593818e-46,-0.207857407220386,-0.247857089024056,-0.167850029860241,2.66372582637621e-24
"Paxillus rubicundulus",0.196418150474179,0.15180897975754,0.241044006238459,6.09203663073578e-18,0.163057350377678,0.0926054052841868,0.233576521995482,6.87476653832781e-06,0.162365336316754,0.0932053716716865,0.231421450966556,5.15483708376509e-06,1.07636652561864,0.957229947315528,1.20332424972818,1.2801876155172e-54,0.167498762524874,0.0585819925055558,0.281478223979342,0.00292417060667776,0.106298595747686,0.0874991864503408,0.125073386053955,3.28628436661265e-28,-0.613220078277435,-0.691585788780283,-0.534130917805931,2.78969326600588e-50,-0.0996724751677376,-0.129310046285755,-0.070008992433552,3.95336304588716e-11
"Pisolithus tinctorius",0.146170203059685,0.0955392310015909,0.196324683804667,1.45010907957751e-08,-0.0717300413052322,-0.129108585766873,-0.01423139552327,0.013961302172074,-0.108710911606463,-0.186770436392747,-0.0312346607808566,0.00598185765826893,0.305914044779461,0.172610386798057,0.439285022246061,4.53033908325905e-06,-1.08644007854921,-1.20798533711293,-0.963922745594433,1.21222714381789e-47,0.427827319703966,0.40536811284769,0.450360563277039,2.60810970316976e-292,-0.048281119837713,-0.145051005792089,0.0505043175650427,0.336240476935501,-0.393641555560064,-0.427662006224478,-0.359785419065341,4.51477025665256e-114
"Pisolithus microcarpus",-0.122022006010518,-0.181236761117497,-0.0628803619592433,5.66742061686064e-05,0.189630920885305,0.108114207198569,0.269947448948909,5.94903726519331e-06,0.0081484202430843,-0.0782885629712908,0.0935619441152223,0.853333648651883,-0.295428267488652,-0.426156750469409,-0.164238353441261,1.07064541651528e-05,-0.363187929694201,-0.504886903673649,-0.22573697689218,3.35763775798616e-07,0.181386984135084,0.160619110762941,0.202141207879688,9.92219274021876e-65,-0.302320816980892,-0.377420931660147,-0.227259421346286,4.77107513383206e-15,0.026458204368141,-0.00623622341181262,0.0592301267288336,0.112307362526073
"Scleroderma citrinum",-0.21747032579738,-0.266630039971328,-0.167718647200501,8.48787510215875e-18,-0.464340097971614,-0.523734761764989,-0.404886010591318,1.26620796078471e-50,0.152222595333341,0.0777773939071494,0.22602598306949,6.30448823196078e-05,0.666550419680939,0.525563578605608,0.815636280003883,2.70156039999276e-19,-0.233764102608313,-0.387965958707701,-0.0874855173621006,0.00158938690009003,0.280754948883626,0.25902491346256,0.302458106619405,2.03183229159733e-138,-0.0941015338194354,-0.16854759008937,-0.0198780723250317,0.012893271704794,-0.157608990214718,-0.193092369938384,-0.122063522958741,5.51244164445982e-18
"Suillus luteus",0.0025598736776353,-0.0476029031138608,0.0525119511769523,0.920901479259743,-0.145156399951577,-0.214328492319892,-0.0746339250261616,6.13203638177619e-05,0.381371347984269,0.29602686216119,0.467230746340071,1.11650415103866e-17,0.14462957062915,0.00457278834827643,0.286976366728087,0.0437844448879583,-1.02745496948689,-1.14704139529216,-0.907962573718605,4.20823634354256e-52,0.185287749142685,0.16453470315853,0.206030554869543,3.56269326368092e-68,-0.594347618271775,-0.675603939447689,-0.513436670866068,3.62548580362636e-42,-0.00621809426205719,-0.0465094217289459,0.0339837409511257,0.762564100043223
"Rhizopogon vinicolor",0.154803211657346,0.0869489500357742,0.223428785777138,8.76811485821755e-06,0.204169517526793,0.104252521955257,0.302335650251088,6.62113475440425e-05,-0.0220965717962681,-0.141026098991255,0.0961059996766472,0.703703432206709,1.16771801849824,0.926204501121488,1.42110398616459,1.93533883667966e-20,-0.678578087104751,-0.839920677475806,-0.522480301740091,1.44689414317762e-16,0.739335686671293,0.710250675486744,0.768389852997253,0,-0.0592049128967983,-0.144365687021603,0.0265972695675648,0.175356028282237,-0.0963127570814133,-0.138879335726841,-0.0538621628865191,8.63145322938488e-06
