"","unclassified","Bacteria","Eukaryota","Ratio"
"M2-PK732A",11099920,11846824,1643416,13.8722074372
"M2-PK750A",5595643,16934678,55209,0.326011513180233
"M2-PK751A",11513446,19279825,135869,0.704721126877448
"M2-PK797A",8800797,23850168,60024,0.251671183196697
"M2-PK801A",10837670,21879508,204884,0.936419594078624
"M84A",14570656,17391306,221663,1.2745621289166
"M89A",502255,29730308,49169,0.165383419505778
"MG100125",401826,1074446,5287,0.4920675399229
"MG100126",454591,1032871,4019,0.389109579027778
"MG100127",433093,1023775,4499,0.439452028033503
"MG100128",345440,1478305,5075,0.343298575057245
"MG100129",381930,1733308,4290,0.247503617360561
"MG100130",328898,1131880,2712,0.239601371170089
"MG100131",323604,1270017,3436,0.270547559599596
"MG100132",799073,3467367,19548,0.563770722856854
"MG100133",771957,2122096,7167,0.337732128989452
"MG100134",286493,1544290,8320,0.538758911862409
"MG100136",730619,1332186,7022,0.527103572624243
"MG100137",129455,1402497,3182,0.226881055717053
"MG100138",507953,1622195,4655,0.286956870166657
"MG100139",376049,1986052,4740,0.238664445845325
"MG100140",457774,1244788,6325,0.508118651529417
"MG100141",301968,2427350,4581,0.188724329000762
"MG100142",367,3718,7,0.188273265196342
"MG100143",380811,1303322,4447,0.341205013035919
"MG100144",411418,2884487,12986,0.450201370295654
"MG100145",726119,2811820,10549,0.375166262420781
"MG100146",426090,2069423,18064,0.872900320524127
"MG100147",198610,2076133,5699,0.274500718402915
"MG100148",64094,1130539,3245,0.287031230236197
"MG100149",284865,1450225,10818,0.745953214156424
"MG100150",395767,1525454,5059,0.331638974364353
"MG100151",522316,2317838,7682,0.331429547707821
"MG100152",597396,2020616,13131,0.649851332464951
"MG100153",685643,3106694,12011,0.386616770109963
"MG100154",687102,3106571,15102,0.48613084973754
"MG100155",372842,978687,5460,0.557890316311548
"MG100156",355645,1527056,10820,0.708552927986924
"MG100157",288934,1965940,3419,0.173911716532549
"MG100158",272943,2399525,8488,0.353736677050666
"MG100159",644011,2754978,14103,0.511909713979567
"MG100160",178555,897023,1828,0.203785187224854
"MG100161",208771,1522928,5464,0.358782555708477
"MG100162",207476,455287,2173,0.477281363184101
"MG100163",9892,84463,126,0.149177746468868
"MG100164",126609,609978,1502,0.246238388925502
"MG100165",680542,2822885,6613,0.234263882517354
"MG100166",513475,2101016,5878,0.279769406801281
"MG100167",573905,1168752,6192,0.529795884841267
"MG100168",273638,1869052,7468,0.399560846889225
"MG100169",125481,795913,1246,0.156549773656166
"MG100170",472695,1254106,13356,1.06498174795432
"MG100171",1013332,1749129,13250,0.757519885611639
"MG100172",516043,1127171,5149,0.456807352211865
"MG100173",552379,3919487,15395,0.392780994043353
"MG100174",465492,2369267,5121,0.216142798595515
"MG100175",696700,3491818,11555,0.330916445244282
"MG100176",350658,1754501,9118,0.519691923800556
"MG100177",281399,1258390,5257,0.417756021583134
"MG100178",1950994,4780196,21915,0.458454004814865
"MG100179",876644,3216520,17417,0.541485829405693
"MG100180",1628372,6251168,53259,0.851984781084111
"MG100181",462966,3339371,6851,0.205158396596245
"MG100182",705436,3795268,29067,0.765874768264059
"MG100184",386933,1515527,4567,0.301347320107131
"MG100185",147453,684267,3836,0.560599882794289
"MG100186",187689,626865,2775,0.442679045727549
"MG100187",1557,13732,27,0.196621031168075
"MG100188",154658,493294,2150,0.435845560659566
"MG100189",162502,706725,2502,0.354027379815345
"MG100190",125013,737109,1617,0.219370540856237
"MG100191",204474,1126893,3274,0.290533351436206
"MG100192",404991,996274,9696,0.973226240973869
"MG100193",294788,973341,3260,0.334928868710966
"MG100194",19451,1361960,816,0.0599136538518018
"MG100195",80881,1551827,1685,0.10858169112923
"MG100196",264060,973374,4458,0.457994563240851
"MG100197",420,3475,16,0.460431654676259
"MG100198",317400,1024313,2998,0.292683974527317
"MG100199",262001,1068150,4637,0.434115058746431
"MG100200",97807,357840,1629,0.45523138832998
"MG100201",298384,2010863,6692,0.332792437873689
"MG100202",180672,1547333,2699,0.174429162953288
"MG100203",678905,1858746,11403,0.613478119119019
"MG100204",954113,4008732,40969,1.0219939871261
"MG100205",662891,3345740,7887,0.235732603250701
"MG100206",254214,1734990,12105,0.697698545812944
"MG100207",688799,2265022,11564,0.510546917425085
"MG100208",364868,1645884,4309,0.261804598622989
"MMPU29365221ST",26311443,34391006,60020,0.174522373669441
"MMPU68403337ST",23978509,36403295,52917,0.145363215060615
"MMPU72854103ST",17365668,62814042,32715,0.0520823035078685
"MMPU84450604ST",17925895,47496988,31409,0.0661284037632028
"MMPU99077057ST",9466594,39256979,15766,0.0401610118802061
"MMRS11288076ST",10249577,20918455,14805,0.070774825387439
"MMRS11664448ST",19524261,19782447,21423,0.108292973058389
"MMRS11932626ST",7467490,10127000,8623,0.0851486126197294
"MMRS12272136ST",11126110,19743183,11680,0.059159660324275
"MMRS14379078ST",7954594,22709518,9723,0.0428146471448667
"MMRS14602194ST",11957562,24583571,14667,0.059661796083246
"MMRS15137911ST",12825457,16597608,17546,0.105714028190086
"MMRS16644320ST",13055109,30715199,24964,0.0812757228107166
"MMRS17603756ST",7329648,26195908,9511,0.0363071972920351
"MMRS17963147ST",10542194,17226281,9903,0.0574877421307594
"MMRS18295921ST",19968104,14366175,23916,0.166474374703079
"MMRS20257302ST",12880434,11732953,15532,0.132379291044633
"MMRS21365932ST",15120384,17696295,17040,0.0962913423403034
"MMRS24340226ST",4868094,20064607,4749,0.0236685423243027
"MMRS25211151ST",6297607,20622795,8390,0.0406831372760094
"MMRS25641480ST",13853267,22617845,16863,0.0745561745603969
"MMRS29805707ST",14486036,18788789,19081,0.101555241266481
"MMRS31306426ST",6808870,13452892,7721,0.0573928639284401
"MMRS32573774ST",16839809,16908930,21116,0.124880758273883
"MMRS33294861ST",9939362,18389554,11391,0.0619427746861071
"MMRS34525504ST",13831232,7051745,16645,0.236040866480566
"MMRS34569532ST",18947449,9647104,21605,0.223953219536143
"MMRS35808664ST",16082850,21002963,20713,0.0986194186029847
"MMRS36405092ST",9042025,16118530,9934,0.0616309303639972
"MMRS38861560ST",12715048,21556548,14024,0.0650567985189465
"MMRS38954404ST",17847131,17058187,22569,0.132305971320399
"MMRS39415781ST",9216335,25721455,9694,0.0376883811588419
"MMRS39582183ST",18656097,9269141,23144,0.249688725201181
"MMRS40913371ST",8136161,26364562,9736,0.0369283586050093
"MMRS41266697ST",4427372,24575255,5146,0.0209397623747953
"MMRS41711735ST",2403311,15377255,2774,0.0180396306102747
"MMRS42570301ST",10648484,21842263,11812,0.0540786456055401
"MMRS42780924ST",24273568,40570934,32084,0.0790812457016642
"MMRS43563715ST",13491377,15579342,15596,0.10010692364286
"MMRS43939546ST",10112127,28486418,12934,0.0454040939791026
"MMRS44197125ST",6600780,13021823,8664,0.0665344629549948
"MMRS44203591ST",2194557,18531868,1796,0.00969141373120076
"MMRS44587603ST",11744999,11607472,16846,0.145130653771984
"MMRS47662059ST",7495150,13010635,7900,0.0607195575004602
"MMRS47685461ST",4317589,27439345,3939,0.0143552989329738
"MMRS48639115ST",8159257,20053953,11064,0.0551711674999936
"MMRS51307502ST",14566643,9152697,19424,0.212221599819157
"MMRS51410669ST",18063035,13750400,21951,0.159638992320223
"MMRS51728985ST",120918,1541963,19147,1.24172888713932
"MMRS51737257ST",23142188,18583573,24264,0.130566925961977
"MMRS54246132ST",20510548,12725811,27590,0.216803471307251
"MMRS54316675ST",17187818,12303452,22034,0.179087950276069
"MMRS55294627ST",9049848,25370672,11091,0.0437158306252195
"MMRS56137463ST",6955778,27135658,7773,0.0286449659706059
"MMRS57276462ST",20264830,10941611,22118,0.202145735212118
"MMRS57569834ST",6282308,23983956,7664,0.0319546950469722
"MMRS59699117ST",3446186,18218930,4089,0.0224436890640669
"MMRS61683006ST",13143764,35289471,14485,0.0410462372757019
"MMRS62192467ST",8790341,20912055,9219,0.0440846200911388
"MMRS62376181ST",10927830,23000258,11621,0.0505255201919909
"MMRS62666492ST",14346052,10091686,16768,0.166156576809861
"MMRS64281211ST",7143131,30929463,7929,0.0256357506109951
"MMRS64281551ST",14561801,14572199,29793,0.204450954862749
"MMRS65205033ST",13105106,9504625,15035,0.158186146218288
"MMRS65742083ST",15288289,18175388,20449,0.112509290035514
"MMRS65862658ST",15997503,16347502,16899,0.103373591879665
"MMRS65945127ST",10042989,23071296,10567,0.0458015015714765
"MMRS66868025ST",11492916,15919453,20985,0.131819855870676
"MMRS67096717ST",6071983,12174031,6538,0.0537044796419526
"MMRS67247116ST",20421580,24789165,26390,0.106457801220816
"MMRS67690541ST",18279046,17973364,20956,0.116594756551973
"MMRS68630931ST",9287707,21179186,9995,0.0471925597140513
"MMRS68910755ST",7896315,24649204,8426,0.0341836596427211
"MMRS71238091ST",11588880,23221480,13138,0.0565769279132941
"MMRS71762412ST",11764869,19853620,12255,0.0617267782903068
"MMRS72802364ST",11816308,20869297,14756,0.0707067420622745
"MMRS72980899ST",9968689,23759934,12446,0.0523823003885448
"MMRS73787048ST",15861104,18669863,20683,0.110782816135287
"MMRS77018926ST",21450080,13104358,32262,0.246192907733443
"MMRS77321055ST",11622209,18762734,27269,0.14533596223237
"MMRS77487595ST",15422221,14395145,17482,0.121443722866286
"MMRS78791111ST",15272819,15233426,19491,0.127948893439992
"MMRS79893829ST",10108664,9857828,11371,0.115349953356865
"MMRS80093644ST",7997524,16771106,58867,0.35100249202408
"MMRS81130264ST",6702131,25966025,7622,0.0293537420533177
"MMRS81135225ST",14585456,20903048,17374,0.0831170650328124
"MMRS81194191ST",9721952,15423645,10827,0.0701974144244114
"MMRS81671217ST",22513466,13564334,25280,0.186371111180247
"MMRS84085284ST",8810673,20801910,9400,0.0451881582027804
"MMRS84159866ST",21183203,11447455,30442,0.265928103670204
"MMRS84954772ST",11171136,24880980,12410,0.0498774565953592
"MMRS85382779ST",11052286,17646066,15411,0.0873339134059682
"MMRS85438660ST",5666131,26502135,5872,0.0221567054880673
"MMRS85548821ST",7319080,22326867,7401,0.0331484036698924
"MMRS86168210ST",13377272,10251469,24244,0.236492935792909
"MMRS86178473ST",11922946,18812177,12755,0.0678018285709304
"MMRS86958796ST",4970850,15332770,5558,0.0362491578494949
"MMRS87723283ST",8032734,27017526,8203,0.0303617733170683
"MMRS88581325ST",15836428,13785815,22921,0.16626510656062
"MMRS90191266ST",16012005,13396567,23220,0.173327987685203
"MMRS91297590ST",6368400,15359416,10139,0.0660116244003027
"MMRS92544445ST",5783938,29667807,7188,0.0242282821915351
"MMRS92546335ST",4746727,14176852,4640,0.0327294098859183
"MMRS92727331ST",3596489,12264842,5679,0.0463030832358052
"MMRS93508324ST",15147780,15231706,26532,0.174189286479138
"MMRS93621581ST",24542354,14163329,32598,0.230157754578743
"MMRS94549160ST",16969953,15688006,18533,0.118134834981578
"MMRS95277876ST",11590234,6504967,13891,0.213544511447944
"MMRS95479054ST",17857926,14732563,17913,0.121587805190448
"MMRS95674036ST",2801197,12938511,3229,0.0249565038820928
"MMRS96422329ST",7235021,14885994,8346,0.0560661249762696
"MMRS97052561ST",9136787,30678412,11412,0.0371987963392629
"MMRS97307143ST",8755883,19446344,12280,0.0631481166845552
"MMRS97327636ST",11840434,15338851,11787,0.0768440869527972
"MMRS99045180ST",7299816,12775814,7846,0.0614129166251168
"MSC103A",9602155,20403297,150783,0.739012915412641
"MSC119A",13360575,12282247,860575,7.0066576580002
"MSC120A",4110898,22016121,34611,0.157207529882308
"MSC1A",12870833,15124186,272088,1.79902574591452
"MSC45A",12486572,13227627,68709,0.519435572230756
"MSC4A",17392323,11557222,410749,3.55404611938751
"MSC54A",2701652,22880980,64654,0.28256656838999
"MSC5A",2857514,2496836,234468,9.3906047493708
"MSC63A",4371818,23037247,18614,0.0807995851240385
"MSC6A",10418420,22324782,46421,0.207934841200241
"MSC76A",9582801,13058543,106873,0.818414428010843
"MSC78A",2729471,30915231,88158,0.285160411707744
"MSC79A",10890562,18527804,99978,0.539610630596049
"MSC81A",2614691,27799818,49225,0.177069504555749
"S1_001",13403217,21572413,37242,0.17263715468455
"S1_002",4830280,24385697,23492,0.0963351590893629
"S1_003",21939003,14927890,73842,0.494657985823851
"S1_004",8528197,32525573,36498,0.112213242177163
"S1_005",3372655,13012671,80154,0.615968850668706
"S1_006",11791157,24058568,100444,0.417497832788718
"S1_007",3822840,31977340,12684,0.0396655881946403
"S1_008",15895957,21472850,76276,0.35522066237132
"S1_009",4207908,40166730,17045,0.0424356177363704
"S1_010",3114155,42147004,62968,0.149400892172549
"S1_011",13447839,29538027,73710,0.249542733507556
"S1_012_merged",8999013,24822725,78703,0.317060274405812
"S1_013",15762958,14887840,59141,0.397243656568045
"S1_014",6558289,30699132,17419,0.0567410179545142
"S1_015",27148185,17210889,107804,0.626370898098291
"S1_016",10736169,21654381,54749,0.252831055295462
"S1_017",8593064,23219015,63290,0.272578315660677
"S1_018",1057276,36618691,3529,0.00963715497094093
"S1_019",5774335,34471268,24226,0.0702788188702545
"S1_020",7784806,31425054,26662,0.0848431318526931
"S1_021",9764269,33563434,43556,0.129772180045701
"S1_022",20670001,13305622,107446,0.807523316083983
"S1_023",10228118,23050991,41281,0.179085575973718
"S1_024_merged",3216114,29411251,58630,0.199345481768185
"S1_025",10362655,20203257,44365,0.219593306168406
"S1_026",5066863,32631295,17536,0.0537398224618422
"S1_027",4849113,35811083,18306,0.0511182529721316
"S1_028",28279467,11147997,128108,1.14915710867163
"S1_029",3382776,37343292,13160,0.0352405995700647
"S1_030",12033220,19011381,57079,0.300235948140748
"S1_031",2987414,33662159,17012,0.0505374595848115
"S1_032",10260482,24706979,33875,0.137107009319108
"S1_033",14174593,16088288,52360,0.325454144033225
"S1_034",11657604,18559262,54189,0.291978204736805
"S1_035",8807591,22139587,44059,0.199005518937639
"S1_036",20407899,18519070,65898,0.355838603126399
"S1_037",14113980,19326243,48055,0.248651535634733
"S1_038",18571226,11522764,63650,0.552384827112661
"S1_039",12181425,15164542,45402,0.299395787884659
"S1_040",1954857,31875312,8525,0.0267448362544655
"S1_041",16600497,21200786,83720,0.394891019606537
"S1_042",4043050,25816255,13445,0.0520795909398943
"S1_043",2798093,27045118,9690,0.0358290172740234
"S1_045",2886323,32612460,9004,0.0276090794745321
"S1_047",3858259,29045881,24615,0.0847452346169152
"S1_048",6955330,30157366,29940,0.0992792275028263
"S1_049",11413493,26133876,35158,0.134530369700997
"S1_050",14991805,29159004,106688,0.365883553498604
"S1_051",6268531,27439925,24111,0.087868315966607
"S1_052",8199784,18800001,25960,0.138085099038027
"S1_053",6681222,25533792,25418,0.0995465146735745
"S1_054",10468788,23016928,30390,0.132033258304497
"S1_057",11987670,19834707,43092,0.217255541006983
"S1_058",17503923,18718793,63001,0.336565503983083
"S1_060_merged",13106179,19661704,65367,0.332458468503035
"S1_061",5198387,24117678,27492,0.113991073269989
"S1_062_merged",4930024,27765568,24214,0.0872087327729078
"S1_064",12858015,25011428,42800,0.171121776813383
"S1_065",8957909,23123859,46049,0.19914063651746
"S1_066",9871762,26149733,32110,0.122792840752906
"S1_067",9819892,22995653,75654,0.328992614386728
"S1_068",8754536,28950684,28071,0.0969614396675395
"S1_069",8432855,24492145,30207,0.123333419755599
"S1_070",9840041,21699910,31616,0.145696456805581
"S1_071",3579240,29109508,12620,0.0433535324609403
"S1_072",4861160,31660421,16916,0.053429485350179
"S1_073",12789394,19244169,41218,0.214184358908925
"S1_074",8964087,23156050,27544,0.118949475407075
"S1_075",10825891,22561962,42257,0.187293108640109
"S1_077",9077489,29024980,64042,0.220644424216658
"S1_078",5640403,26230461,18046,0.0687978758741602
"S1_079",16579623,15440059,58638,0.379778341520586
"S1_081",9857671,23821306,40153,0.168559188148626
"S1_083",9400418,20714263,26625,0.128534623703484
"S1_084",6489719,23886585,23603,0.0988127855028251
"S1_086",3752717,29628638,18114,0.0611367960957233
"S1_087",8956849,23951485,29577,0.123487124076023
"S1_088",11749470,17202748,43404,0.25230852652146
"S1_089-2",4318763,30848502,29935,0.0970387476189281
"S1_089",8543063,21307973,25668,0.120461951026501
"S1_091",8113864,23360925,27055,0.115813051067113
"S1_092",7019128,22771268,46671,0.204955648495288
"S1_093",8330058,26384008,29621,0.112268765230817
"S1_094",15325538,19932088,48165,0.241645531566989
"S1_095",10776694,23523419,40475,0.172062573046886
"S1_097",9237596,27051711,33805,0.124964369166889
"S1_098",14969561,28411120,45787,0.161158729398911
"S1_100_merged",5790465,26851364,21089,0.0785397717598257
"S1_102",16719353,19143267,95370,0.498190826048657
"S1_105",8968205,42522405,27373,0.0643731228278363
"S1_106",20297951,17543089,59118,0.336987402845645
"S1_107",18349562,11704514,64624,0.552128862420089
"S1_108",19348998,17435505,60521,0.347113547901251
"S1_109",11638625,21638137,33071,0.152836632839509
"S1_110",10739351,20404502,60653,0.297253027787691
"S1_111",14064607,25940188,61245,0.236100833193653
"S1_112",11090830,27295231,29407,0.107736769108127
"S1_113",8924092,36031412,30427,0.084445760826692
"S1_114",6236864,22163440,19215,0.086696830455922
"S1_115",11695151,23054594,33079,0.143481164751806
"S1_116",7997511,25856804,24839,0.0960636898512283
"S1_118",13519440,22953365,39221,0.170872549623988
"S1_120",17534542,47305240,51136,0.108097961240657
"S1_121",8118884,26596539,44430,0.167051810763799
"S1_122",5038589,25508713,19492,0.076413106376633
"S1_123",4779345,28020037,20524,0.073247583506046
"S1_124",8612401,20961508,23524,0.112224750242206
"S1_125",12678338,15027826,50120,0.333514641439154
"S1_126",13272728,27878656,49316,0.176895184617221
"S1_127",8182986,35212047,36354,0.103243074735189
"S1_128",18652456,16326000,69661,0.426687492343501
"S1_130",8699638,23967070,32515,0.135665310778497
"S1_132",6465706,41849403,22672,0.0541752053189385
"S2_003",4021927,40440766,32173,0.0795558620229894
"S2_004",14764842,24132285,85998,0.356360783904218
"S2_005",9607636,25079364,72675,0.289780075762687
"S2_006",14040120,23949416,222490,0.928999688343131
"S2_007",15304519,22630320,95456,0.42180578975463
"S2_009",12674417,22890189,61237,0.267525095576974
"S2_010",2971989,35648483,19048,0.0534328487414177
"S2_011_merged",12209709,21384988,58391,0.273046681157829
"S2_012_merged",11734134,20873827,71898,0.34444091157793
"S2_013",11556604,27083256,92575,0.341816360632562
"S2_014",9764510,23386666,65621,0.280591513129747
"S2_015",4953810,25939258,20805,0.0802066119239031
"S2_016_merged",3406540,28469018,15414,0.0541430687914841
"S2_017",11511264,25047233,180722,0.721524808748336
"S2_018",23136975,18998411,154680,0.814173353761007
"S2_019",4648450,29012120,38571,0.132947885228656
"S2_020_merged",12333042,22407784,173131,0.772637758378963
"S2_021",12174817,23748764,87207,0.367206478619266
"S2_022_merged",11025888,21647177,45324,0.209376030879223
"S2_024",15330370,32226848,110342,0.342391536398471
"S2_025_merged",7126946,24775819,212803,0.858914088773412
"S2_026",15168337,19857998,77998,0.392778768534472
"S2_027-2",17341145,28860456,126626,0.438752596286074
"S2_027",6555745,32632272,21481,0.0658274728771567
"S2_028",8617547,26197810,53072,0.202581818861958
"S2_030",20272688,19580664,95991,0.490233630483624
"S2_031",5253405,25848407,46947,0.181624345361012
"S2_032",8751324,31825967,60085,0.188792378248868
"S2_033",14838965,21462185,63685,0.296731204208705
"S2_035",7198683,26249277,65210,0.248425889977846
"S2_036",6480490,31543163,27739,0.087939817576316
"S2_037",2138079,38119452,20982,0.0550427639935642
"S2_038",13726591,24832192,95560,0.384823055491839
"S2_039_merged",11672279,20595779,82091,0.398581670545212
"S2_040",8376182,17593328,37574,0.213569598656945
"S2_043",5271915,33873578,37335,0.110218648883209
"S2_044",19379536,25673481,121666,0.47389755989848
"S2_045",12437937,23168302,57526,0.248296141857957
"S2_046_merged",15465411,16840837,276351,1.64095763173766
"S2_047",11628259,30196356,46772,0.154892861906914
"S2_048",4929354,30488160,28240,0.0926261210909415
"S2_050_merged",4786409,26337578,41701,0.158332706219228
"S2_051",21482131,17893156,189312,1.05801346615432
"S2_052",21325201,9280372,88324,0.951729090170092
"S2_053",7958164,36549238,46193,0.126385671843555
"S2_054",17206050,21896786,113856,0.519966720230083
"S2_055",5166143,27877568,29019,0.104094446115242
"S2_057_merged",1461714,30579448,51522,0.168485709748587
"S2_058",17045775,21529074,124811,0.579732319188461
"S2_059",11072939,29543958,92122,0.3118133325264
"S2_060",17770023,18708127,89111,0.47632240255799
"S2_061",12288538,27395734,61209,0.223425296799859
"S2_062_merged",3569543,29396815,65382,0.222411849719094
"S2_063",9048122,23593963,34341,0.145549944280238
"S2_064",26035022,17529702,136070,0.776225403033092
"S3_002",22407576,11242142,183879,1.6356224641176
"S3_005",45200045,105401621,236445,0.224327669495709
"S3_007",6458216,31018966,27695,0.08928408509813
"S3_008",22575759,20182572,80837,0.400528733404246
"S3_009",4477955,25320940,17556,0.0693339188829483
"S3_010",19845949,12162229,95880,0.788342334287572
"S3_011",4788882,23910482,17153,0.0717384116305142
"S3_013",9666488,21390003,41305,0.193104227241109
"S3_014",8471781,23433633,28012,0.119537589412619
"S3_016",13490475,18425432,87093,0.472678198264225
"S3_021",4217828,31694117,54763,0.172786009466678
"S3_022",7589698,25447050,33107,0.130101524538208
"S3_023",10531587,38111075,33762,0.0885884221318869
"S3_024",17177527,15218198,106858,0.702172491118857
"S3_026",3496301,29161939,26712,0.0915988473880286
"S3_027",20725723,27194761,107498,0.395289372096339
"S3_028",9929347,33918345,35497,0.104654280743946
"S3_029",6315979,26316158,29680,0.112782420594982
"S3_030",4349816,36936010,13716,0.0371344928702369
"S3_031",13025227,36004106,44097,0.122477697404846
"S3_033",17973424,30213220,499088,1.65188616109107
"S3_034",14343292,19259321,82350,0.427585167722164
"S3_035",3537428,26471331,22865,0.0863764651652763
"S3_036",9094250,31269206,28767,0.0919978588519325
"S3_037",5168779,29410638,50339,0.171159156764977
"S3_038",12612066,46896033,163967,0.349639382077371
"S3_039",11578301,23641368,93847,0.396960954205357
"S3_040",18839373,23879263,91472,0.383060398472097
"S3_041",6815660,33872536,19356,0.0571436399093354
"S3_043",14032597,29929553,51472,0.171977175870284
"S3_044",20810522,27510153,70428,0.256007300286552
"S3_045",6022132,34327916,21180,0.0616990556607048
"S3_046",12955244,30425819,59772,0.196451572922326
"S3_047",16210715,21068657,507444,2.40852561224002
"S3_048",11682736,22788848,38167,0.167481041604209
"S3_049",14560979,28754319,48634,0.16913633044135
"S3_050",9114446,28855816,30291,0.104973638589877
"S3_051",17727715,23899657,60042,0.251225362774035
"S3_055",29141930,22745537,88799,0.390401862132338
"S3_057",6899037,25498914,43834,0.171905360361622
"S3_058",20325337,18237304,476364,2.61203081332636
"S3_059",17482985,20647286,55904,0.270757134860243
"S3_061_merged",8230611,23566393,152340,0.64642900591533
"S3_062",7801305,30891170,25807,0.0835416722642749
"S3_063",14750299,28610632,47293,0.165298690360982
"S3_064",12978442,24886143,43606,0.175222010096141
"S3_065",13536260,23747817,48225,0.203071297037534
"S3_066",8680771,27483757,39940,0.145322198853672
"S3_067",21287281,30754046,63803,0.207462133600242
"S3_068",22549596,30067942,83530,0.277804180944609
"S3_069",18350834,28164767,58562,0.207926449382663
"S3_070",23201762,24178212,69685,0.288214033361938
"S3_071",15368237,25349458,49798,0.196446014743195
"S3_072",8239945,27990720,24482,0.0874647025871432
"S3_073",5920451,25895475,28345,0.109459278117123
"S3_075",12744577,15574602,146299,0.939343425918685
"S3_076",22156703,19569857,73079,0.373426336227189
"S3_077",22459007,16393336,78860,0.481049128743533
"S3_078",6248771,42019382,19974,0.0475352064911378
"S3_080",10515070,26947639,45370,0.168363543834026
"S3_081",11350416,25411858,539700,2.12381164730261
"S3_082",22316701,19062605,350168,1.83693676703682
"S3_083",25753265,18103775,488199,2.69666961724834
"S3_085",10595683,20545004,44723,0.217683092200907
"S3_086",14689399,26794216,50442,0.188257047715074
"S3_087",13003466,29207257,82739,0.283282336304296
"S3_088",16675611,25169310,50244,0.199624065975587
"S3_089",18643785,12213153,70874,0.580308786764564
"S3_090",15410837,21870903,47835,0.21871524920576
"S3_091",13384729,25800682,61744,0.23931150347111
"S3_092",11913210,18106587,152024,0.839606050549449
"S3_094",15433113,20425703,43688,0.213887375137101
"S3_095",12343022,25359332,39561,0.156001743263584
"S3_096",16157254,27846626,59702,0.214395812261062
"S3_097",17926960,38087372,243800,0.64010717252952
"S3_098",12304947,30248208,41989,0.138814834915179
"S3_099_merged",18066935,13831554,305646,2.20977339205703
"S3_100",24691241,18942806,109142,0.576165959784416
"S3_101",8879570,43180842,30393,0.0703853806278256
"S3_102",6930883,36924218,22216,0.060166473938595
"S3_103",8217792,27449055,22894,0.0834054214252549
"S3_104",3857828,31405512,12478,0.039731878913485
"S3_105",24170072,21106853,77575,0.367534658056319
"S3_106",14514517,29359899,54463,0.185501319333558
"S3_107",11692236,18673732,40516,0.216967877658306
"S3_108",26306504,23254463,493142,2.12063378973748
"S3_109",16485656,20219401,61966,0.306468030383294
"S3_110",5188084,31073124,24094,0.0775396770533919
"S3_111",14871197,32637145,96635,0.296089011462246
"S3_112",14028318,31850579,58766,0.184505280108095
"S3_113",10162138,29689746,37327,0.125723541050166
"S4_001",1989604,29256976,13235,0.0452370743989399
"S4_002",2628336,27334544,25812,0.0944299637850187
"S4_003",12691183,21069782,82886,0.393388028409596
"S4_004",23691919,24287088,139232,0.573275808116642
"S4_005",16634734,19319596,451248,2.33570101569412
"S4_006",11410053,39397732,62747,0.159265513050345
"S4_007",7894771,27587412,108367,0.392813214954705
"S4_008",14838894,27061260,129607,0.478939265946966
"S4_010",7588077,20718536,61874,0.298640791994183
"S4_011",5977077,35492167,37324,0.105161231772633
"S4_012",10161755,23677678,74022,0.312623560469063
"S4_013",4413917,28647787,23438,0.0818143474747282
"S4_014",3053742,24467875,14958,0.0611332206004812
"S4_015",8492742,33933463,29496,0.0869230470229343
"S4_017",45248907,89120505,258220,0.289742523339606
"S4_018_merged",5165617,26782919,35246,0.131598799966501
"S4_019",2711919,74086437,13039,0.0175997126167641
"S4_020",11642218,33058381,65305,0.197544459300654
"S4_021",1934930,31967548,7913,0.0247532278672108
"S4_022",31588128,63644086,326009,0.512237696366635
"S4_023",2698289,53305634,11172,0.0209583849992292
"S4_025",7951718,26576379,28554,0.107441273320192
"S4_026",28929867,17969072,137023,0.762549117728506
"S4_027",26830129,78589137,137097,0.174447773869816
"S4_028",6605664,32084078,40476,0.126156032908286
"S4_029",23202919,20859968,103553,0.496419745226838
"S4_031",571457,34659483,2062,0.00594930974590706
"S4_032",8371516,32080173,31122,0.0970131925410751
"S4_033",14834211,16040111,64867,0.404404932110507
"S4_034_merged",2225912,30410911,14212,0.0467332267685108
"S4_035",3564290,23679555,33022,0.139453634158243
"S4_037",2625584,34193428,7503,0.0219428131043193
"S4_038",17771092,13084670,73703,0.563277484262117
"S4_040",9650704,33362599,35141,0.105330522960756
"S4_041",2209507,36446836,8325,0.0228414889018076
"S4_042",6975172,28807523,23904,0.0829783247938394
"S4_043",3220893,25232212,9644,0.0382209851439105
"S4_044",8759101,24651751,45793,0.185759624133799
"S4_045",12588776,22382852,42417,0.189506681275469
"S4_046",15372609,21247862,93147,0.438382930009617
"S4_047",25923292,53369805,140315,0.262910835068631
"S4_048",12597832,22587828,66568,0.29470739727609
"S4_049",10915215,67996221,46310,0.0681067261076171
"S4_050",37652667,30399637,146054,0.480446526384509
"S4_051",3965240,29214892,18189,0.0622593436251621
"S4_052",19111479,19914495,75529,0.379266458928534
"S4_053",7264217,29938712,25025,0.0835874302140987
"S4_054",33343407,94687784,161429,0.170485561263109
"S5_002",8432510,30556364,42514,0.139133046065298
"S5_003",3555957,23796834,11811,0.0496326528142357
"S5_006",3685952,28269311,16987,0.060089897486359
"S5_007",11457117,19666574,95846,0.487354838722799
"S5_008",10247806,42330637,39696,0.0937760516100904
"S5_009",10516396,19083669,40524,0.212349103309222
