Sample	raw pair1	raw pair2	trimmed pair1	trimmed pair2	trimmed orphan1	trimmed orphan2	decontaminated Homo_sapiens pair1	decontaminated Homo_sapiens pair2	decontaminated Homo_sapiens orphan1	decontaminated Homo_sapiens orphan2	final pair1	final pair2	final orphan1	final orphan2
M2-PK003A	26674877.0	26674877.0	26638546.0	26638546.0	34400.0	10.0	26622722.0	26622722.0	36458.0	2133.0	26622722.0	26622722.0	36458.0	2133.0
M2-PK004A	30645472.0	30645472.0	30434490.0	30434490.0	208990.0	NA	30319833.0	30319833.0	224236.0	20887.0	30319833.0	30319833.0	224236.0	20887.0
M2-PK005A	29679490.0	29679490.0	29475626.0	29475626.0	201917.0	NA	29466855.0	29466855.0	204556.0	3013.0	29466855.0	29466855.0	204556.0	3013.0
M2-PK006A	30576783.0	30576783.0	30362229.0	30362229.0	214024.0	NA	30266439.0	30266439.0	220681.0	9342.0	30266439.0	30266439.0	220681.0	9342.0
M2-PK007A	27347478.0	27347478.0	27158147.0	27158147.0	188924.0	NA	27079137.0	27079137.0	210609.0	23399.0	27079137.0	27079137.0	210609.0	23399.0
M2-PK008A	31560037.0	31560037.0	31340307.0	31340307.0	219178.0	NA	31336771.0	31336771.0	219352.0	235.0	31336771.0	31336771.0	219352.0	235.0
M2-PK009A	30867403.0	30867403.0	30655363.0	30655363.0	211512.0	NA	30631327.0	30631327.0	214595.0	3721.0	30631327.0	30631327.0	214595.0	3721.0
M2-PK010A	30963939.0	30963939.0	30749650.0	30749650.0	213721.0	NA	30671530.0	30671530.0	217121.0	5112.0	30671530.0	30671530.0	217121.0	5112.0
M2-PK011A	31142001.0	31142001.0	30922802.0	30922802.0	218713.0	NA	30919577.0	30919577.0	219793.0	1130.0	30919577.0	30919577.0	219793.0	1130.0
M2-PK012A	34184114.0	34184114.0	33953360.0	33953360.0	230081.0	NA	33949479.0	33949479.0	231492.0	1592.0	33949479.0	33949479.0	231492.0	1592.0
M2-PK013A	26911361.0	26911361.0	26732237.0	26732237.0	178570.0	NA	26726434.0	26726434.0	180161.0	1823.0	26726434.0	26726434.0	180161.0	1823.0
M2-PK014A	28852610.0	28852610.0	28656790.0	28656790.0	195237.0	NA	28641549.0	28641549.0	197033.0	2675.0	28641549.0	28641549.0	197033.0	2675.0
M2-PK015A	32501093.0	32501093.0	32281312.0	32281312.0	219130.0	NA	32235601.0	32235601.0	221370.0	4192.0	32235601.0	32235601.0	221370.0	4192.0
M2-PK016A	32309519.0	32309519.0	32094344.0	32094344.0	214497.0	NA	32034078.0	32034078.0	220421.0	8204.0	32034078.0	32034078.0	220421.0	8204.0
M2-PK017A	31883124.0	31883124.0	31669102.0	31669102.0	213364.0	NA	31659468.0	31659468.0	216825.0	3643.0	31659468.0	31659468.0	216825.0	3643.0
M2-PK018A	32352273.0	32352273.0	32304851.0	32304851.0	45774.0	2.0	32267154.0	32267154.0	48136.0	2690.0	32267154.0	32267154.0	48136.0	2690.0
M2-PK019A	22256344.0	22256344.0	22208248.0	22208248.0	47399.0	10.0	22014764.0	22014764.0	52315.0	7447.0	22014764.0	22014764.0	52315.0	7447.0
M2-PK021A	29421553.0	29421553.0	29331087.0	29331087.0	89468.0	17.0	29326957.0	29326957.0	90210.0	365.0	29326957.0	29326957.0	90210.0	365.0
M2-PK022A	35128261.0	35128261.0	35020355.0	35020355.0	106798.0	11.0	34902087.0	34902087.0	110977.0	6143.0	34902087.0	34902087.0	110977.0	6143.0
M2-PK023A	32140207.0	32140207.0	32072287.0	32072287.0	65883.0	12.0	32047687.0	32047687.0	66980.0	1300.0	32047687.0	32047687.0	66980.0	1300.0
M2-PK024A	24805275.0	24805275.0	24769076.0	24769076.0	34947.0	3.0	24631980.0	24631980.0	55981.0	24108.0	24631980.0	24631980.0	55981.0	24108.0
M2-PK026A	33881595.0	33881595.0	33832248.0	33832248.0	47648.0	7.0	32364897.0	32364897.0	89392.0	79764.0	32364897.0	32364897.0	89392.0	79764.0
M2-PK027A	30841414.0	30841414.0	30795886.0	30795886.0	43936.0	10.0	30708981.0	30708981.0	48356.0	6301.0	30708981.0	30708981.0	48356.0	6301.0
M2-PK029A	30443161.0	30443161.0	30369531.0	30369531.0	55026.0	17319.0	30360391.0	30360391.0	58014.0	20418.0	30360391.0	30360391.0	58014.0	20418.0
M2-PK030A	32316465.0	32316465.0	32250226.0	32250226.0	46371.0	17887.0	32172343.0	32172343.0	77215.0	49498.0	32172343.0	32172343.0	77215.0	49498.0
M2-PK032A	34066948.0	34066948.0	33984022.0	33984022.0	61958.0	19523.0	33892169.0	33892169.0	94643.0	53062.0	33892169.0	33892169.0	94643.0	53062.0
M2-PK037A	38344110.0	38344110.0	38303261.0	38303261.0	38951.0	551.0	38289521.0	38289521.0	40169.0	1729.0	38289521.0	38289521.0	40169.0	1729.0
M2-PK038A	31319608.0	31319608.0	31254137.0	31254137.0	63622.0	17.0	31179202.0	31179202.0	70197.0	7884.0	31179202.0	31179202.0	70197.0	7884.0
M2-PK041A	38136456.0	38136456.0	38020873.0	38020873.0	114347.0	14.0	38013983.0	38013983.0	116870.0	2212.0	38013983.0	38013983.0	116870.0	2212.0
M2-PK042A	35071534.0	35071534.0	34964156.0	34964156.0	106243.0	14.0	34962782.0	34962782.0	106730.0	142.0	34962782.0	34962782.0	106730.0	142.0
M2-PK043A	44125046.0	44125046.0	44090682.0	44090682.0	13881.0	10613.0	44085626.0	44085626.0	14911.0	11206.0	44085626.0	44085626.0	14911.0	11206.0
M2-PK045A	46486370.0	46486370.0	46450345.0	46450345.0	14511.0	11310.0	46405144.0	46405144.0	26702.0	22876.0	46405144.0	46405144.0	26702.0	22876.0
M2-PK046A	30690261.0	30690261.0	30603618.0	30603618.0	76366.0	1472.0	29034288.0	29034288.0	279952.0	262414.0	29034288.0	29034288.0	279952.0	262414.0
M2-PK047A	30873312.0	30873312.0	30785309.0	30785309.0	77702.0	1423.0	30702322.0	30702322.0	93991.0	20246.0	30702322.0	30702322.0	93991.0	20246.0
M2-PK051A	27848228.0	27848228.0	27768685.0	27768685.0	70224.0	1376.0	27762764.0	27762764.0	71064.0	2215.0	27762764.0	27762764.0	71064.0	2215.0
M2-PK052A	33059344.0	33059344.0	32966281.0	32966281.0	82115.0	1534.0	32944091.0	32944091.0	87254.0	7296.0	32944091.0	32944091.0	87254.0	7296.0
M2-PK055A	33460822.0	33460822.0	33366226.0	33366226.0	83274.0	1645.0	33278124.0	33278124.0	91749.0	12755.0	33278124.0	33278124.0	91749.0	12755.0
M2-PK056B	34128836.0	34128836.0	34118614.0	34118614.0	8164.0	91.0	34084090.0	34084090.0	20773.0	12689.0	34084090.0	34084090.0	20773.0	12689.0
M2-PK059A	29775677.0	29775677.0	29690858.0	29690858.0	74837.0	1481.0	29683959.0	29683959.0	76946.0	3593.0	29683959.0	29683959.0	76946.0	3593.0
M2-PK063A	27281980.0	27281980.0	27254469.0	27254469.0	18684.0	5478.0	27105455.0	27105455.0	61363.0	48118.0	27105455.0	27105455.0	61363.0	48118.0
M2-PK064A	27582827.0	27582827.0	27553602.0	27553602.0	20162.0	5452.0	27541561.0	27541561.0	24980.0	9937.0	27541561.0	27541561.0	24980.0	9937.0
M2-PK065A	26136147.0	26136147.0	26109690.0	26109690.0	18068.0	5190.0	26079825.0	26079825.0	29070.0	16932.0	26079825.0	26079825.0	29070.0	16932.0
M2-PK066A	29303428.0	29303428.0	29274106.0	29274106.0	19957.0	5859.0	26651794.0	26651794.0	303318.0	313614.0	26651794.0	26651794.0	303318.0	313614.0
M2-PK067A	28893641.0	28893641.0	28864314.0	28864314.0	20014.0	5724.0	28822924.0	28822924.0	27066.0	12729.0	28822924.0	28822924.0	27066.0	12729.0
M2-PK069B	30178249.0	30178249.0	30163305.0	30163305.0	10748.0	NA	30142490.0	30142490.0	18819.0	7774.0	30142490.0	30142490.0	18819.0	7774.0
M2-PK083B	32736973.0	32736973.0	32720584.0	32720584.0	11778.0	NA	32715274.0	32715274.0	12896.0	247.0	32715274.0	32715274.0	12896.0	247.0
M2-PK084A	25499015.0	25499015.0	25474152.0	25474152.0	16867.0	4969.0	25455083.0	25455083.0	23466.0	11277.0	25455083.0	25455083.0	23466.0	11277.0
M2-PK085A	25708002.0	25708002.0	25672763.0	25672763.0	22379.0	5013.0	25564377.0	25564377.0	33421.0	16234.0	25564377.0	25564377.0	33421.0	16234.0
M2-PK504A	33149256.0	33149256.0	33103479.0	33103479.0	43281.0	17.0	33096867.0	33096867.0	45538.0	2004.0	33096867.0	33096867.0	45538.0	2004.0
M2-PK514A	32638712.0	32638712.0	32583651.0	32583651.0	19425.0	28759.0	32578913.0	32578913.0	20113.0	29331.0	32578913.0	32578913.0	20113.0	29331.0
M2-PK520B	30049942.0	30049942.0	30040660.0	30040660.0	7429.0	64.0	30028771.0	30028771.0	10649.0	2902.0	30028771.0	30028771.0	10649.0	2902.0
M2-PK523A	27690715.0	27690715.0	27660581.0	27660581.0	28764.0	399.0	27630405.0	27630405.0	40008.0	11527.0	27630405.0	27630405.0	40008.0	11527.0
M2-PK524A	27066674.0	27066674.0	27008536.0	27008536.0	57336.0	15.0	27006528.0	27006528.0	58160.0	587.0	27006528.0	27006528.0	58160.0	587.0
M2-PK531B	29803659.0	29803659.0	29794381.0	29794381.0	7438.0	87.0	29787392.0	29787392.0	8524.0	639.0	29787392.0	29787392.0	8524.0	639.0
M2-PK532A	29974438.0	29974438.0	29902842.0	29902842.0	53130.0	17157.0	29901090.0	29901090.0	53819.0	17685.0	29901090.0	29901090.0	53819.0	17685.0
M2-PK533A	30325274.0	30325274.0	30260439.0	30260439.0	63954.0	17.0	30250822.0	30250822.0	67578.0	3545.0	30250822.0	30250822.0	67578.0	3545.0
M2-PK543A	27469826.0	27469826.0	27432242.0	27432242.0	35580.0	14.0	27427041.0	27427041.0	37591.0	1669.0	27427041.0	27427041.0	37591.0	1669.0
M2-PK548A	25520438.0	25520438.0	25467773.0	25467773.0	51091.0	14.0	25462455.0	25462455.0	51835.0	570.0	25462455.0	25462455.0	51835.0	570.0
M2-PK556A	28819011.0	28819011.0	28779259.0	28779259.0	37603.0	14.0	28767866.0	28767866.0	40530.0	2789.0	28767866.0	28767866.0	40530.0	2789.0
M2-PK558A	24317534.0	24317534.0	24284049.0	24284049.0	31708.0	8.0	24265215.0	24265215.0	33021.0	1224.0	24265215.0	24265215.0	33021.0	1224.0
M2-PK602A	25479303.0	25479303.0	25437846.0	25437846.0	40198.0	317.0	25435566.0	25435566.0	41341.0	965.0	25435566.0	25435566.0	41341.0	965.0
M2-PK615A	28949928.0	28949928.0	28890352.0	28890352.0	41730.0	16106.0	28854988.0	28854988.0	49232.0	23986.0	28854988.0	28854988.0	49232.0	23986.0
M2-PK617A	23141081.0	23141081.0	23116119.0	23116119.0	23811.0	328.0	23068041.0	23068041.0	43633.0	20588.0	23068041.0	23068041.0	43633.0	20588.0
M2-PK619A	23056100.0	23056100.0	23015277.0	23015277.0	39927.0	65.0	23008302.0	23008302.0	42056.0	1945.0	23008302.0	23008302.0	42056.0	1945.0
M2-PK630A	31682670.0	31682670.0	31616739.0	31616739.0	46464.0	17499.0	31569566.0	31569566.0	67687.0	39408.0	31569566.0	31569566.0	67687.0	39408.0
M2-PK644A	30172432.0	30172432.0	30139794.0	30139794.0	31254.0	377.0	30135740.0	30135740.0	32334.0	1277.0	30135740.0	30135740.0	32334.0	1277.0
M2-PK647A	29734623.0	29734623.0	29685934.0	29685934.0	47131.0	391.0	29680991.0	29680991.0	49113.0	2042.0	29680991.0	29680991.0	49113.0	2042.0
M2-PK649A	32089921.0	32089921.0	32056157.0	32056157.0	32327.0	418.0	32042703.0	32042703.0	38337.0	6338.0	32042703.0	32042703.0	38337.0	6338.0
M2-PK653A	29787676.0	29787676.0	29739479.0	29739479.0	46708.0	410.0	29720560.0	29720560.0	52594.0	6809.0	29720560.0	29720560.0	52594.0	6809.0
M2-PK656A	39449074.0	39449074.0	39382626.0	39382626.0	23199.0	34870.0	39376971.0	39376971.0	25547.0	36988.0	39376971.0	39376971.0	25547.0	36988.0
M2-PK659A	29545170.0	29545170.0	29473340.0	29473340.0	53625.0	16944.0	29444979.0	29444979.0	64857.0	28708.0	29444979.0	29444979.0	64857.0	28708.0
M2-PK663A	31643378.0	31643378.0	31591591.0	31591591.0	50199.0	425.0	31515237.0	31515237.0	62114.0	13531.0	31515237.0	31515237.0	62114.0	13531.0
M2-PK699A	32221124.0	32221124.0	32164285.0	32164285.0	55630.0	80.0	32153236.0	32153236.0	60508.0	4545.0	32153236.0	32153236.0	60508.0	4545.0
M2-PK701A	31772199.0	31772199.0	31695149.0	31695149.0	57696.0	18009.0	31673362.0	31673362.0	63853.0	24483.0	31673362.0	31673362.0	63853.0	24483.0
M2-PK705A	26905809.0	26905809.0	26862034.0	26862034.0	42411.0	342.0	26860912.0	26860912.0	43125.0	581.0	26860912.0	26860912.0	43125.0	581.0
M2-PK708A	29735699.0	29735699.0	29674411.0	29674411.0	42792.0	16621.0	29673285.0	29673285.0	43246.0	16914.0	29673285.0	29673285.0	43246.0	16914.0
M2-PK710A	31238726.0	31238726.0	31183346.0	31183346.0	54219.0	59.0	31167705.0	31167705.0	60651.0	6166.0	31167705.0	31167705.0	60651.0	6166.0
M2-PK712A	32295527.0	32295527.0	32238651.0	32238651.0	55686.0	90.0	32236976.0	32236976.0	56389.0	484.0	32236976.0	32236976.0	56389.0	484.0
M2-PK723A	28982258.0	28982258.0	28950816.0	28950816.0	29913.0	417.0	28939120.0	28939120.0	32109.0	2519.0	28939120.0	28939120.0	32109.0	2519.0
M2-PK725A	32038022.0	32038022.0	31940419.0	31940419.0	96505.0	17.0	31903439.0	31903439.0	109773.0	13443.0	31903439.0	31903439.0	109773.0	13443.0
M2-PK729A	33422737.0	33422737.0	33373810.0	33373810.0	47187.0	6.0	33348618.0	33348618.0	54996.0	7894.0	33348618.0	33348618.0	54996.0	7894.0
M2-PK730A	32799483.0	32799483.0	32751147.0	32751147.0	46698.0	7.0	32743260.0	32743260.0	49613.0	2527.0	32743260.0	32743260.0	49613.0	2527.0
M2-PK732A	24886509.0	24886509.0	24835231.0	24835231.0	49836.0	9.0	24828605.0	24828605.0	52746.0	2751.0	24828605.0	24828605.0	52746.0	2751.0
M2-PK750A	22638769.0	22638769.0	22598562.0	22598562.0	39370.0	47.0	22597576.0	22597576.0	39884.0	344.0	22597576.0	22597576.0	39884.0	344.0
M2-PK751A	31028763.0	31028763.0	30963758.0	30963758.0	46031.0	17040.0	30958722.0	30958722.0	47658.0	18393.0	30958722.0	30958722.0	47658.0	18393.0
M2-PK797A	32805200.0	32805200.0	32759908.0	32759908.0	42979.0	15.0	32750960.0	32750960.0	46517.0	3203.0	32750960.0	32750960.0	46517.0	3203.0
M2-PK801A	33048934.0	33048934.0	32994813.0	32994813.0	52437.0	423.0	32981432.0	32981432.0	54555.0	2196.0	32981432.0	32981432.0	54555.0	2196.0
M84A	32459788.0	32459788.0	32233733.0	32233733.0	223912.0	NA	32223589.0	32223589.0	224711.0	1233.0	32223589.0	32223589.0	224711.0	1233.0
M89A	30782976.0	30782976.0	30578761.0	30578761.0	201998.0	NA	30290644.0	30290644.0	255729.0	69257.0	30290644.0	30290644.0	255729.0	69257.0
MG100125	2551667.0	2548998.0	1433937.0	1433937.0	267430.0	554915.0	1485971.0	1485971.0	215394.0	502878.0	1485971.0	1485971.0	215394.0	502878.0
MG100126	2518344.0	2514311.0	1436176.0	1436176.0	332113.0	440434.0	1493446.0	1493446.0	274843.0	383163.0	1493446.0	1493446.0	274843.0	383163.0
MG100127	2494608.0	2497490.0	1412937.0	1412937.0	310198.0	478233.0	1463910.0	1463910.0	259222.0	427253.0	1463910.0	1463910.0	259222.0	427253.0
MG100128	3176434.0	3172846.0	1786915.0	1786915.0	320723.0	673913.0	1831947.0	1831947.0	275681.0	628868.0	1831947.0	1831947.0	275681.0	628868.0
MG100129	3600385.0	3595985.0	2076970.0	2076970.0	357503.0	719778.0	2121684.0	2121684.0	312789.0	675063.0	2121684.0	2121684.0	312789.0	675063.0
MG100130	2512903.0	2510170.0	1408642.0	1408642.0	317349.0	472393.0	1465168.0	1465168.0	260823.0	415866.0	1465168.0	1465168.0	260823.0	415866.0
MG100131	2790186.0	2796308.0	1551570.0	1551570.0	320402.0	571243.0	1599675.0	1599675.0	272295.0	523134.0	1599675.0	1599675.0	272295.0	523134.0
MG100132	7340543.0	7328386.0	4285576.0	4285576.0	785656.0	1201105.0	4297430.0	4297430.0	773799.0	1189240.0	4297430.0	4297430.0	773799.0	1189240.0
MG100133	4862565.0	4866991.0	2870377.0	2870377.0	408679.0	979669.0	2904548.0	2904548.0	374508.0	945498.0	2904548.0	2904548.0	374508.0	945498.0
MG100134	3061806.0	3065422.0	1797019.0	1797019.0	326838.0	578368.0	1843157.0	1843157.0	280669.0	532171.0	1843157.0	1843157.0	280669.0	532171.0
MG100136	3405474.0	3401154.0	2031461.0	2031461.0	365893.0	612380.0	2073583.0	2073583.0	323771.0	570257.0	2073583.0	2073583.0	323771.0	570257.0
MG100137	2190478.0	2187523.0	1486509.0	1486509.0	147170.0	388725.0	1540198.0	1540198.0	93481.0	335036.0	1540198.0	1540198.0	93481.0	335036.0
MG100138	2978141.0	2974057.0	2086813.0	2086813.0	198638.0	429205.0	2137109.0	2137109.0	148342.0	378908.0	2137109.0	2137109.0	148342.0	378908.0
MG100139	3346351.0	3342911.0	2329350.0	2329350.0	200907.0	520311.0	2369942.0	2369942.0	160314.0	479719.0	2369942.0	2369942.0	160314.0	479719.0
MG100140	2424748.0	2421630.0	1664480.0	1664480.0	147378.0	429001.0	1712812.0	1712812.0	99046.0	380669.0	1712812.0	1712812.0	99046.0	380669.0
MG100141	3868073.0	3863427.0	2700281.0	2700281.0	180059.0	664427.0	2736978.0	2736978.0	143361.0	627729.0	2736978.0	2736978.0	143361.0	627729.0
MG100142	9047.0	8675.0	4138.0	4138.0	1108.0	1035.0	4093.0	4093.0	1153.0	1080.0	4093.0	4093.0	1153.0	1080.0
MG100143	2425722.0	2421038.0	1644808.0	1644808.0	139165.0	458633.0	1691988.0	1691988.0	91984.0	411453.0	1691988.0	1691988.0	91984.0	411453.0
MG100144	4826941.0	4820505.0	3285124.0	3285124.0	260689.0	787613.0	3316575.0	3316575.0	229237.0	756161.0	3316575.0	3316575.0	229237.0	756161.0
MG100145	4872732.0	4867620.0	3527963.0	3527963.0	159715.0	831858.0	3552321.0	3552321.0	135355.0	807496.0	3552321.0	3552321.0	135355.0	807496.0
MG100146	3474584.0	3470197.0	2477687.0	2477687.0	216162.0	474504.0	2521717.0	2521717.0	172130.0	430471.0	2521717.0	2521717.0	172130.0	430471.0
MG100147	3149264.0	3153203.0	2242869.0	2242869.0	189166.0	459711.0	2286684.0	2286684.0	145350.0	415894.0	2286684.0	2286684.0	145350.0	415894.0
MG100148	1651553.0	1649774.0	1142393.0	1142393.0	127030.0	283600.0	1198660.0	1198660.0	70759.0	227330.0	1198660.0	1198660.0	70759.0	227330.0
MG100149	2346048.0	2348884.0	1703382.0	1703382.0	146184.0	334680.0	1752252.0	1752252.0	97314.0	285809.0	1752252.0	1752252.0	97314.0	285809.0
MG100150	2663004.0	2666888.0	1871568.0	1871568.0	204996.0	348988.0	1928727.0	1928727.0	147837.0	291829.0	1928727.0	1928727.0	147837.0	291829.0
MG100151	3828198.0	3831485.0	2821313.0	2821313.0	218189.0	465852.0	2852431.0	2852431.0	187059.0	434722.0	2852431.0	2852431.0	187059.0	434722.0
MG100152	3497454.0	3492754.0	2604344.0	2604344.0	170308.0	462669.0	2638927.0	2638927.0	135723.0	428084.0	2638927.0	2638927.0	135723.0	428084.0
MG100153	5128506.0	5121165.0	3789702.0	3789702.0	211220.0	704792.0	3810321.0	3810321.0	190601.0	684173.0	3810321.0	3810321.0	190601.0	684173.0
MG100154	5158978.0	5165132.0	3787397.0	3787397.0	273934.0	624539.0	3813856.0	3813856.0	247474.0	598080.0	3813856.0	3813856.0	247474.0	598080.0
MG100155	1835219.0	1839819.0	1310492.0	1310492.0	123210.0	293496.0	1360883.0	1360883.0	72818.0	243105.0	1360883.0	1360883.0	72818.0	243105.0
MG100156	2539708.0	2543593.0	1851680.0	1851680.0	161319.0	341634.0	1900037.0	1900037.0	112962.0	293276.0	1900037.0	1900037.0	112962.0	293276.0
MG100157	3046198.0	3050172.0	2221989.0	2221989.0	140672.0	473921.0	2259850.0	2259850.0	102808.0	436058.0	2259850.0	2259850.0	102808.0	436058.0
MG100158	3631540.0	3626425.0	2644823.0	2644823.0	211266.0	457468.0	2685416.0	2685416.0	170672.0	416871.0	2685416.0	2685416.0	170672.0	416871.0
MG100159	4539697.0	4535162.0	3405178.0	3405178.0	171407.0	628676.0	3424527.0	3424527.0	152057.0	609327.0	3424527.0	3424527.0	152057.0	609327.0
MG100160	1486445.0	1484643.0	1019279.0	1019279.0	125123.0	257014.0	1078299.0	1078299.0	66102.0	197993.0	1078299.0	1078299.0	66102.0	197993.0
MG100161	2906129.0	2901010.0	1683269.0	1683269.0	557940.0	276734.0	1742508.0	1742508.0	498697.0	217493.0	1742508.0	1742508.0	498697.0	217493.0
MG100162	1148747.0	1151046.0	587057.0	587057.0	313356.0	145246.0	665779.0	665779.0	234634.0	66524.0	665779.0	665779.0	234634.0	66524.0
MG100163	166567.0	165994.0	87472.0	87472.0	42640.0	16802.0	94595.0	94595.0	35514.0	9676.0	94595.0	94595.0	35514.0	9676.0
MG100164	1265892.0	1263227.0	661344.0	661344.0	313478.0	165038.0	739066.0	739066.0	235754.0	87314.0	739066.0	739066.0	235754.0	87314.0
MG100165	5874603.0	5865750.0	3482398.0	3482398.0	1077498.0	443239.0	3513351.0	3513351.0	1046533.0	412268.0	3513351.0	3513351.0	1046533.0	412268.0
MG100166	4355047.0	4361838.0	2575651.0	2575651.0	813606.0	351060.0	2623700.0	2623700.0	765557.0	303010.0	2623700.0	2623700.0	765557.0	303010.0
MG100167	3031583.0	3025694.0	1695295.0	1695295.0	628386.0	275927.0	1753871.0	1753871.0	569810.0	217351.0	1753871.0	1753871.0	569810.0	217351.0
MG100168	3778278.0	3770793.0	2105517.0	2105517.0	854097.0	266810.0	2154851.0	2154851.0	804762.0	217475.0	2154851.0	2154851.0	804762.0	217475.0
MG100169	1519415.0	1517409.0	847797.0	847797.0	328021.0	185683.0	923246.0	923246.0	252572.0	110234.0	923246.0	923246.0	252572.0	110234.0
MG100170	2971249.0	2965931.0	1687529.0	1687529.0	630669.0	244970.0	1746217.0	1746217.0	571981.0	186281.0	1746217.0	1746217.0	571981.0	186281.0
MG100171	4689916.0	4679745.0	2747961.0	2747961.0	938374.0	337819.0	2786733.0	2786733.0	899601.0	299046.0	2786733.0	2786733.0	899601.0	299046.0
MG100172	2682453.0	2687050.0	1593784.0	1593784.0	555463.0	214833.0	1651121.0	1651121.0	498123.0	157490.0	1651121.0	1651121.0	498123.0	157490.0
MG100173	5959384.0	5952065.0	4480046.0	4480046.0	368465.0	538942.0	4502612.0	4502612.0	345896.0	516372.0	4502612.0	4502612.0	345896.0	516372.0
MG100174	3910340.0	3905061.0	2791466.0	2791466.0	352577.0	349058.0	2842359.0	2842359.0	301683.0	298165.0	2842359.0	2842359.0	301683.0	298165.0
MG100175	5648293.0	5642351.0	4188865.0	4188865.0	330279.0	589446.0	4206442.0	4206442.0	312699.0	571865.0	4206442.0	4206442.0	312699.0	571865.0
MG100176	2849860.0	2845956.0	2069520.0	2069520.0	217702.0	322017.0	2119748.0	2119748.0	167472.0	271787.0	2119748.0	2119748.0	167472.0	271787.0
MG100177	2040456.0	2043543.0	1494210.0	1494210.0	147950.0	268659.0	1547581.0	1547581.0	94574.0	215280.0	1547581.0	1547581.0	94574.0	215280.0
MG100178	9066396.0	9073691.0	6770922.0	6770922.0	513622.0	854874.0	6764545.0	6764545.0	519997.0	861249.0	6764545.0	6764545.0	519997.0	861249.0
MG100179	5436705.0	5445120.0	4100535.0	4100535.0	287323.0	571973.0	4124296.0	4124296.0	263561.0	548208.0	4124296.0	4124296.0	263561.0	548208.0
MG100180	10613541.0	10627653.0	7240761.0	7240761.0	1449657.0	1542832.0	7965047.0	7965047.0	725370.0	818538.0	7965047.0	7965047.0	725370.0	818538.0
MG100181	5059398.0	5065976.0	3785792.0	3785792.0	281409.0	542541.0	3813994.0	3813994.0	253206.0	514336.0	3813994.0	3813994.0	253206.0	514336.0
MG100182	6083250.0	6090484.0	4521804.0	4521804.0	412636.0	534564.0	4543022.0	4543022.0	391412.0	513334.0	4543022.0	4543022.0	391412.0	513334.0
MG100184	2523405.0	2526559.0	1854187.0	1854187.0	224761.0	245997.0	1909422.0	1909422.0	169524.0	190762.0	1909422.0	1909422.0	169524.0	190762.0
MG100185	1337758.0	1337957.0	788085.0	788085.0	110081.0	355743.0	839809.0	839809.0	58357.0	304019.0	839809.0	839809.0	58357.0	304019.0
MG100186	1234059.0	1234951.0	760483.0	760483.0	124411.0	278266.0	818390.0	818390.0	66502.0	220357.0	818390.0	818390.0	66502.0	220357.0
MG100187	26333.0	26610.0	14955.0	14955.0	2208.0	6157.0	15334.0	15334.0	1829.0	5778.0	15334.0	15334.0	1829.0	5778.0
MG100188	1017428.0	1017616.0	597219.0	597219.0	102495.0	270577.0	651524.0	651524.0	48188.0	216270.0	651524.0	651524.0	48188.0	216270.0
MG100189	1356124.0	1356823.0	825442.0	825442.0	100241.0	354900.0	873095.0	873095.0	52587.0	307243.0	873095.0	873095.0	52587.0	307243.0
MG100190	1329579.0	1329035.0	815143.0	815143.0	107578.0	332002.0	864575.0	864575.0	58114.0	282539.0	864575.0	864575.0	58114.0	282539.0
MG100191	2075492.0	2077497.0	1296058.0	1296058.0	117364.0	519321.0	1337165.0	1337165.0	76252.0	478212.0	1337165.0	1337165.0	76252.0	478212.0
MG100192	2191562.0	2191098.0	1365045.0	1365045.0	188352.0	443442.0	1416759.0	1416759.0	136636.0	391726.0	1416759.0	1416759.0	136636.0	391726.0
MG100193	1999720.0	1999042.0	1228556.0	1228556.0	124813.0	501118.0	1272792.0	1272792.0	80575.0	456880.0	1272792.0	1272792.0	80575.0	456880.0
MG100194	2206796.0	2206369.0	1334332.0	1334332.0	159393.0	520765.0	1383687.0	1383687.0	110038.0	471410.0	1383687.0	1383687.0	110038.0	471410.0
MG100195	2613985.0	2613779.0	1592027.0	1592027.0	175451.0	612109.0	1636185.0	1636185.0	131285.0	567941.0	1636185.0	1636185.0	131285.0	567941.0
MG100196	1884835.0	1885560.0	1193403.0	1193403.0	151387.0	398180.0	1243481.0	1243481.0	101308.0	348101.0	1243481.0	1243481.0	101308.0	348101.0
MG100197	8929.0	9533.0	4008.0	4008.0	996.0	1638.0	3918.0	3918.0	1086.0	1728.0	3918.0	3918.0	1086.0	1728.0
MG100198	2100425.0	2102705.0	1288173.0	1288173.0	189367.0	427779.0	1346171.0	1346171.0	131369.0	369781.0	1346171.0	1346171.0	131369.0	369781.0
MG100199	2096272.0	2098201.0	1288953.0	1288953.0	155415.0	478906.0	1336914.0	1336914.0	107450.0	430933.0	1336914.0	1336914.0	107450.0	430933.0
MG100200	1340861.0	1342480.0	427637.0	427637.0	83646.0	662552.0	458315.0	458315.0	52968.0	631874.0	458315.0	458315.0	52968.0	631874.0
MG100201	3736196.0	3732874.0	2286978.0	2286978.0	162529.0	966221.0	2318844.0	2318844.0	130659.0	934348.0	2318844.0	2318844.0	130659.0	934348.0
MG100202	2758653.0	2759324.0	1687242.0	1687242.0	171778.0	648880.0	1732248.0	1732248.0	126772.0	603874.0	1732248.0	1732248.0	126772.0	603874.0
MG100203	4105943.0	4103881.0	2527264.0	2527264.0	206003.0	985728.0	2558740.0	2558740.0	174527.0	954250.0	2558740.0	2558740.0	174527.0	954250.0
