Sample	raw pair1	raw pair2	trimmed pair1	trimmed pair2	trimmed orphan1	trimmed orphan2	decontaminated Homo_sapiens pair1	decontaminated Homo_sapiens pair2	decontaminated Homo_sapiens orphan1	decontaminated Homo_sapiens orphan2	final pair1	final pair2	final orphan1	final orphan2
HmFeces_10550	16974782.0	16974782.0	15482735.0	15482735.0	850764.0	394857.0	15482706.0	15482706.0	850763.0	394857.0	15482706.0	15482706.0	850763.0	394857.0
HmFeces_10555	20795972.0	20795972.0	17736699.0	17736699.0	1973079.0	323991.0	17736612.0	17736612.0	1973082.0	323996.0	17736612.0	17736612.0	1973082.0	323996.0
HmFeces_10556	14999882.0	14999882.0	13707152.0	13707152.0	719417.0	338150.0	13706896.0	13706896.0	719417.0	338152.0	13706896.0	13706896.0	719417.0	338152.0
HmFeces_10559	17847225.0	17847225.0	16361795.0	16361795.0	831336.0	410992.0	16361774.0	16361774.0	831337.0	410992.0	16361774.0	16361774.0	831337.0	410992.0
HmFeces_10562	16399813.0	16399813.0	14956392.0	14956392.0	894932.0	331917.0	14956316.0	14956316.0	894931.0	331916.0	14956316.0	14956316.0	894931.0	331916.0
HmFeces_10565	17372768.0	17372768.0	15394692.0	15394692.0	1517629.0	254203.0	15394334.0	15394334.0	1517655.0	254256.0	15394334.0	15394334.0	1517655.0	254256.0
HmFeces_10566	16242960.0	16242960.0	14804578.0	14804578.0	927873.0	319725.0	14804551.0	14804551.0	927874.0	319726.0	14804551.0	14804551.0	927874.0	319726.0
HmFeces_10568	23080556.0	23080556.0	20496959.0	20496959.0	1561723.0	618351.0	20496935.0	20496935.0	1561723.0	618350.0	20496935.0	20496935.0	1561723.0	618350.0
HmFeces_10569	15879618.0	15879618.0	14322619.0	14322619.0	1066667.0	278880.0	14322455.0	14322455.0	1066686.0	278901.0	14322455.0	14322455.0	1066686.0	278901.0
HmFeces_10570	16951730.0	16951730.0	15457285.0	15457285.0	946994.0	334519.0	15457276.0	15457276.0	946993.0	334518.0	15457276.0	15457276.0	946993.0	334518.0
HmFeces_10571	12908589.0	12908589.0	11789184.0	11789184.0	691814.0	261421.0	11787208.0	11787208.0	691888.0	261464.0	11787208.0	11787208.0	691888.0	261464.0
HmFeces_10572	21487666.0	21487666.0	18696492.0	18696492.0	1907619.0	511299.0	18696457.0	18696457.0	1907625.0	511299.0	18696457.0	18696457.0	1907625.0	511299.0
HmFeces_10576	21919481.0	21919481.0	18729676.0	18729676.0	1627213.0	915428.0	18729651.0	18729651.0	1627212.0	915430.0	18729651.0	18729651.0	1627212.0	915430.0
HmFeces_10577	16726266.0	16726266.0	15122294.0	15122294.0	973234.0	381407.0	15122221.0	15122221.0	973235.0	381408.0	15122221.0	15122221.0	973235.0	381408.0
HmFeces_10578	28104746.0	28104746.0	24997047.0	24997047.0	1900237.0	728944.0	24997036.0	24997036.0	1900236.0	728942.0	24997036.0	24997036.0	1900236.0	728942.0
HmFeces_10579	21759900.0	21759900.0	19194220.0	19194220.0	1610956.0	581957.0	19194210.0	19194210.0	1610958.0	581956.0	19194210.0	19194210.0	1610958.0	581956.0
HmFeces_10580	19311987.0	19311987.0	17687987.0	17687987.0	792072.0	583902.0	17687193.0	17687193.0	792141.0	583973.0	17687193.0	17687193.0	792141.0	583973.0
HmFeces_10581	21407518.0	21407518.0	19086288.0	19086288.0	1245262.0	679693.0	19086231.0	19086231.0	1245259.0	679697.0	19086231.0	19086231.0	1245259.0	679697.0
HmFeces_10582	11986111.0	11986111.0	10599342.0	10599342.0	995239.0	216849.0	10598778.0	10598778.0	995367.0	216968.0	10598778.0	10598778.0	995367.0	216968.0
HmFeces_10583	16949805.0	16949805.0	15255775.0	15255775.0	1025791.0	416336.0	15255687.0	15255687.0	1025796.0	416345.0	15255687.0	15255687.0	1025796.0	416345.0
HmFeces_10584	14837346.0	14837346.0	13512405.0	13512405.0	841468.0	293968.0	13511219.0	13511219.0	841590.0	294089.0	13511219.0	13511219.0	841590.0	294089.0
HmFeces_10585	18612497.0	18612497.0	16973903.0	16973903.0	1001968.0	411871.0	16973857.0	16973857.0	1001965.0	411870.0	16973857.0	16973857.0	1001965.0	411870.0
HmFeces_10586	22328787.0	22328787.0	20161096.0	20161096.0	1280871.0	537908.0	20161044.0	20161044.0	1280868.0	537911.0	20161044.0	20161044.0	1280868.0	537911.0
HmFeces_10587	21070466.0	21070466.0	18160743.0	18160743.0	1510970.0	867735.0	18160483.0	18160483.0	1510979.0	867742.0	18160483.0	18160483.0	1510979.0	867742.0
HmFeces_10589	19591338.0	19591338.0	17755517.0	17755517.0	1234992.0	360083.0	17755495.0	17755495.0	1234992.0	360083.0	17755495.0	17755495.0	1234992.0	360083.0
HmFeces_10591	17818953.0	17818953.0	16435632.0	16435632.0	892858.0	303008.0	16435503.0	16435503.0	892872.0	303017.0	16435503.0	16435503.0	892872.0	303017.0
HmFeces_10592	16698103.0	16698103.0	15441233.0	15441233.0	763402.0	323918.0	15439611.0	15439611.0	763494.0	324009.0	15439611.0	15439611.0	763494.0	324009.0
HmFeces_10593	20925574.0	20925574.0	19041793.0	19041793.0	1349896.0	320596.0	19041786.0	19041786.0	1349896.0	320596.0	19041786.0	19041786.0	1349896.0	320596.0
HmFeces_10595	17952106.0	17952106.0	16584937.0	16584937.0	822984.0	345410.0	16584752.0	16584752.0	823014.0	345446.0	16584752.0	16584752.0	823014.0	345446.0
HmFeces_10596	18917130.0	18917130.0	17495708.0	17495708.0	861148.0	356828.0	17495531.0	17495531.0	861152.0	356836.0	17495531.0	17495531.0	861152.0	356836.0
HmFeces_10598	15327898.0	15327898.0	14172463.0	14172463.0	713726.0	277102.0	14172463.0	14172463.0	713726.0	277102.0	14172463.0	14172463.0	713726.0	277102.0
HmFeces_10601	14348295.0	14348295.0	12905204.0	12905204.0	729503.0	449424.0	12902966.0	12902966.0	729664.0	449583.0	12902966.0	12902966.0	729664.0	449583.0
HmFeces_10603	20329692.0	20329692.0	18006178.0	18006178.0	1173240.0	742301.0	18005583.0	18005583.0	1173251.0	742318.0	18005583.0	18005583.0	1173251.0	742318.0
HmFeces_10604	17683987.0	17683987.0	16197079.0	16197079.0	1025540.0	281814.0	16196898.0	16196898.0	1025550.0	281837.0	16196898.0	16196898.0	1025550.0	281837.0
HmFeces_10608	22161014.0	22161014.0	19649128.0	19649128.0	1702286.0	473008.0	19649120.0	19649120.0	1702286.0	473006.0	19649120.0	19649120.0	1702286.0	473006.0
HmFeces_10609	20649188.0	20649188.0	18734351.0	18734351.0	934384.0	638995.0	18734241.0	18734241.0	934390.0	639003.0	18734241.0	18734241.0	934390.0	639003.0
HmFeces_10610	20026300.0	20026300.0	18495942.0	18495942.0	893488.0	415595.0	18495423.0	18495423.0	893516.0	415620.0	18495423.0	18495423.0	893516.0	415620.0
HmFeces_10614	21696917.0	21696917.0	19795768.0	19795768.0	1380632.0	317166.0	19795755.0	19795755.0	1380633.0	317167.0	19795755.0	19795755.0	1380633.0	317167.0
HmFeces_10615	19668093.0	19668093.0	18112814.0	18112814.0	1034753.0	330899.0	18112439.0	18112439.0	1034761.0	330908.0	18112439.0	18112439.0	1034761.0	330908.0
HmFeces_10616	20674965.0	20674965.0	18947380.0	18947380.0	1105824.0	380514.0	18947279.0	18947279.0	1105825.0	380524.0	18947279.0	18947279.0	1105825.0	380524.0
HmFeces_10618	22800191.0	22800191.0	20688473.0	20688473.0	1434362.0	418755.0	20688369.0	20688369.0	1434355.0	418753.0	20688369.0	20688369.0	1434355.0	418753.0
HmFeces_10619	20681382.0	20681382.0	18888930.0	18888930.0	1237574.0	333972.0	18888928.0	18888928.0	1237574.0	333972.0	18888928.0	18888928.0	1237574.0	333972.0
HmFeces_10620	20040463.0	20040463.0	18314348.0	18314348.0	1185914.0	328561.0	18314262.0	18314262.0	1185917.0	328569.0	18314262.0	18314262.0	1185917.0	328569.0
HmFeces_10621	20186256.0	20186256.0	18358289.0	18358289.0	1346844.0	290074.0	18358287.0	18358287.0	1346842.0	290075.0	18358287.0	18358287.0	1346842.0	290075.0
HmFeces_10622	20216464.0	20216464.0	18587237.0	18587237.0	1101100.0	332409.0	18586945.0	18586945.0	1101092.0	332404.0	18586945.0	18586945.0	1101092.0	332404.0
HmFeces_10627	20834459.0	20834459.0	19004365.0	19004365.0	1216670.0	372431.0	19004350.0	19004350.0	1216669.0	372430.0	19004350.0	19004350.0	1216669.0	372430.0
HmFeces_10628	19346232.0	19346232.0	17805583.0	17805583.0	968212.0	376138.0	17805416.0	17805416.0	968212.0	376144.0	17805416.0	17805416.0	968212.0	376144.0
HmFeces_10630	18901660.0	18901660.0	17353003.0	17353003.0	989713.0	355627.0	17352344.0	17352344.0	989778.0	355723.0	17352344.0	17352344.0	989778.0	355723.0
HmFeces_10632	17737322.0	17737322.0	16242539.0	16242539.0	999782.0	300284.0	16242534.0	16242534.0	999782.0	300284.0	16242534.0	16242534.0	999782.0	300284.0
HmFeces_10634	20226560.0	20226560.0	18613154.0	18613154.0	1075569.0	326539.0	18613119.0	18613119.0	1075571.0	326545.0	18613119.0	18613119.0	1075571.0	326545.0
HmFeces_10635	19269925.0	19269925.0	17320311.0	17320311.0	1466341.0	288451.0	17319976.0	17319976.0	1466417.0	288558.0	17319976.0	17319976.0	1466417.0	288558.0
HmFeces_10639	20613087.0	20613087.0	18763013.0	18763013.0	1250228.0	376986.0	18763001.0	18763001.0	1250229.0	376985.0	18763001.0	18763001.0	1250229.0	376985.0
HmFeces_10642	21122538.0	21122538.0	19362705.0	19362705.0	1106237.0	416510.0	19362701.0	19362701.0	1106238.0	416510.0	19362701.0	19362701.0	1106238.0	416510.0
HmFeces_10644	18312654.0	18312654.0	16619259.0	16619259.0	1107215.0	360299.0	16619225.0	16619225.0	1107214.0	360298.0	16619225.0	16619225.0	1107214.0	360298.0
HmFeces_10645	19953247.0	19953247.0	18186453.0	18186453.0	1092878.0	438288.0	18186378.0	18186378.0	1092882.0	438291.0	18186378.0	18186378.0	1092882.0	438291.0
HmFeces_10646	18235623.0	18235623.0	17045193.0	17045193.0	665002.0	371883.0	17045122.0	17045122.0	665006.0	371882.0	17045122.0	17045122.0	665006.0	371882.0
HmFeces_10647	20347713.0	20347713.0	18767957.0	18767957.0	1046046.0	343499.0	18767924.0	18767924.0	1046046.0	343500.0	18767924.0	18767924.0	1046046.0	343500.0
HmFeces_10648	21143464.0	21143464.0	19557061.0	19557061.0	982309.0	382399.0	19557057.0	19557057.0	982309.0	382399.0	19557057.0	19557057.0	982309.0	382399.0
HmFeces_10656	20555789.0	20555789.0	18827785.0	18827785.0	1104470.0	405225.0	18827718.0	18827718.0	1104470.0	405230.0	18827718.0	18827718.0	1104470.0	405230.0
HmFeces_10657	19878826.0	19878826.0	18337943.0	18337943.0	949277.0	383827.0	18337543.0	18337543.0	949305.0	383863.0	18337543.0	18337543.0	949305.0	383863.0
HmFeces_10659	39876547.0	39876547.0	36534032.0	36534032.0	2046821.0	819019.0	36533999.0	36533999.0	2046824.0	819022.0	36533999.0	36533999.0	2046824.0	819022.0
HmFeces_10660	19073937.0	19073937.0	17606717.0	17606717.0	955665.0	331454.0	17606410.0	17606410.0	955676.0	331472.0	17606410.0	17606410.0	955676.0	331472.0
HmFeces_10661	19594177.0	19594177.0	17943934.0	17943934.0	1100535.0	357889.0	17943920.0	17943920.0	1100533.0	357892.0	17943920.0	17943920.0	1100533.0	357892.0
HmFeces_10663	21889065.0	21889065.0	20267459.0	20267459.0	988247.0	408596.0	20267436.0	20267436.0	988249.0	408595.0	20267436.0	20267436.0	988249.0	408595.0
HmFeces_10665	19182878.0	19182878.0	17904074.0	17904074.0	724509.0	384918.0	17904061.0	17904061.0	724509.0	384919.0	17904061.0	17904061.0	724509.0	384919.0
HmFeces_10667	13269652.0	13269652.0	11941508.0	11941508.0	954337.0	233498.0	11940805.0	11940805.0	954470.0	233586.0	11940805.0	11940805.0	954470.0	233586.0
HmFeces_10668	19903390.0	19903390.0	18430146.0	18430146.0	894307.0	376212.0	18430134.0	18430134.0	894305.0	376213.0	18430134.0	18430134.0	894305.0	376213.0
HmFeces_10670	18751366.0	18751366.0	17424670.0	17424670.0	842980.0	317805.0	17424277.0	17424277.0	843006.0	317819.0	17424277.0	17424277.0	843006.0	317819.0
HmFeces_10671	17390068.0	17390068.0	16054042.0	16054042.0	875961.0	292425.0	16053503.0	16053503.0	876046.0	292510.0	16053503.0	16053503.0	876046.0	292510.0
HmFeces_10674	20740241.0	20740241.0	19216301.0	19216301.0	930253.0	382377.0	19216162.0	19216162.0	930258.0	382388.0	19216162.0	19216162.0	930258.0	382388.0
HmFeces_10675	13730384.0	13730384.0	12646988.0	12646988.0	699828.0	250056.0	12645105.0	12645105.0	699996.0	250242.0	12645105.0	12645105.0	699996.0	250242.0
HmFeces_10678	17357282.0	17357282.0	15772092.0	15772092.0	936242.0	430774.0	15771891.0	15771891.0	936239.0	430770.0	15771891.0	15771891.0	936239.0	430770.0
HmFeces_10681	24462180.0	24462180.0	21772418.0	21772418.0	1472390.0	481862.0	21772390.0	21772390.0	1472388.0	481862.0	21772390.0	21772390.0	1472388.0	481862.0
HmFeces_10684	23240785.0	23240785.0	21150370.0	21150370.0	1457164.0	396590.0	21150364.0	21150364.0	1457164.0	396590.0	21150364.0	21150364.0	1457164.0	396590.0
HmFeces_10694	18993445.0	18993445.0	17337343.0	17337343.0	1126392.0	346679.0	17337256.0	17337256.0	1126389.0	346691.0	17337256.0	17337256.0	1126389.0	346691.0
HmFeces_10695	20546058.0	20546058.0	18772937.0	18772937.0	1189290.0	372763.0	18772935.0	18772935.0	1189291.0	372763.0	18772935.0	18772935.0	1189291.0	372763.0
HmFeces_10697	18843400.0	18843400.0	17111273.0	17111273.0	1145236.0	368374.0	17111124.0	17111124.0	1145233.0	368367.0	17111124.0	17111124.0	1145233.0	368367.0
HmFeces_10698	18110996.0	18110996.0	16532028.0	16532028.0	1056099.0	322218.0	16531057.0	16531057.0	1056152.0	322316.0	16531057.0	16531057.0	1056152.0	322316.0
HmFeces_10700	14273525.0	14273525.0	13649471.0	13649471.0	462888.0	111244.0	13649108.0	13649108.0	462905.0	111268.0	13649108.0	13649108.0	462905.0	111268.0
HmFeces_10701	20443735.0	20443735.0	18059606.0	18059606.0	1506695.0	494241.0	18059569.0	18059569.0	1506692.0	494240.0	18059569.0	18059569.0	1506692.0	494240.0
HmFeces_10709	20013639.0	20013639.0	18297126.0	18297126.0	1154839.0	349183.0	18296841.0	18296841.0	1154839.0	349180.0	18296841.0	18296841.0	1154839.0	349180.0
HmFeces_10713	16400634.0	16400634.0	14511534.0	14511534.0	1169874.0	418884.0	14509923.0	14509923.0	1170016.0	419005.0	14509923.0	14509923.0	1170016.0	419005.0
HmFeces_10714	22624031.0	22624031.0	20000417.0	20000417.0	1714816.0	522853.0	20000398.0	20000398.0	1714818.0	522854.0	20000398.0	20000398.0	1714818.0	522854.0
HmFeces_10715	18508821.0	18508821.0	16416834.0	16416834.0	1362433.0	432299.0	16416535.0	16416535.0	1362438.0	432310.0	16416535.0	16416535.0	1362438.0	432310.0
HmFeces_10716	20018816.0	20018816.0	17612767.0	17612767.0	1660517.0	415175.0	17612725.0	17612725.0	1660512.0	415174.0	17612725.0	17612725.0	1660512.0	415174.0
HmFeces_10717	20959532.0	20959532.0	19162900.0	19162900.0	1216075.0	355254.0	19162774.0	19162774.0	1216078.0	355255.0	19162774.0	19162774.0	1216078.0	355255.0
HmFeces_10718	18950173.0	18950173.0	17366738.0	17366738.0	1105150.0	294571.0	17363416.0	17363416.0	1105172.0	294650.0	17363416.0	17363416.0	1105172.0	294650.0
HmFeces_10720	25593316.0	25593316.0	22567594.0	22567594.0	1975911.0	576018.0	22567581.0	22567581.0	1975912.0	576021.0	22567581.0	22567581.0	1975912.0	576021.0
HmFeces_10722	18165451.0	18165451.0	16127136.0	16127136.0	1327485.0	404734.0	16127046.0	16127046.0	1327486.0	404733.0	16127046.0	16127046.0	1327486.0	404733.0
HmFeces_10723	22542623.0	22542623.0	19757640.0	19757640.0	1924504.0	472253.0	19757496.0	19757496.0	1924535.0	472264.0	19757496.0	19757496.0	1924535.0	472264.0
HmFeces_10725	19543356.0	19543356.0	17825076.0	17825076.0	1192819.0	320777.0	17823910.0	17823910.0	1192899.0	320894.0	17823910.0	17823910.0	1192899.0	320894.0
HmFeces_10726	23702417.0	23702417.0	21785811.0	21785811.0	1302465.0	381229.0	21785670.0	21785670.0	1302467.0	381231.0	21785670.0	21785670.0	1302467.0	381231.0
HmFeces_10728	22892183.0	22892183.0	20353681.0	20353681.0	1499547.0	618210.0	20353660.0	20353660.0	1499549.0	618211.0	20353660.0	20353660.0	1499549.0	618211.0
HmFeces_10731	22262966.0	22262966.0	19563298.0	19563298.0	1813068.0	515919.0	19563218.0	19563218.0	1813088.0	515930.0	19563218.0	19563218.0	1813088.0	515930.0
HmFeces_10733	29216670.0	29216670.0	25565290.0	25565290.0	2402776.0	685274.0	25565229.0	25565229.0	2402777.0	685276.0	25565229.0	25565229.0	2402777.0	685276.0
HmFeces_10741	8666467.0	8666467.0	8301616.0	8301616.0	256938.0	79197.0	8301492.0	8301492.0	256938.0	79189.0	8301492.0	8301492.0	256938.0	79189.0
HmFeces_10745	15212052.0	15212052.0	13405598.0	13405598.0	1177664.0	357069.0	13400919.0	13400919.0	1177406.0	356937.0	13400919.0	13400919.0	1177406.0	356937.0
HmFeces_10747	13603018.0	13603018.0	11907400.0	11907400.0	1158829.0	304289.0	11907188.0	11907188.0	1158847.0	304309.0	11907188.0	11907188.0	1158847.0	304309.0
HmFeces_10749	21017399.0	21017399.0	19249809.0	19249809.0	1140682.0	392307.0	19249797.0	19249797.0	1140681.0	392307.0	19249797.0	19249797.0	1140681.0	392307.0
HmFeces_10754	15476560.0	15476560.0	14480191.0	14480191.0	778897.0	146240.0	14480072.0	14480072.0	778908.0	146244.0	14480072.0	14480072.0	778908.0	146244.0
HmFeces_10756	19745627.0	19745627.0	17277295.0	17277295.0	1585403.0	487612.0	17277061.0	17277061.0	1585425.0	487626.0	17277061.0	17277061.0	1585425.0	487626.0
HmFeces_10759	24331733.0	24331733.0	21198483.0	21198483.0	2174208.0	527664.0	21198392.0	21198392.0	2174229.0	527675.0	21198392.0	21198392.0	2174229.0	527675.0
HmFeces_10760	17106434.0	17106434.0	14822916.0	14822916.0	1604291.0	368197.0	14822315.0	14822315.0	1604250.0	368209.0	14822315.0	14822315.0	1604250.0	368209.0
HmFeces_10761	11891991.0	11891991.0	10780041.0	10780041.0	771734.0	211303.0	10776519.0	10776519.0	771717.0	211330.0	10776519.0	10776519.0	771717.0	211330.0
HmFeces_10762	20606276.0	20606276.0	18989630.0	18989630.0	1038725.0	377883.0	18989503.0	18989503.0	1038720.0	377882.0	18989503.0	18989503.0	1038720.0	377882.0
HmFeces_10765	5264469.0	5264469.0	4709182.0	4709182.0	350298.0	119008.0	4707045.0	4707045.0	350824.0	119536.0	4707045.0	4707045.0	350824.0	119536.0
HmFeces_10766	15474607.0	15474607.0	13753187.0	13753187.0	1105368.0	368811.0	13753029.0	13753029.0	1105370.0	368816.0	13753029.0	13753029.0	1105370.0	368816.0
HmFeces_10767	21583193.0	21583193.0	18911426.0	18911426.0	1765687.0	518197.0	18910990.0	18910990.0	1765729.0	518253.0	18910990.0	18910990.0	1765729.0	518253.0
HmFeces_10772	37694352.0	37694352.0	32053087.0	32053087.0	3484815.0	1214113.0	32052212.0	32052212.0	3484842.0	1214144.0	32052212.0	32052212.0	3484842.0	1214144.0
HmFeces_10774	18351584.0	18351584.0	15756102.0	15756102.0	1658360.0	523725.0	15756073.0	15756073.0	1658361.0	523727.0	15756073.0	15756073.0	1658361.0	523727.0
HmFeces_10775	26064873.0	26064873.0	21654724.0	21654724.0	2645925.0	941175.0	21654602.0	21654602.0	2645925.0	941173.0	21654602.0	21654602.0	2645925.0	941173.0
HmFeces_10776	33959999.0	33959999.0	29327365.0	29327365.0	2872625.0	1016642.0	29327339.0	29327339.0	2872626.0	1016641.0	29327339.0	29327339.0	2872626.0	1016641.0
HmFeces_10780	30547944.0	30547944.0	26483182.0	26483182.0	1765078.0	1015363.0	26483179.0	26483179.0	1765079.0	1015363.0	26483179.0	26483179.0	1765079.0	1015363.0
HmFeces_10784	23365749.0	23365749.0	20082931.0	20082931.0	2017180.0	726681.0	20082414.0	20082414.0	2017180.0	726700.0	20082414.0	20082414.0	2017180.0	726700.0
HmFeces_10785	30330585.0	30330585.0	26402566.0	26402566.0	2383201.0	906158.0	26402537.0	26402537.0	2383200.0	906156.0	26402537.0	26402537.0	2383200.0	906156.0
HmFeces_10788	25544444.0	25544444.0	20507280.0	20507280.0	2087545.0	873683.0	20507043.0	20507043.0	2087549.0	873687.0	20507043.0	20507043.0	2087549.0	873687.0
HmFeces_10793	21638230.0	21638230.0	18810964.0	18810964.0	1280319.0	612255.0	18803508.0	18803508.0	1280081.0	612029.0	18803508.0	18803508.0	1280081.0	612029.0
HmFeces_10794	16688015.0	16688015.0	11204374.0	11204374.0	4163564.0	476639.0	11204358.0	11204358.0	4163563.0	476635.0	11204358.0	11204358.0	4163563.0	476635.0
HmFeces_10797	27267214.0	27267214.0	23312077.0	23312077.0	2013039.0	698377.0	23312036.0	23312036.0	2013037.0	698376.0	23312036.0	23312036.0	2013037.0	698376.0
HmFeces_10801	33391090.0	33391090.0	27605463.0	27605463.0	3619910.0	1120949.0	27605277.0	27605277.0	3619892.0	1120937.0	27605277.0	27605277.0	3619892.0	1120937.0
HmFeces_10802	27662531.0	27662531.0	23541149.0	23541149.0	2063722.0	702602.0	23541145.0	23541145.0	2063720.0	702603.0	23541145.0	23541145.0	2063720.0	702603.0
HmFeces_10803	26298193.0	26298193.0	20853748.0	20853748.0	2398865.0	826294.0	20853679.0	20853679.0	2398861.0	826294.0	20853679.0	20853679.0	2398861.0	826294.0
HmFeces_10804	19180627.0	19180627.0	16385626.0	16385626.0	1799886.0	566541.0	16385559.0	16385559.0	1799883.0	566536.0	16385559.0	16385559.0	1799883.0	566536.0
HmFeces_10805	22069717.0	22069717.0	14988383.0	14988383.0	5165802.0	738147.0	14988355.0	14988355.0	5165792.0	738150.0	14988355.0	14988355.0	5165792.0	738150.0
HmFeces_10806	23048950.0	23048950.0	18476716.0	18476716.0	1812997.0	861173.0	18476708.0	18476708.0	1812996.0	861172.0	18476708.0	18476708.0	1812996.0	861172.0
HmFeces_10807	22746816.0	22746816.0	19145515.0	19145515.0	2427108.0	637937.0	19145259.0	19145259.0	2427091.0	637930.0	19145259.0	19145259.0	2427091.0	637930.0
HmFeces_10808	27837953.0	27837953.0	26006466.0	26006466.0	864576.0	478261.0	26006417.0	26006417.0	864573.0	478261.0	26006417.0	26006417.0	864573.0	478261.0
HmFeces_10809	20955853.0	20955853.0	17604388.0	17604388.0	2028278.0	760270.0	17604367.0	17604367.0	2028280.0	760271.0	17604367.0	17604367.0	2028280.0	760271.0
HmFeces_10811	17873380.0	17873380.0	15178840.0	15178840.0	1696628.0	558372.0	15178823.0	15178823.0	1696628.0	558371.0	15178823.0	15178823.0	1696628.0	558371.0
HmFeces_10812	31058005.0	31058005.0	26136876.0	26136876.0	2864314.0	1127217.0	26136616.0	26136616.0	2864326.0	1127219.0	26136616.0	26136616.0	2864326.0	1127219.0
