"Gene1","Gene2","CRC_cor","CRC_pVal","adenoma_cor","adenoma_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes"
"Streptococcus milleri","Thielaviopsis punctulata",0.0167291404812544,0.72221907404662,-0.0242522806511941,0.651152247938716,-0.573991577683669,0.565973500656999,0.483675675675676,0.569281548255976,"0/0"
"Butyrivibrio proteoclasticus","Lipomyces starkeyi",0.332784787700372,3.34399175017097e-13,0.368644339205956,1.04449782156735e-12,0.572716947827392,0.566836360398245,0.484540540540541,0.56960653377089,"+/+"
"Pseudobutyrivibrio xylanivorans","Choanephora cucurbitarum",0.0828317897788514,0.0778861432158142,0.122852148392052,0.021513696205973,0.566514989971939,0.571043745816663,0.488828828828829,0.57360222688797,"0/+"
"Bifidobacterium bifidum","Trichoderma atroviride",0.0512890355075031,0.27547764342826,0.011046187973313,0.836851631754871,-0.564184642442457,0.572628478433032,0.489765765765766,0.573869045051306,"0/0"
"Gemella morbillorum","Colletotrichum fioriniae",0.0167352687877755,0.722121519295536,0.0569578794575917,0.287947373534584,0.56411910518068,0.572673076648302,0.489801801801802,0.573869045051306,"0/0"
"Clostridium beijerinckii","Thielaviopsis punctulata",-0.0878060058132204,0.0615726051139094,-0.0477347217796542,0.373279133700388,0.563823953648794,0.572873948187195,0.489945945945946,0.573869045051306,"0/0"
"Streptococcus milleri","Tuber magnatum",0.0682945555227987,0.14626373421298,0.0282491866102369,0.598396080112308,-0.562180465513131,0.57399306937285,0.491099099099099,0.574524172569631,"0/0"
"Romboutsia ilealis","Pseudocercospora musae",0.182256275131529,9.40552467709743e-05,0.143251314784072,0.00726911874745939,-0.561168362040348,0.574682768624257,0.491747747747748,0.574935406870522,"+/+"
"Anaerostipes hadrus","Colletotrichum fioriniae",0.110938214472913,0.0180506428688441,0.0716081762818634,0.181356406189274,-0.555478769369913,0.578567227838157,0.495387387387387,0.577446204205752,"+/0"
"Gemella morbillorum","Thielaviopsis punctulata",0.0750719134282865,0.110171435891771,0.114254526490672,0.0326092132312443,0.553748256527666,0.579751144671364,0.49618018018018,0.577674326593123,"0/+"
"Streptococcus sp. HSISS1","Pneumocystis murina",-0.0168759011657355,0.719884073221816,0.0225481589794037,0.674206534681465,0.552169821478093,0.580832008547943,0.497297297297297,0.577979177323838,"0/0"
