"Gene1","Gene2","adenoma_cor","adenoma_pVal","CTRL_cor","CTRL_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes"
"Prevotella intermedia","Lipomyces starkeyi",0.269551784327226,3.05719086490797e-07,0.107327700252853,0.0138768477013365,-2.43469677623668,0.0149042735580072,0.0562003968253968,0.733536468243164,"+/+"
"Parvimonas micra","Aspergillus rambellii",0.173980149065402,0.00108239190992299,0.00915329194394244,0.834266548722475,-2.40548771362357,0.0161508950373154,0.0574900793650794,0.733536468243164,"+/0"
"Bifidobacterium catenulatum","Naumovozyma dairenensis",0.140803312409593,0.00834163598490623,-0.0241128549457435,0.581456713615299,-2.39463042943857,0.0166371250270606,0.0579861111111111,0.733536468243164,"+/0"
"Brachyspira pilosicoli","Edhazardia aedis",0.158506754070708,0.00294326139764278,-0.00544464564690892,0.90095418029565,-2.38649811646177,0.0170096945014703,0.0583333333333333,0.733536468243164,"+/0"
"Prevotella intermedia","Trichoderma atroviride",0.215241411640608,4.90557353112209e-05,0.0538646703644946,0.217893989800278,-2.37848239662246,0.0173840669402896,0.0586805555555556,0.733536468243164,"+/0"
"Butyrivibrio proteoclasticus","Baudoinia panamericana",0.285409603979596,5.51479217847373e-08,0.129611383173544,0.00292749474523579,-2.35643552748075,0.0184512702934547,0.0601686507936508,0.733536468243164,"+/+"
"Fusobacterium periodonticum","Pneumocystis murina",0.225503755484087,2.05640989339173e-05,0.0674678516968065,0.122598608754817,-2.33708503750766,0.0194347628547678,0.0615079365079365,0.733536468243164,"+/0"
"Porphyromonas asaccharolytica","Pneumocystis murina",-0.100375169569269,0.0606731536310781,0.0606843426240142,0.165009629140339,2.33126088788227,0.0197396072617256,0.0620039682539683,0.733536468243164,"0/0"
"Anaerostipes hadrus","Schizosaccharomyces pombe",0.0304425010298525,0.570292178258485,0.188836480001006,1.32628679092583e-05,2.31978483006202,0.0203525201189167,0.0625,0.733536468243164,"0/+"
"Streptococcus salivarius","Trichoderma atroviride",0.148298412996816,0.00543804541165671,-0.00964477192146757,0.82550679114288,-2.29620512862833,0.0216641554486355,0.0639384920634921,0.733536468243164,"+/0"
"Anaerostipes hadrus","Pneumocystis murina",-0.010575355778172,0.843714426345969,0.144805097091619,0.000876141197353686,2.25810018393483,0.0239394141834177,0.0665178571428571,0.733536468243164,"0/+"
"Pseudobutyrivibrio xylanivorans","Baudoinia panamericana",0.29485782416526,1.88727113936693e-08,0.147156398913621,0.000719156228458306,-2.24712531238666,0.0246320196548087,0.0673115079365079,0.733536468243164,"+/+"
"Streptococcus equinus","Lipomyces starkeyi",0.115871064856993,0.0302120282870486,-0.0390701037993491,0.371634489638124,-2.24478828454939,0.0247817272226365,0.0675099206349206,0.733536468243164,"+/0"
"Gemella morbillorum","Phytophthora capsici",-0.0216365125098187,0.686667756522999,0.132685128881362,0.00231575047690979,2.2394197833891,0.0251286153292791,0.067906746031746,0.733536468243164,"0/+"
"Brachyspira pilosicoli","Trichoderma atroviride",0.108353808689437,0.0427821540228384,-0.0452389395106913,0.300849503192286,-2.22409733104586,0.0261418964350356,0.0692460317460317,0.733536468243164,"+/0"
"Bifidobacterium adolescentis","Baudoinia panamericana",0.0139645045765103,0.794609176619732,0.166014361426601,0.000132723660398071,2.21758798103108,0.0265829381329741,0.069593253968254,0.733536468243164,"0/+"
"Adlercreutzia equolifaciens","Baudoinia panamericana",0.103302077699421,0.0535003745549747,0.251715176048924,4.96933516558329e-09,2.21717548779704,0.0266111019367762,0.069593253968254,0.733536468243164,"0/+"
"Adlercreutzia equolifaciens","Phytopythium vexans",0.0264746290746195,0.621581874496008,0.177656136004105,4.248768144266e-05,2.21009114210366,0.0270988374967025,0.0700396825396825,0.733536468243164,"0/+"
"Parvimonas micra","Phytophthora capsici",0.0509210361136691,0.342186550199586,0.199077315470502,4.29336932983304e-06,2.17725922176431,0.0294612318798698,0.0724206349206349,0.733536468243164,"0/+"
"Adlercreutzia equolifaciens","Hyaloscypha variabilis",-0.061470046054497,0.251393902470317,0.087974182304287,0.0439208915560168,2.16200393829022,0.030617872630791,0.073859126984127,0.733536468243164,"0/+"
"Streptococcus anginosus","Aspergillus ochraceoroseus",0.136014190113005,0.010854821244322,-0.0127205018893761,0.771219309044257,-2.15960322874458,0.0308033982686244,0.0740079365079365,0.733536468243164,"+/0"
"Romboutsia ilealis","Phytopythium vexans",0.0920817823327271,0.0853986155801001,-0.057093431979827,0.191510966893796,-2.15838178874404,0.0308981604423728,0.0740575396825397,0.733536468243164,"0/0"
"[Eubacterium] eligens","Lipomyces starkeyi",0.143065808031202,0.00734585110130181,-0.00524780096289659,0.904517649364319,-2.15553682884006,0.0311198498643345,0.0742063492063492,0.733536468243164,"+/0"
"Streptococcus equinus","Edhazardia aedis",0.172535892586294,0.00119261718624175,0.025295388229964,0.563060780991476,-2.15086632497166,0.0314867521923882,0.0742559523809524,0.733536468243164,"+/0"
"Prevotella intermedia","Phytophthora capsici",0.0924259069871121,0.0842319161569112,-0.0562060462807769,0.198516625852959,-2.15053989050956,0.0315125341759023,0.0742559523809524,0.733536468243164,"0/0"
"Lactobacillus ruminis","Lipomyces starkeyi",0.121418303792164,0.0230977588651644,-0.026072607179117,0.55112453788475,-2.13816739338897,0.0325031597542989,0.0751984126984127,0.733536468243164,"+/0"
"Porphyromonas asaccharolytica","Pseudocercospora musae",-0.158036027497895,0.00303018863235494,-0.0121181426574044,0.781772521740498,2.12595642586883,0.0335068878941035,0.0762896825396825,0.733536468243164,"-/0"
"Clostridium beijerinckii","Rhizophagus irregularis",0.292632362963546,2.43816651313011e-08,0.1530178995975,0.000434050951475751,-2.12538562497445,0.0335544487702439,0.0762896825396825,0.733536468243164,"+/+"
"Romboutsia ilealis","Rhizophagus clarus",0.0326717486898809,0.54238621865999,0.176614680704393,4.7187875712229e-05,2.10501900187205,0.0352896540338661,0.0777777777777778,0.733536468243164,"0/+"
"Pseudobutyrivibrio xylanivorans","Colletotrichum salicis",0.159448869776918,0.00277605510649748,0.0153899944971325,0.724981211744761,-2.09963541201577,0.0357609251868872,0.0781746031746032,0.733536468243164,"+/0"
