"","Bacteroidetes","Firmicutes","Actinobacteria","Proteobacteria","Verrucomicrobia","Cohort","Stage","SampleName"
"HmFeces_10303",70.4827661234853,25.3867377948064,3.21043074037353,0.836509182853229,0.00577982449646682,"2019_Yachida","CRC","HmFeces_10303"
"HmFeces_10195",66.7992741603046,29.0603657966415,0.67982948604365,0.523780705332288,0.00615077503383529,"2019_Yachida","CRC","HmFeces_10195"
"HmFeces_10480",85.273167403284,10.5401054074053,3.06055736818951,1.03009014557374,0.00961189612264098,"2019_Yachida","CRC","HmFeces_10480"
"HmFeces_10827",74.3303997245021,21.441922225472,1.74136033619621,2.18844340853411,0.00794038676618387,"2019_Yachida","CRC","HmFeces_10827"
"HmFeces_11238",58.3870812791582,37.224616476859,1.41474699983835,2.62050938148286,0.140203145517443,"2019_Yachida","CRC","HmFeces_11238"
"HmFeces_10714",78.0018814307677,17.5268661167963,2.60953696660648,0.716526868964703,0.0101294865534788,"2019_Yachida","CRC","HmFeces_10714"
"HmFeces_10762",53.2010154654353,42.3026718925909,2.34364948923668,1.89440405602214,0.106970336505881,"2019_Yachida","CRC","HmFeces_10762"
"HmFeces_10371",76.0290699605139,19.2246351878783,2.86308777909232,0.723359211469602,1.08612100731529,"2019_Yachida","CRC","HmFeces_10371"
"HmFeces_10816",76.2491761847897,18.9552562581734,1.37997703384162,2.09034635792503,0.0454865866067053,"2019_Yachida","CRC","HmFeces_10816"
"HmFeces_10628",32.8079566468471,62.2134451060507,2.2549784190663,2.47486909648042,0.0754152077035958,"2019_Yachida","CRC","HmFeces_10628"
"HmFeces_11081",71.4716520400655,23.2419678608059,1.51490212965055,3.63683046830485,0.0106292111347036,"2019_Yachida","CRC","HmFeces_11081"
"HmFeces_10772",61.294339772314,33.3603117539419,3.28516031293269,1.68856984158766,0.106697768575062,"2019_Yachida","CRC","HmFeces_10772"
"HmFeces_10213",79.1691942466866,15.0281353098045,0.933944705943985,0.815644628408718,2.07848893458131,"2019_Yachida","CRC","HmFeces_10213"
"HmFeces_10307",69.4345393645935,24.7484439273934,4.37582159049842,1.32385555653143,0.00983868869957012,"2019_Yachida","CRC","HmFeces_10307"
"HmFeces_10178",60.173939833499,33.9815052740041,1.92420857728527,3.68296832611758,0.0818476034332536,"2019_Yachida","CRC","HmFeces_10178"
"HmFeces_10091",54.3692629136268,39.7159199609834,3.48532743965563,1.46313802192366,0.720165946007305,"2019_Yachida","CRC","HmFeces_10091"
"HmFeces_11820",76.1983616293783,17.8650952764934,1.1337419841406,1.33963576073364,3.25545382633746,"2019_Yachida","CRC","HmFeces_11820"
"HmFeces_10709",68.4616761591835,25.5219006357018,3.63220525644334,2.07904292168401,0.0184277193607362,"2019_Yachida","CRC","HmFeces_10709"
"HmFeces_11817",73.4795446495972,20.3378015714309,5.01913053280221,1.01057073466171,0.0226287702953246,"2019_Yachida","CRC","HmFeces_11817"
"HmFeces_10332",80.1135166379743,13.6428207935331,1.98626175175299,0.83624657764229,3.35373592273422,"2019_Yachida","CRC","HmFeces_10332"
"HmFeces_10635",56.4783140629793,37.1781016658569,1.22277882076296,3.6199251105654,1.16942266733796,"2019_Yachida","CRC","HmFeces_10635"
"HmFeces_11918",71.7451548209329,21.7491578649558,0.47851334067842,1.85501202480235,3.98040046965251,"2019_Yachida","CRC","HmFeces_11918"
"HmFeces_11920",48.5819025927675,44.9049771053947,3.57325301849148,2.39044830127602,0.0224655899005361,"2019_Yachida","CRC","HmFeces_11920"
"HmFeces_10616",61.7388484248748,31.6891945085758,1.80732297148197,1.77928282028587,0.024239809196408,"2019_Yachida","CRC","HmFeces_10616"
"HmFeces_11835",65.8528047235187,27.537878767532,4.86264162740517,1.62874806020209,0.0114198971564671,"2019_Yachida","CRC","HmFeces_11835"
"HmFeces_10525",82.3185683327946,11.01096594135,2.52972780273761,0.797142027805139,0.0134549155713306,"2019_Yachida","CRC","HmFeces_10525"
"HmFeces_10308",64.7204242517877,28.5143584844603,3.40253635422975,2.40606079434096,0.029605368487855,"2019_Yachida","CRC","HmFeces_10308"
"HmFeces_10532",62.1636724885358,30.8678484619302,0.868235702587584,2.0005502154103,1.24550118117181,"2019_Yachida","CRC","HmFeces_10532"
"HmFeces_10839",79.4946232202778,13.3362535651478,5.24258148361281,0.788447839592247,0.933202376883171,"2019_Yachida","CRC","HmFeces_10839"
"HmFeces_11829",68.7128373925897,24.1104443663041,4.2065350956104,1.56293720379514,1.19485433178444,"2019_Yachida","CRC","HmFeces_11829"
"HmFeces_10578",60.2572845776206,32.4716479740605,2.66692547649243,3.88107954634763,0.0691551164881236,"2019_Yachida","CRC","HmFeces_10578"
"HmFeces_10713",70.5732458514567,22.0464648680199,1.57720191768697,4.50664390170107,0.0122153323596823,"2019_Yachida","CRC","HmFeces_10713"
"HmFeces_10249",72.2886590884656,20.1699709301378,4.59001842421636,2.42586533543151,0.00628699911707115,"2019_Yachida","CRC","HmFeces_10249"
"HmFeces_11010",56.5922502658133,35.8268098544771,1.59707911375904,4.28859507729557,0.762821951534689,"2019_Yachida","CRC","HmFeces_11010"
"HmFeces_10191",66.7153791091251,25.3560605791226,4.64539046859952,3.05804546470316,0.0662202928408506,"2019_Yachida","CRC","HmFeces_10191"
"HmFeces_10322",40.6301735578475,51.4340970739017,3.92336827674924,3.53843263660163,0.0271233203475947,"2019_Yachida","CRC","HmFeces_10322"
"HmFeces_11982",38.224253650095,53.6413525052772,3.79463218799802,3.34995973957161,0.0371454028555286,"2019_Yachida","CRC","HmFeces_11982"
"HmFeces_10725",53.2679714094769,38.5463436128214,1.90897648406772,5.68425354911442,0.0407120996679331,"2019_Yachida","CRC","HmFeces_10725"
"HmFeces_10126",71.6386530065368,20.1573475279564,1.05352592691386,5.4791353824313,0.0108101162505858,"2019_Yachida","CRC","HmFeces_10126"
"HmFeces_10097",60.1251227656193,31.4480151061831,3.8069365856764,4.0005966635633,0.047038371647514,"2019_Yachida","CRC","HmFeces_10097"
"HmFeces_10152",75.334790687469,16.2276839040096,3.4780591167052,4.16425696110144,0.00475807710647953,"2019_Yachida","CRC","HmFeces_10152"
"HmFeces_10099",75.7168693132944,15.801686707422,4.88369406278241,2.434379561726,0.0221730593286383,"2019_Yachida","CRC","HmFeces_10099"
"HmFeces_10059",48.4945924182519,42.9349200061106,3.50081948749019,4.40754290981495,0.34539132145918,"2019_Yachida","CRC","HmFeces_10059"
"HmFeces_10073",57.2475419804096,34.0932597954157,6.43861723621514,1.82784551782256,0.179969462173846,"2019_Yachida","CRC","HmFeces_10073"
"HmFeces_10185",65.1566328441274,26.0714217446917,4.46262061546091,2.9400140588474,0.0877399150923154,"2019_Yachida","CRC","HmFeces_10185"
"HmFeces_12002",37.0941793422158,53.9872600814142,5.41117329529125,2.65904114749527,0.366435364319012,"2019_Yachida","CRC","HmFeces_12002"
"HmFeces_10670",63.9140696829756,26.9646468084724,4.83809140494841,3.44792554261916,0.153331572793222,"2019_Yachida","CRC","HmFeces_10670"
"HmFeces_11838",58.3434514432658,32.5161512932454,5.46187862529414,0.981217793791668,2.01341062797786,"2019_Yachida","CRC","HmFeces_11838"
"HmFeces_10459",58.2108875312821,32.6332724953339,6.54508775357951,2.43326639486999,0.0359217340909211,"2019_Yachida","CRC","HmFeces_10459"
"HmFeces_10595",54.8537976638893,35.9645972831248,7.14192098802872,1.71371467383372,0.0825649377300314,"2019_Yachida","CRC","HmFeces_10595"
"HmFeces_11956",82.9718944154298,7.80948923706489,5.04665270294876,1.85319724602997,2.20093115467896,"2019_Yachida","CRC","HmFeces_11956"
"HmFeces_10723",48.373088906349,42.2423284199557,4.15101575777744,4.57393962208069,0.034990381830449,"2019_Yachida","CRC","HmFeces_10723"
"HmFeces_11132",64.9973776150935,25.6147369362009,4.18237354999707,5.05818529617714,0.00748290862425841,"2019_Yachida","CRC","HmFeces_11132"
"HmFeces_11478",57.9149160281966,32.6570917039899,1.10589176627722,5.3677632344013,1.18746097487172,"2019_Yachida","CRC","HmFeces_11478"
"HmFeces_10668",65.5847069150493,24.9460222632459,1.81517643773181,7.11594255692427,0.0106071413323243,"2019_Yachida","CRC","HmFeces_10668"
"HmFeces_10284",74.66173227531,15.8574792646942,0.941019420595065,8.07163108022098,0.228040310476834,"2019_Yachida","CRC","HmFeces_10284"
"HmFeces_10774",46.8578901541511,43.6058686168178,3.42485829656177,5.89060596738068,0.0206041850902895,"2019_Yachida","CRC","HmFeces_10774"
"HmFeces_10306",69.9039750615134,20.5422046257495,6.51418990209194,2.52938788010391,0.0846768689259967,"2019_Yachida","CRC","HmFeces_10306"
"HmFeces_10609",64.2990084397583,26.1455560257411,1.8275361853655,1.49863191281973,0.00824553381929851,"2019_Yachida","CRC","HmFeces_10609"
