"","p_values","adj_pvalue","mFC","AbsLog2FC"
"Colletotrichum simmondsii",0.0514888918798757,0.167480351609266,1.14681598733667,0.197633921908167
"Hypoxylon sp. CO27-5",0.0714414411018618,0.215782311899501,1.1464084417505,0.197121138253122
"Phytopythium vexans",0.0237294653578318,0.105927669464229,1.14599974279916,0.196606720305622
"Enterocytozoon bieneusi",0.0497704968586679,0.167409853070065,1.14590531945631,0.196487846194477
"Penicillium camemberti",0.122365770734313,0.304648560013644,0.873697811535226,0.194793718119438
"Aspergillus saccharolyticus",0.041821973589347,0.149148243162009,0.874074463557513,0.194171904830774
"Saccharomyces cerevisiae",0.285024548376386,0.4933758264293,1.14299216135994,0.192815509583961
"Tilletia walkeri",0.248523932623449,0.469245724075807,0.875221314023523,0.192280222774241
"Rhizophagus clarus",0.00151832378256699,0.0165486362967535,0.876879646540258,0.189549251367567
"Encephalitozoon cuniculi",7.3600661369804e-07,7.26193192182066e-05,1.13976431001727,0.188735522702437
"Stemphylium lycopersici",0.025468490236499,0.109239145385707,1.13947817594774,0.188373293402265
"Arthrobotrys oligospora",0.0202261247474109,0.0981464413972725,0.877717505355426,0.188171413898517
"Globisporangium ultimum",0.00449968367737071,0.032485521182969,1.13923903054025,0.188070479263038
"Colletotrichum fioriniae",0.0160855608852876,0.0820918279662955,0.877917681327564,0.187842424270432
"Coniella lustricola",0.0187889271190915,0.0926920404541847,1.13523505067164,0.182991038775996
"Sporothrix insectorum",0.0402013822487655,0.145117184702861,1.13167164701084,0.178455422881717
"Punctularia strigosozonata",0.0544182923972423,0.171359729250891,0.884208891743778,0.177540852554044
"Pestalotiopsis fici",0.0126984332845387,0.0683406591313353,0.885940614688813,0.17471809787379
"Protomyces lactucaedebilis",0.289533387319292,0.498266759572735,0.887716981374978,0.171828299672061
"Allomyces macrogynus",0.028129456356664,0.111017587754301,1.12250134011425,0.166717167349518
"Phialophora americana",0.0753276216385953,0.222091139903332,1.12140103543294,0.165302307013596
"Escovopsis weberi",0.0640296124618197,0.195389332873182,1.12117498392508,0.165011459891656
"Trichoderma reesei",0.138509475172803,0.33063552138024,1.11938863604511,0.162711006781716
"Lichtheimia corymbifera",0.12247695487035,0.304648560013644,0.893504618988615,0.162452907562685
"Hypsizygus marmoreus",0.186544951785518,0.400125403829807,0.894263517264698,0.161228074405626
"Tolypocladium paradoxum",0.116193359336303,0.299071603161268,1.11800307565104,0.160924157072333
"Cordyceps confragosa",0.00922488299119215,0.0535404973606446,1.11795010177791,0.160855796835771
"Paracoccidioides brasiliensis",0.0884315499225676,0.248704452918934,0.8948031333542,0.160357786560681
"Colletotrichum higginsianum",0.0440416762506976,0.155194478216744,1.11651175176972,0.158998436230406
"Candida maltosa",0.119429911551233,0.304648560013644,0.895751895968534,0.158828902807469
"Kwoniella bestiolae",0.109519277629863,0.286882355561411,0.895979507190017,0.158462359494481
"[Candida] intermedia",0.194322508373122,0.410853303417458,0.896696996748693,0.1573075290706
"Aureobasidium subglaciale",0.0986349362941156,0.263026496784308,1.11474956352276,0.156719634768504
"Rhizoclosmatium globosum",0.0249494052363045,0.108603293381561,0.897605761714617,0.155846158278417
"Phycomyces blakesleeanus",0.0259968926658492,0.109239145385707,0.898082276470443,0.155080473508392
"Neofusicoccum parvum",0.0448359924919704,0.156134750324979,1.11201193840931,0.153172276722794
"Diplodia seriata",0.0236254604211084,0.105927669464229,1.11198445704395,0.153136622681632
"Neocallimastix californiae",0.0163779153392182,0.0821671684815015,0.899414286079494,0.152942295278529
"Endocarpon pusillum",0.0366489369607541,0.135901288952449,0.899481477696979,0.152834521370411
"Encephalitozoon romaleae",0.210474899860958,0.43264284971419,1.11163200295328,0.152679274229539
"Candida dubliniensis",0.135035871078033,0.325542268095718,1.11144812079508,0.152440609077064
"Hanseniaspora valbyensis",0.135276010053288,0.325542268095718,0.901460022899402,0.149664581092881
"Pseudocercospora musae",0.0628944253999827,0.193924478316613,0.901482114485593,0.149629226190264
"Cyberlindnera jadinii",0.185474708727526,0.400125403829807,0.9018142579652,0.149097775272232
"Basidiobolus meristosporus",0.0611805097736923,0.190625588347504,0.902090258209352,0.148656306022547
"Tuber magnatum",0.0271459743514254,0.110071348055095,0.904086050768334,0.145468000224221
"Gonapodya prolifera",0.0777977692548759,0.225766075484738,0.905945869590283,0.142503243298709
"Dichomitus squalens",0.103054859719526,0.272359272115891,1.10342056734701,0.14198277713067
"Conidiobolus coronatus",0.0757810984129613,0.222091139903332,0.906466612687095,0.14167421181568
"Colletotrichum incanum",0.0509773338669475,0.167480351609266,1.10311449873725,0.141582544498902
